Cognate_ID,Diaocao,Mangdi,ProtoLalo,Qingyun,Shuizhuping,Xuzhang,Yangliu,Yijiacun
478_706_run,ts ə ³³,g ɛ ²¹,g j ɛ ²,g ɨ̤ ²¹,g ɛ ²¹,,g ɛ˞/ɛ ²¹,g u ²¹
479_706_run,,,p ɛ ¹,,,p ɛ˞/ɛ ³³,p ɛ˞/ɛ ⁵³,
47_286_liver,s ei ²¹,x o ²¹ + s ɿ ²¹,s e ² + ts ɛ ¹,s ɿ ²¹ + ts ɛ ⁵⁵,s ɿ ²¹ + ts ɛ ²⁴,s ɿ ²¹ + ts ɛ˞/ɛ ⁵⁵,s ɿ ²¹ + k ɨ ³³,ɛ ⁵⁵ + ɕ i ²¹ + kʰ a̠ ʔ ³³
480_128_ant,,b i ²¹ + ɕ i ⁵⁵,b o ² + ʒ o̠ H/¹,,,,b i ²¹ + j ao ⁵³,b ɨ ²¹ + j o ⁵³
481_128_ant,a ³³ + j u ³³,,a ² + ʒ o̠ H/¹,,a ³³ + ʐ u ʔ ⁴⁴,a ²¹ + ʐ u ³³,,
482_128_ant,,,a ² + ʒ u ²,a̤ ²¹ + ʐ ṳ ²¹,,,,
483_736_roastinfire,kʰ ɤ̪/ɤ ⁵⁵,kʰ u ⁵⁵,,kʰ ə ⁵⁵,kᶠʰ/kʰ v̩ ²⁴,,kʰ o ³³,kʰ v̩ ²⁴
484_640_open,v ɤ̪/ɤ ²⁴ + kʰ ei ⁵⁵,pʰ u ³³,pʰ u ³,f v̩ ³³,f v̩ ³³,pfʰ ɤ̪˞/ɤ ³⁴,pʰ u ³³,pʰ v̩ ³³
485_213_chaff,dz ɔ ²⁴ + kʰ ɔ ⁵⁵ + k ə ²¹,,h a ¹ + k j o ²,h a ⁵⁵ + k ø̤ ²¹,pʰ ɛ ²¹,,,ɛ ³³ + v ɛ̠ ʔ ²¹
486_212_ricehulls,tɕʰ i ⁵⁵ + pʰ ɛ ²¹,tɕ i ⁵⁵ + pʰ æ ²¹,tʃʰ e ¹ + pʰ ɛ ²,tɕʰ i ⁵⁵ + pʰ ɛ̤ ²¹,tɕʰ i ⁴⁴ + pʰ ɛ ²¹,tɕʰ i ³⁵² + pʰ ɛ˞/ɛ ²¹,tɕʰ i ⁵⁵ + pʰ ɛ˞/ɛ ⁴¹,tɕ i ²⁴ + pʰ ɛ ²¹
488_779_destroy,v ɤ̪/ɤ ²⁴ + x a ²¹,n a ²¹ + t o ²¹ + p ɛ ⁵⁵,pʰ e̠ H/¹,p i ⁵⁵ + pʰ ɛ̠ ³³,h õ ²¹,l ɛ˞/ɛ ²⁴ + p i ⁴⁴,,n a ²¹ + ts a̠ ³³
489_846_bad,m a ²¹ + t u/w e ⁴²,m ɑ ²¹ + n ɑ ⁵⁵,pʰ e̠ H/¹,pʰ ɛ̠ ³³,pʰ ɛ ⁴⁴,h u/w e ⁴⁵³,,l u ŋ ²⁴
48_286_liver,s ei ²¹,x o ²¹ + s ɿ ²¹,s e ² + ts ɛ ¹,s ɿ ²¹ + ts ɛ ⁵⁵,s ɿ ²¹ + ts ɛ ²⁴,s ɿ ²¹ + ts ɛ˞/ɛ ⁵⁵,s ɿ ²¹ + k ɨ ³³,ɛ ⁵⁵ + ɕ i ²¹ + kʰ a̠ ʔ ³³
490_386_wall,l u ²⁴ + t i ³³ + b ɔ ⁴²,l u ⁵⁵ + l i ŋ ³³ + t ɛ ²¹,l u ¹ + d i ³,l u ⁵⁵ + d i ³³,l u ²⁴ + d i ³³,tɕʰ i/j a ŋ ²¹ + b o ²¹,tɕʰ i/j a ŋ ²⁴,s a ŋ ²¹
491_227_face,pʰ a ²¹ + m ei ³³ + tɕʰ i ⁵⁵,pʰ ɛ ²¹ + m ɛ ³³,pʰ j a ŋ ² + ˀm j e̠ H/¹,pʰ u̥ ²¹ + ˀm ɛ̠ ³³,pʰ u ²¹ + m e ⁴⁴,pʰ a ²¹ + m ɛi ³³,b a ²¹ + w v̩ ²¹,pʰ a̠ ʔ ²¹ + n i ³³
492_227_face,pʰ a ²¹ + m ei ³³ + tɕʰ i ⁵⁵,pʰ ɛ ²¹ + m ɛ ³³,pʰ j a ŋ ² + ˀm j e̠ H/¹,pʰ u̥ ²¹ + ˀm ɛ̠ ³³,pʰ u ²¹ + m e ⁴⁴,pʰ a ²¹ + m ɛi ³³,b a ²¹ + w v̩ ²¹,pʰ a̠ ʔ ²¹ + n i ³³
493_307_strength,ɣʷ ɔ ²¹ + s ei ⁴²,v o ²¹,ɣ a ²,v a̤ ²¹,ɣ a ²¹,ɣ o ²¹ + ɲ i ⁴⁵³,,v o ²¹
494_660_getobtain,ɣ ɔ ³³,v o ³³,ɣ a ³,v a ³³,ɣ a ³³,w u ³³,,
495_660_getobtain,,m ɛ ³³,m ɛ ³,,,,m ai ⁵⁵ + ŋ a ³³,m ɛo ³³
496_636_weave,p i ²⁴,dʒ a̠ ²¹,dz ɛ̠ ᶫ/³,p i ⁵⁵,ts e ʔ ⁵³,p i ⁴⁵³,,dz a̠ ²¹
497_688_laugh,ɣ ɛ ²⁴,j ɛ ⁵⁵,ɣ ɛ ¹,g ə ⁵⁵,ɣ ɛ˞/ɛ ²⁴,ɣ ɛ˞/ɛ ²⁴,ɣ ɛ˞/ɛ ³³,ʝ ɛ ²⁴
498_276_skin,x ɔ ²¹ + s ei ⁴²,j ɛ ²¹ + g i ⁵⁵,g i ¹ + k o̠ H/¹,g ɨ ⁵⁵,x a ²¹ + s ɛ ²¹,x o ²¹ + g ɨ ²⁴ + k v̩ ³³,x a ²¹ + s ai ⁵³,ɛ ²¹ + g i ²⁴
499_497_deity,,n ɛ ²¹,ɣ i ¹ + s a ¹,ɲ i̤ ²¹,n ɛ ²¹,n ɛi ²¹,,ɣ ɨ ²⁴ + s o ²⁴
49_279_stomach,n i ³³ + m ɔ ³³ + kʰ ɔ ²¹,x o ²¹ + x ɛ ²¹ + m o ³³,h e̠ ᶫ/³,h ɛ̠ ²¹ + m a ³³ + k o̠ ³³,x ɛ ⁵⁵ + m a ³³ + k o ³³,w ɛi ⁵³,x ai ⁵⁵ + m̩ ²¹ + tʰ ə ⁵³,ɛ ³³ + x ɛ̠ ʔ ²¹ + m o ³³
4_69_duskevening,a ⁵⁵ + m ə ²¹ + ɣ ə ²⁴ + tɕ i/j a ³³,l a ²¹ + v ã ⁵⁵ + w o ²¹ + v ɛ ³³,a ¹ + m o ² + ɣ ɨ ¹,a ⁵⁵ + ŋ̩ ²¹ + ɣ ɨ ⁵⁵ + ø ⁵⁵ + j i ⁵⁵,a ⁵⁵ + m u ²¹ + ɣ ɨ ²⁴ + ɕ i ³³ + ɕ i ³³,a ³⁵ + m v̩ ⁴¹ + ɣ ɨ ²⁴,m i/j ɛ˞/ɛ ⁴⁵ + t ə ⁴² + ɲ a ³³,a ŋ ²⁴ + kʰ ɨ̠ ²¹
500_498_god,,i ⁵⁵ + s ɛ ³³ + m o ³³ + ts o ³³,ɣ i ¹ + s a ¹,n̩ ²¹ + ɕ i ⁵⁵,n̩ ²¹ + d ɛ ²¹ + ɣ ɨ ²⁴ + s a ³⁴,,ɣ ɨ ³³ + s ɛ˞/ɛ ³³,ɣ ɨ ²⁴ + s o ²⁴
501_498_god,,i ⁵⁵ + s ɛ ³³ + m o ³³ + ts o ³³,ɣ i ¹ + s a ¹,n̩ ²¹ + ɕ i ⁵⁵,n̩ ²¹ + d ɛ ²¹ + ɣ ɨ ²⁴ + s a ³⁴,,ɣ ɨ ³³ + s ɛ˞/ɛ ³³,ɣ ɨ ²⁴ + s o ²⁴
502_13_water,j i ²⁴,ɣ ɨ ⁵⁵,ɣ i ¹,ɣ ɨ ⁵⁵,ɣ ɨ ²⁴,ɣ ɨ ²⁴,ɣ ɨ ³³,
503_599_cutreap,ʝ i ⁴²,ɣ ɨ ʔ ²¹,ɣ i̠ ᶫ/³,ɣ ɨ̠ ²¹,ɣ ɨ ʔ ⁵³,ɣ ɨ ʔ ³³,ɣ ɨ ⁵³,tɕʰ ɛ ²¹
504_888_crazy,tʰ ɛ ³³,tʰ ɛ ³³,tʰ ɛ ³,tʰ ɛ ³³,tʰ ɛ ³³,tʰ ɛ˞/ɛ ³³,tʰ ɛ˞/ɛ ³³,v o ŋ ²⁴ + l a ⁵⁵ + k o ³³
505_397_dryfield,x ɔ ⁵⁵ + d a ³³ + m i ²⁴,kʰ u ⁵⁵ + dz a ²¹ + d ɛ ⁵⁵,m i ¹ + b ɛ ¹,m i ⁴⁵,m ɛ ²⁴ + b a ³³,m̩ ³⁵ + b ɛ˞/ɛ ³³,m̩ ³³ + b ɛ˞/ɛ ³³,m i ²⁴ + kʰ a ²¹
506_397_dryfield,m i ²⁴ + b ɛ ²⁴,,m i ¹ + b ɛ ¹,m i ⁴⁵,m ɛ ²⁴ + b a ³³,m̩ ³⁵ + b ɛ˞/ɛ ³³,m̩ ³³ + b ɛ˞/ɛ ³³,m i ²⁴ + kʰ a ²¹
507_8_rain,a ⁵⁵ + m ə ²¹ + x ɔ ⁵⁵,a ⁵⁵ + m i ²¹ + x o ⁵⁵,a ¹ + m o ² + h a ¹,a ⁵⁵ + ŋ̩ ²¹ + h a ⁵⁵,a ⁵⁵ + m u ²¹ + h ã ³³,a ³⁵ + m v̩ ⁴¹ + h õ ²⁴,a ⁵⁵ + m̩ ²¹ + h a ³³,a ²⁴ + x o ²⁴
508_913_longdistance,s ɿ ⁵⁵,ɕ i ⁵⁵,ʃ i ¹,ʂ ʅ ⁵⁵,ʂ ʅ ²⁴,ʂ ʅ ⁴⁵³,s ɿ ³³,s ɿ ²⁴
509_97_otter,s u/w e ²¹ + tʰ a ³³ + m o ⁵⁵,b o ŋ ²⁴,ʃ y ¹,,ɣ ɨ ²⁴ + a ²¹ + n i ²⁴,ɕ y ²¹ + tʰ a ³³ + m ao ³²,s u/w ei ³³ + tʰ a ³³ + m ao ³³,ŋ̩ ²⁴ + g i ³³ + a ²⁴ + ŋ a ³³
50_748_falldrop,tsʰ ei ⁵⁵,tɕ ɛ ⁵⁵ + a ²¹,tsʰ e ¹,tsʰ i ⁵⁵,tsʰ ɛ ¹³,ts i ⁴⁴,b ɛ˞/ɛ ³³,p ɨ ³³ + tɕ i ³³
510_857_easy,l ɛ ²⁴,l ɛ ⁵⁵,l ɛ ¹,l ɛ ⁴⁵,l ɛ ²⁴,p i ⁴⁴ + l ɛ˞/ɛ ²⁴,l ɛ˞/ɛ ³³,
512_168_corn,u ⁵⁵ + m ɛ ⁵⁵,s ə ⁵⁵ + n ə ⁵⁵,ʃ a ¹ + m ɨ ²,ʂ a ⁵⁵ + m ʉ̤ ²¹,ʂ ʅ ⁴⁴ + m ɨ ²¹,ʂ u ⁴⁵ + m u ³³,tɕ i ⁵⁵ + m ɨ ³³,k a ³³ + s a ²¹
513_168_corn,u ⁵⁵ + m ɛ ⁵⁵,,ʃ a ¹ + m ɨ ²,ʂ a ⁵⁵ + m ʉ̤ ²¹,ʂ ʅ ⁴⁴ + m ɨ ²¹,ʂ u ⁴⁵ + m u ³³,tɕ i ⁵⁵ + m ɨ ³³,k a ³³ + s a ²¹
514_66_morningearly,n ei ⁴² + n ei ⁴² + x ə ⁵⁵,x ɨ ³³ + p ɨ ⁵⁵,d a ² + n e̠ ᶫ/³,a ⁵⁵ + n̩ ²¹ + tʰ i̥ ²¹ + s i ⁵⁵ + i ²¹ + s y ⁵⁵ + n y ⁵⁵ + s i ⁵⁵,d a ²¹ + n ɛ ʔ ⁵⁵,b a ²⁴ + dz o ²¹ + l ɛi ²¹,p a ³³ + ts u ²¹,n i ²¹ + ɕ ɛ ²⁴ + tʰ i ³³ + n i ²¹
515_66_morningearly,n ei ⁴² + n ei ⁴² + x ə ⁵⁵,,d a ² + n e̠ ᶫ/³,a ⁵⁵ + n̩ ²¹ + tʰ i̥ ²¹ + s i ⁵⁵ + i ²¹ + s y ⁵⁵ + n y ⁵⁵ + s i ⁵⁵,d a ²¹ + n ɛ ʔ ⁵⁵,b a ²⁴ + dz o ²¹ + l ɛi ²¹,p a ³³ + ts u ²¹,n i ²¹ + ɕ ɛ ²⁴ + tʰ i ³³ + n i ²¹
516_38_sand,s ɔ ³³ + ts ɿ ³³,a ⁵⁵ + l u ³³ + s ei ³³,ʃ a ³,ʂ a ³³ + ts ɿ ³³,l u ⁴⁴ + tsʰ ɿ ⁴⁴ + m u ³³,ɣ ɛ̠˞ ³³ + ʂ a ³³,ɕ a ³³,s a ⁵⁵ + i ²¹ + ɕ ɛ ²¹
517_528_feedanimals,ts u ⁴²,ts ɑ ²¹,tʃ a̠ ᶫ/³,ʈʂ a̠ ²¹,ʈʂ a ⁵³,ʈʂ o ³³,ts a ⁵³,
518_528_feedanimals,,t a ³³,t a ŋ ³,t u ³³,,,,t ai ³³
519_619_die,ɕ i ⁵⁵,x ɨ ⁵⁵,x ɨ ¹,x ɨ ⁵⁵,x ɨ ²⁴,x ɨ ⁴⁵³,x ɨ ³³,x ɨ ²⁴
51_698_fear,g u ³³,g u̠ ³³,g j o̠ H/¹,ɡ u/w o̠ ³³,g u ⁵³,g u ³³,g u ⁵³,g u ³⁵ + l a ²¹
520_686_curetreatheal,g ɤ̪/ɤ ³³ + w u ²¹,n o ⁵⁵ + g u ³³,g o ŋ ³,ɣ ə ³³,ɣ o ³³,ʝ i ³³,g ɤ̪/ɤ ³³ + g ɤ̪/ɤ ⁵³,g u ³³ + kʰ o ²¹
521_733_lightonfire,,t o ²¹,t o̠ ᶫ/³,ˀn ɛ ²¹,t u ⁵³,t u̠ ⁵⁵,t o ⁵³,p o ²⁴
522_527_feed,ts u ⁴²,ts ɑ ²¹,tʃ a̠ ᶫ/³,dz a̤ ²¹ + t o ³³,ʈʂ a ⁵³,ʈʂ o ³³,ts a ⁵³,ts u/w ɛ̠ ²¹
523_569_bend,w u ²⁴ + g u ⁴²,ts a ⁵⁵ + g u ²¹,g o̠ ᶫ/³,v v̩ ⁵⁵ + w o̠ ²¹,n i ⁴⁴ + w o ʔ ⁵³,w v̩ ²⁴ + w a ŋ ³³ + ʝ i ⁵³,tsʰ ɿ ²¹,n ɛ̠ ³³ + g u̠ ²¹
524_530_givetodrink,d a ²⁴ + t u ³³,d a ⁵⁵ + t o ³³,t a ŋ ³,d u ⁵⁵ + t o ³³,t u ³³,d a ²⁴ + t u ³³,g ɨ ²¹ + t a ³³,t ai ³³
525_653_burycoverup,t ə ²¹,t ə ²¹,t y ²,t y ²¹,t y ²¹,t y ²¹,t ə ²¹,t ɨ ²¹
526_523_show,i ⁵⁵ + t u ³³,i ⁵⁵ + t o ³³,,ˀɲ i ⁵⁵ + t o ³³,ĩ ³³ + t u ³³,ĩ ⁴⁵ + t u ³³,g ɨ ²¹ + v a ŋ ⁵³,i ²⁴ + t o ²¹
527_587_awaken,k ɤ̪/ɤ ⁵⁵ + x o ⁴² + tɕʰ i ²¹,n i ²¹,k u ² + x a̠ ᶫ/³,k ə ⁵⁵ + x a̠ ²¹,k v̩ ²¹ + h ã ⁵³,k ɤ̪˞/ɤ ⁴⁴ + x o ³³,k ɤ̪/ɤ ²¹ + h a ŋ ⁵⁵,ə ²¹ + t u ²⁴
528_277_bone,x ɔ ²¹ + k a ³³ + tʰ ə ³³,x o ²¹ + ɣ ɨ ²¹,ɣ o ²,ɦ a̤ ²¹ + d a ⁵⁵ + dz ɿ ³³,w o ²¹ + d a ²⁴ + dz ɿ ³³,v v̩ ²¹ + k a ²¹,v v̩ ²¹ + k ɨ ³³,ŋ̩ ³³ + g a ²¹
529_654_hidething,tsʰ a ³³,tɕ ɛ ⁵⁵,tʃ ɛ ¹,ʈʂ ʅ ⁵⁵,ʈʂ ɛ̃ ²⁴,ʈʂʰ ɛ˞/ɛ ⁴⁵³,ts ɛ˞/ɛ ³³,tɕ ɛ ²⁴
52_429_salt,tsʰ ɔ ²¹ + b u ³³,,tsʰ a ² + b o̠ H/¹,tsʰ a ²¹ + b o̠ ³³,tsʰ a ²¹ + b u ²⁴,tsʰ o ²¹,tsʰ a ²¹ + m i ⁵⁵ + m i ⁵³,tsʰ a ²¹ + b u ³³
530_628_clothe,v ei ⁴² + t u ³³,v ɛ̠ ²¹,ˀv i̠ ᶫ/³ + t u ³,j ɛ̠ ²¹ + g ṳ ²¹,ʝ i ⁵⁵ + g v̩ ²¹,ʝ i/j ɛ̠ ³³ + t u ³³,v ai ⁵³ + g ɨ ²¹,v i̠ ʔ ⁵³
531_585_puttosleep,g ei ²¹ + z ɿ ⁴² + t u ⁴²,ɕ i ʔ ²¹,x i̠ ᶫ/³,ˀɲ ɛ̠ ²¹ + d a̠ ²¹ + t o ³³,d u ²¹ + t u ⁴⁴,ʐ ʅ ³³ + t o ³³ + t u ³³,g ɨ ²¹ + z ɿ ⁵³,x i/j ɛ ⁵⁵ + t ai ⁵³
532_186_fruit,s ɛ ²¹,j ɛ ²¹ + ɕ ɛ ²¹,s ɛ ²,s ɛ̤ ²¹,s ɛ ²¹,ʔ ø ³³,s ɿ ⁵⁵ + s ɛ ⁴¹ + s ɛ ²¹,ɕ ɛ ²¹ + m a ²⁴
533_620_sharpengrinding,s ɛ ²¹,s ɛ ²¹,s ɛ ²,s ɛ̤ ²¹,s ɛ̃ ³¹,s ɛ˞/ɛ ²¹,s ɛ˞/ɛ ²¹,ɕ ɛ ²¹
534_692_knowunderstand,s ɛ ⁴²,s a̠ ²¹,s ɛ̠ ᶫ/³,s a̠ ²¹,s ɛ ʔ ⁵³,s ɛ˞/ɛ ³³,s ɛ˞/ɛ ⁵³,s a̠ ²¹
535_804_urinate,z ɿ ²¹ + tɕʰ i ³³,s u ²¹,z i ² + tʃʰ e̠ H/¹,z ɿ ²¹ + tɕʰ ɛ̠ ³³,z ɿ ²¹ + tɕʰ i ⁴⁴,z ɿ ²¹ + tɕʰ i ³³,z ɿ ²¹ + tɕʰ i ⁵³,tɕ i ⁵⁵ + x ɨ ²¹
536_11_rainbow,a ⁵⁵ + m ə ²¹ + s ɛ ⁵⁵ + j i ³³ + d ɔ ³³,a ⁵⁵ + s ɛ ⁵⁵ + ɣ ɨ ³³,a ¹ + m o ² + s e ¹ + ɣ i ¹ + d a ŋ ¹,,v u ²⁴ + s a ³³,a ³⁵ + m v̩ ⁴¹ + ʂ ɛ ⁴⁴ + ɣ ɨ ⁴⁴ + d o ³³,ɣ ɨ ⁴⁵ + b ɨ ²¹ + ɕ i/j o ⁵⁵ + l o ⁴²,a ²⁴ + f i/j o ⁵³ + ɣ ɨ ²⁴
537_11_rainbow,,,a ¹ + m o ² + tsʰ a ¹ + ɣ i ¹ + d a ŋ ¹,a ⁵⁵ + n̩ ²¹ + tsʰ a ⁵⁵ + ˀɲ ɛ̠ ³³ + d ə ⁵⁵,,,,
538_156_tree,ɕ i ³³ + dz ei ²⁴,ɕ i ³³ + dʑ ɛ ⁵⁵,s i̠ H/¹ + dz e ¹,s ʐ̩ ³³ + dz ɿ ⁵⁵,s ɿ ⁴⁴ + dz ɿ ³⁴,s ɿ ⁴⁵³ + dz ɿ ²⁴,s ɿ ⁵³,ɕ i ³³ + dʑ i ²⁴
539_156_tree,ɕ i ³³ + dz ei ²⁴,ɕ i ³³ + dʑ ɛ ⁵⁵,s i̠ H/¹ + dz e ¹,s ʐ̩ ³³ + dz ɿ ⁵⁵,s ɿ ⁴⁴ + dz ɿ ³⁴,s ɿ ⁴⁵³ + dz ɿ ²⁴,s ɿ ⁵³,ɕ i ³³ + dʑ i ²⁴
53_429_salt,tsʰ ɔ ²¹ + b u ³³,l a ²¹ + b a ²¹ + kʰ ɨ ⁵⁵,tsʰ a ² + b o̠ H/¹,tsʰ a ²¹ + b o̠ ³³,tsʰ a ²¹ + b u ²⁴,tsʰ o ²¹,tsʰ a ²¹ + m i ⁵⁵ + m i ⁵³,tsʰ a ²¹ + b u ³³
540_258_fingernail,l ei ⁴² + n i ⁵⁵ + kʰ u ²¹ + s ɛ ²¹,l i ²¹ + k u ²¹ + s ɛ ²¹,l e̠ ᶫ/³ + k u ² + s ɛ ²,l ɛ̠ ²¹ + k ə̤ ²¹ + s ɛ̤ ²¹,l ɛ ʔ ⁵⁵ + kʰ v̩ ²¹ + s ɛ ²¹,l ɛi ³³ + k ɨ˞ ²¹ + s a ²¹,l ei ⁵⁵ + kʰ ɨ ³³ + s ɛ˞/ɛ ²¹,l v̩ ²² + k v̩ ²² + ɕ ɛ ²¹
541_436_saw,ʝ i ⁴² + ts ə ³³,ɣ ɨ ²¹ + ts ə ³³,ɣ i̠ ᶫ/³ + ts y ³,ɣ ɨ̠ ²¹ + ts y ³³,ɣ ɨ ⁵⁵ + tɕ y ³³,ɣ ɨ ³³ + tɕ y ³³,ɣ ɨ ⁵⁵ + ts ɿ ³³,l ɛʲ/ɛi ³³
542_436_saw,ʝ i ⁴² + ts ə ³³,ɣ ɨ ²¹ + ts ə ³³,ɣ i̠ ᶫ/³ + ts y ³,ɣ ə̠ ²¹ + ts y ³³,ɣ ɨ ⁵⁵ + tɕ y ³³,ɣ ɨ ³³ + tɕ y ³³,ɣ ɨ ⁵⁵ + ts ɿ ³³,l ɛʲ/ɛi ³³
543_610_teachtrain,m ɔ ²¹,m o ²¹,ˀm a ²,ˀm a̤ ²¹,m a ⁵³,m o ²¹,,m o ³³ + ɛ̠ ²¹
544_551_grab,ts u/w a ³³ + ts ɛ ²¹,ts u ³³,,ʈʂ u/w a ³³ + tɕ ɛ ²¹,v v̩ ²⁴ + ʈʂ ə,g a ²⁴ + ʈʂ ʅ ²¹,v v̩ ³³,g a ²⁴ + t a ³³
545_557_catchseize,ts u/w a ³³,ts u ³³,,ʈʂ ə ²¹,v v̩ ²⁴,g a ²⁴ + ʈʂ ʅ ²¹,ts ɤ̪/ɤ ²¹,n ɛ̠ ʔ ²¹
546_854_cookedripe,m i ³³,m i ³³,ˀm i ³,ˀm i ³³,m e ³³,m y ³³,m i ³³,m i ³³ + ŋ o ³³
547_195_mushroom,m ə ²⁴,m a ⁵⁵ + l ɛ ⁵⁵ + j ɛ ⁵⁵,m o ¹,m u ⁵⁵ + l u ⁵⁵,m u,n̩ ³⁵³ + t o ³³,m̩ ³³ + n ai ²¹,m ɨ ³³ + l i ²⁴ + k o ²¹
548_425_flour,,,h a ¹ + m u ³,ʂ a ⁵⁵ + m ʉ ³³,h ã ⁴⁴ + m v̩ ³³ + kʰ a ³³,ʂ o ⁵⁵ + m v̩˞/v̩ ³³,g a ²¹ + m̩ ³³,s o ²⁴ + m uʲ/ui ⁵⁵ + j o ³¹
549_425_flour,s ɔ ⁵⁵ + m ə ³³,kʰ a ²¹ + ɕ ɛ ⁵⁵ + m u ³³,m u ³,ʂ a ⁵⁵ + m ʉ ³³,h ã ⁴⁴ + m v̩ ³³ + kʰ a ³³,ʂ o ⁵⁵ + m v̩˞/v̩ ³³,g a ²¹ + m̩ ³³,s o ²⁴ + m uʲ/ui ⁵⁵ + j o ³¹
54_616_shootagun,b ɛ ³³,b a̠ ³³,b ɛ̠ H/¹,b a̠ ³³,b ɛ ⁴⁴,b ɛ˞/ɛ ³³,b ɛ˞/ɛ ⁵⁵,b a̠ ʔ ³³
550_424_ricepowder,tɕʰ i ⁵⁵ + tɕʰ i ⁵⁵ + m ə ³³,dz o ⁵⁵ + m u ³³,m u ³,dz a ²¹ + kʰ a ⁵⁵ + m ʉ ³³,dz a ²¹ + kʰ a ⁴⁴ + m v̩ ³³,tɕʰ i ⁵⁵ + tʰ i ²¹ + pfʰ v̩˞/v̩ ⁵³,tɕʰ i ³³ + f v̩ ³³ + g a ²¹ + m̩ ³³,dz o ²⁴ + m uʲ/ui ⁵⁵ + j o ³¹
551_539_blowon,m ə ³³,m i ³³,ˀm y̠ H/¹,ˀm ʉ̠ ³³,m v̩ ⁴⁴,m ø ³³,m i ⁵³,m ɨ̠ ³³
552_161_bambooshoot,m ɔ ²⁴ + dz ɛ ²⁴,w a ŋ ²¹,,m a ⁵⁵ + b ə̠ ³³,m a ²⁴ + n y ⁴⁴,m o ²⁴ + ɖʐ ɛ˞/ɛ ³³,m a ³³ + m o ⁵³,o ³³ + m u ²¹ + tsʰ i ⁵⁵ + j o ³¹
553_517_gourdreedorgan,b ə ²⁴,b ə ⁵⁵,b y ¹,b y ⁵⁵,b y ²⁴,,,b ə ²⁴
554_293_snot,n ə ⁴²,n ɑ̠̠ ²¹,ˀn y̠ ᶫ/³,ˀn ø̠ ²¹,n y ⁵⁵ + tsʰ ɿ ²¹,n ø̠ ³³ + pfʰ ɤ̪/ɤ ⁴⁵³,n ə ŋ ⁴⁵³,n ɨ̠ ²¹
555_581_leanagainst,t ei ³³,ɛ̃ ³³,e̠ H/¹,,t ɛ ³³,d a ²¹,,ɛ̠ ⁵³
556_937_two,ŋ̩ ²¹,n̩ ²¹,n i ²,ŋ̩ ²¹,n̩ ²¹,n̩ ²¹,n i ²¹,ŋ̩ ²¹
557_53_year,kʰ o ⁴²,kʰ u ʔ ²¹,kʰ o̠ ᶫ/³,kʰ o̠ ²¹,kʰ o ʔ ⁵³,kʰ o ³³,kʰ o ⁵⁵,kʰ u̠ ²¹
558_566_squeeze,n i ⁴²,ɲ ɛ ³³,n i̠ ᶫ/³,,t i ⁴⁴,,n a ŋ ⁵³,n ɛ̠ ²¹ + n a̠ ³³
559_254_finger,l ei ⁴² + n i ⁵⁵,l i ²¹ + n i ⁵⁵,ˀn i ¹,l ɛ̠ ²¹ + ˀn i ⁵⁵,l ɛ ʔ ⁵⁵ + i ³³ + z a ²¹,l ɛi ³³ + ʔ ĩ ⁴⁵³,l ei ⁵⁵ + kʰ ɨ ³³,n a ²¹ + n i ²⁴
55_911_high,ɤ̪˞̃/ɤ̃ ⁵⁵,m u ⁵⁵,ˀm u ¹,ə ⁵⁵,ɨ̃ ²⁴,ɨ̃ ⁴⁵³,õ ³³,m u ²⁴
560_174_bean,n o ³³,a ⁵⁵ + n u ʔ ³³,n u̠ H/¹,a ⁵⁵ + n ə̠ ³³,a ⁴⁴ + n u ⁴⁴,a ³³ + n u ʔ ³³,n u ⁴⁵³,a ²⁴ + n u ²¹
561_670_borrowthing,ɔ ²¹,o ²¹,ˀŋ a ²,a ŋ ²¹,a ŋ ²¹,õ ŋ ²¹,a ŋ ²¹,o ²¹
562_562_stretchstretchout,dʑ i ³³,,dʒ e ³,dʑ i ³³,,,,dʑ ɛ ³³
563_562_stretchstretchout,,,dʒ e ²,,dʑ i ²¹,ɖʐ ʅ ²¹,dz ai ²¹,
564_562_stretchstretchout,tɕʰ i ³³,tɕʰ i ⁵⁵,tʃʰ e ³,tɕʰ i ³³,,,,
566_110_bird,ɲ i/j a ³³,a ³³ + ŋ a ³³,ŋ j a̠ H/¹,a ⁵⁵ + ɲ ɛ̠ ³³,a ⁴⁴ + ɲ i ⁴⁴,a ⁵⁵ + ɲ a ³³,a ⁵⁵ + ɲ a ⁵³,b ə ²⁴ + x a̠ ³³
567_882_ashamed,ɕ i ⁴² + t a ⁵⁵,ɕ ɛ̠ ²¹ + t a ⁵⁵,ʃ e̠ ᶫ/³ + t a ŋ ¹,ɕ ɛ̠ ²¹ + t u ⁵⁵,ɕ i ⁵⁵ + t u ³³,ɕ i ³³ + t a ³³,s ai ⁵⁵ + t u ³³,ɕ i̠ ²¹ + t a ²⁴
568_882_ashamed,,,ʃ e̠ ᶫ/³ + t a ŋ ¹,ɕ ɛ̠ ²¹ + t u ⁵⁵,ɕ i ⁵⁵ + t u ³³,ɕ i ²¹ + t a ⁴⁴,s ai ⁵⁵ + t u ³³,ɕ i̠ ²¹ + t a ²⁴
