Cognate_ID,Anonimo,Apuri,Apurimac,Arma,Atalla,Ayacucho,Azuay,Bobonaza,Cacra-Hongos,Chachapoyas,Chacpar,Chetilla,Chipaya,Curva,Cuzco,CuzquenoAntiguo,Huallaga,Huanca,Huancane,Huangascar,HuarazHuailas,Imbabura,Inkawasi,Iruhito,Jaqaru,Jauja,Kawki,Lamas,Laraos,Lincha-Tana,Maragua,Napo,Pacaraos,Pastaza,Pocona,Puki,Puno,Putumayo,Raimondi,SanPedro,Santiagueno,SantoTomas,Serena,Sullkatiti,Taquile,Tarma,Troje,Tsimu,Wari,Yanac
381_54_horn,w a k r a,w a q ɾ a,w a q r a,w a χ ɾ a,w a χ r a,w a χ ɾ a,,,w a q l a,w a k r a,w a ʁ r a,w a q r a,,w a χ r a,w a χ r a,w a k r a,w a χ r a,w a ʔ l a,,w a q ɾ a,w a q ɾ a,,w a χ r a,,,w a ʔ l a,,w a k r a,w a χ r a,w a q ɾ a,w a χ r a,,w a χ ɾ a,,w a χ r a,,w a χ r a,,w a q ɾ a,w a q ɾ a,w a χ ɾ a,w a k r a,,,w a χ r a,w a χ ɾ a,,,w a q ɾ a,w a q r a
384_48_fox,,,,,,,,,,,,,,,,,,,,,,,,,a t u q u,,a t u q u,,,,,,,,,,,,,,,,,,,,,,,
385_5_five,,,,,,,,,,,,,pʰ i s q a,,,,,,pʰ i tʃ q a,,,,,,p i tʃ q a,,p i tʃ q a,,,,,,,,,p i tʃ q a,,,,,,,,pʰ i s q a,,,,,,
386_113_empty,,,,,,,,,,,,i ʎ a x,,,,,,,,,,,,,,,,,i ʎ a χ,,,,i l aː,,,,,,,,,,,,,i l a,,,,
388_54_horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w a χ r a,,,,,,,,w a χ r a,,,,,,
389_65_husband,k ɔ s a,q o s a,w o s a,χ u s a,χ u s a,χ o s a,k u s a,k u s a,q o s a,k u s a,q u w a,q u s a,,q u s a,q u s a,k u s a,q u s a,ʔ u s a,,q o s a,q o w a,k u s a,χ u s a,,,ʔ u s a,,k u s a,q u s a,q o s a,q u s a,,χ o w a,k u s a,q u s a,,q u s a,k u s a,q o w a,q o s a,q o s a,k o s a,,,,χ o w a,k u s a,,q o w a,q u s a
391_65_husband,,,,,,,,,,,,,,,,,,,tʃ a tʃ a,,,,,,,,,,,,,,,,,tʃ a tʃ a,,,,,,,,tʃ a tʃ a,,,,,,
392_65_husband,,,,,,,,,,,,,,,,,,,,,,,,,h ai n u,,h ai n u,,,,,,,,,,,,,,,,,,,,,,,
394_6_six,,,,,,,,,,,,,,,,,,,s u χ t a,,,,,,,,,,,,,,,,,s u χ t a,,,,,,,,,,,,,,
395_60_name,,,,,,,,,,,,,,,,,,,s u t i,,,,,,ʃ u t j i,,ʃ u t j i,,,,,,,,,s u t i,,,,,,,,s u t i,,,,,,
396_68_sun,,,,,,,,,,,,,,,,,,,i n t i,,,,,,i n t i,,i n t j i,,,,,,,,,i n t i,,,,,,,,i n t i,,,,,,
396_7_seven,,,,,,,,,,,,,,,,,,,,,,,,,q a n ʈʂ i s i,,q a n ʈʂ i s i,,,,,,,,,,,,,,,,,,,,,,,
397_73_river,,,,,,,,,,,,,,,,,,,,,,,,,m a j u,,m a j u,,,,,,,,,,,,,,,,,,,,,,,
398_75_fire,,,,,,,,,,,,,,,,,,,n i n a,,,,,,n i n a,,n i n a,,,,,,,,,n i n a,,,,,,,,n i n a,,,,,,
399_38_knee,k ɔ n k ɔ r,q o n q o ɾ,,,,,k u n g u ɾ i,k u n g u r i,q o n q o l,k u n g u r i,q u n ʁ u,q u n g u r i,,q u n q u r,,k u n k u r,q u n q u r,ʔ u n ʔ u l,,q o n q o ɾ,q o ɲ q o ɾ,k u n g u ɾ i,q u n ɢ u r i,,,ʔ u n ʔ u l,,k u n g u r i,q u n q u r,q o n q o ɾ,,k u n g u r i,χ o ɴ χ u ɾ,k u n g u r i,,,q u n q u r i,k u n g u r,q o ɲ q o ɾ,q o n q o ɾ,q o ŋ q o ɾ i,k o n q o r i,k u n g u r i,,q u n q u r,χ o ŋ χ u !ʐ/r,,,q o ɲ q o ɾ,q u n q u r i
39_113_empty,,,,,,,,,,,,,,,,,,,,,,,,,h aː m a,,h a m a,,,,,,,,,,,,,,,,,,,,,,,
3_109_besick,,,,,,,,,q i ʃ a,,ɢ i ʃ i j a,q i ʃ a,,,,,q i ʃ j a,ʔ i ʃ j a,,,q i ʃ j a,,q i ʃ a,,,h i ʃ j a,,,q i ʃ a,,,,χ e ʃ j a,,,,,,q i ʃ j a,,,q i χ j a + n i,,,,χ e ʃ j a,,,q i ʃ j a,q i ʃ j a
400_33_elbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m ui k u,,,m u q u,,,,m o χ o,,,,m u q i + t i,,,,,
400_38_knee,,,m o q o,m u χ u,m u χ u,m o χ o,,,,,,,,,m u q u,m u s u,,,,,,,,,,,,,,,m u q u,,,,,,,,,,,,m u k u,,,,,,,
403_79_sand,,,,,,,,,,,,,,,,,,,a q u,,,,,,a q u,,a q u,,,,,,,,,,,,,,,,,,,,,,,
404_8_eight,,,,,,,,,,,,,,,,,,,,,,,,,p u s a q a,,p u s a q a,,,,,,,,,,,,,,,,,,,,,,,
405_51_worm,,,,,,,,,,,,,l a qʼ u,,,,,,l a qʼ u,,,,,,,,,,,,,,,,,l a qʼ u,,,,,,,,l a qʼ u,,,,,,
406_80_gold,,,,,,,,,,,,,qʰ u r i,,,,,,q u r i,,,,,,q u r i,,,,,,,,,,,q u r i,,,,,,,,q u r i,,,,,,
408_83_wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w ai r a,,,,,,,,w ai r a,,,,,,
409_142_knowto,j a tʃ a + n i,j a ʈ a,j a tʃ a,j a tʃ a,j a tʃ a,j a tʃ a,j a tʃ a + n a,j a tʃ a + n a,j a ʈ a,j a ʈʂ a,j a tʃ a,j a ʈʂ a,,j a tʃ a,j a tʃ a,j a tʃ a + n i,j a tʃ a,j a ʈʂ a,,j a ʈ a,j a tʃ a,j a tʃ a + n a,j a ʈʂ a,,,j a ʈʂ a,,j a tʃ a,j a ʈʂ a,j a ʈ a,j a tʃ a,j a tʃ a + n a,j a ʈʂ a,j a tʃ a + n a,j a tʃ a,,j a tʃ a,j a tʃ a,j a tʃ a,j a ʈ a,j a tʃ a,j a tʃ a + n i,j a tʃ a,,j a tʃ a,j a ʈʂ a,j a tʃ a,,j a tʃ a,j a ʈʂ a
409_143_thinkoveraboutto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j a tʃ a,,,,,,,,,
40_119_dry,tʃ a k i,tʃ a k i,tʃ a k i,tʃ a k i,tʃ a k i,tʃ a k i,tʃ a k i + ʃ k a,tʃ a k i + tʃ i + n a,tʃ a k i,tʃ a k i,ts a k i,tʃ a k i,,tʃʼ a k i,tʃʼ a k i,tʃʰ a χ i,tʃ a k i,tʃ a k i,,tʃ a k i,ts a k i,tʃ a k i + ʃ k a,tʃ a k i,,,tʃ a k i,,tʃ a k i,tʃ a k i,tʃ a k i,tʃʼ a k i,tʃ a k i + tʃ i + n a,s a k i,tʃ a k i + ʃ k a,tʃʼ a k i,,tʃʼ a k i,tʃ a x i + s k a,ts a k i,tʃ a k i,tʃ a x i,tʃʼ a k i,tʃ a k i + ʃ k a,,tʃʼ a k i,tʃ a g i,tʃ a k i + ʃ k a,,ts a k i,ts a k i
412_84_bread,,,,,,,,,,,,,,,,,,,tʼ a n tʼ a,,,,,,tʼ a n t i,,tʼ a n t i,,,,,,,,,tʼ a n tʼ a,,,,,,,,tʼ a n tʼ a,,,,,,
413_85_meatswflesh,,,,,,,,,,,,,,,,,,,ai tʃ a,,,,,,,,,,,,,,,,,ai tʃ a,,,,,,,,ai tʃ a,,,,,,
414_86_salt,,,,,,,,,,,,,,,,,,,,,,,,,k a t j i,,k a t j i,,,,,,,,,,,,,,,,,,,,,,,
415_9_nine,,,,,,,,,,,,,,,,,,,,,,,,,i s q u ɲ a,,i s q u ɲ a,,,,,,,,,,,,,,,,,,,,,,,
416_145_laughto,a s i + n i,a s i,a s i,a s i,a s i,a s i,a s i + n a,a s i + n a,a s i,a s i,a s i,a s i,,a s i,a s i,a s i + n i,a s i,a s i,,a s i,a s i,a s i + n a,a s i,,,a s i,,a s i,a s i,a s i,a s i,a s i + n a,a j i,a s i + n a,a s i,,a s i,a s i,a s i,a s i,a s !iː/i,a s i + n i,a s i,,a s i,,a s i,,a s i,a s i
417_145_laughto,,,,,,,,,,,,,,,,,,,l a r u,,,,,,n a r u,,n a r u,,,,,,,,,l a r u,,,,,,,,l a r u,,,,,,
419_90_root,,,,,,,,,,,,,,,,,,,s a pʰ a,,,,,,,,,,,,,,,,,s a pʰ i,,,,,,,,s a pʰ i,,,,,,
41_119_dry,,,,,,,,,,,,,qʰ u t ɲ i,,,,,,,,,,,kʰ o ɲ i,,,,,,,,,,,,,,,,,,,,,,,,,,
420_49_mouse,,,,,,,,,,,,,,,,,,,,,,,,,h u tʃ q a,,h u tʃ q a,,,,,,,,,,,,,,,,,,,,,,,
423_92_leaf,,,,,,,,,,,,,,,,,,,l a pʰ i,,,,,,,,,,,,,,,,,l a pʰ i,,,,,,,,l a pʰ i,,,,,,
424_56_wing,,,r a p r a,ɾ a p ɾ a,r a p r a,ɾ a p ɾ a,,,,,,,,,r a ɸ r a,,,l a p l a,,,,,,,,l a p l a,,,,,,,,,,,,,,,,,,,,!ʐ/r a p r a,,,,
424_92_leaf,,ɾ a p ɾ i,,ɾ a p ɾ a,,,,,l a p l a,r a p r a,r a p r a,r a p r a,,,,,r a p r a,l a p l a,,ɾ a p ɾ a,ɾ a p ɾ a,,!r̝/r a p r a,,,l a p l a,,r a p r a,l a p r a,,,,ɾ a p ɾ a,,,,,,,ɾ a p ɾ a,,r a p r a,,,,!ʐ/r a p r a,,,,r a p r a
425_92_leaf,,,,,,,p a n g a,p a n g a,,,,,,,,,,,,,,f a n g a,,,,,,,,,,p a n g a,,p a n g a,,,,p a n g a,,,,,p a n g a,,,,pʰ a n g a,,,
427_92_leaf,,,,,,,,,,,,,,,,,,,,,,,,,n a pʰ r a,,n a pʰ r a,,,,,,,,,,,,,,,,,,,,,,,
428_92_leaf,,,,,,,,,,,,,,,,,,,,,,,,t u k,,,,,,,,,,,,,,,,,,,,,,,,t u k a,,
429_93_grass,,,,,,,,,,,,,,,,,,,q u r a,,,,,,,,,,,,,,,,,,,,,,,,,q u r a,,,,,,
431_94_flower,,,,,,,,,,,,,,,,,,,,,,,,,w ai t a,,w ai t j a,,,,,,,,,,,,,,,,,,,,,,,
433_113_empty,,,,,,,,,,,h i n eː ʎ a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i n a ʎ a
434_13_lefthandside,ʎ ɔ k e + ɲ e k + m a n,,ʎ o k e,,,,ʎ u k i,ʎ u k i,,dʑ u k i,,,,ʎ u qʼ i,ʎ u qʼ i,ʎ u χ i,,,,,,ʎ u k i,,,,,,dʑ u k i,,,ʎ u qʼ i,ʎ u k i,,ʎ u k i,ʎ u qʼ i,,ʎ u qʼ i,ʎ u x i,,,ʒ o χ e,ʎ u x e + m a k i,ʎ u k i,,ʎ u qʼ i,,ʒ u k i,,,
435_13_lefthandside,,i tʃ o q,,i tʃ u χ,i tʃ u χ,i tʃ o χ,,,i tʃ o q,,i ts u χ,i tʃ u χ,,,,,i tʃ u χ,i tʃ u ʂ,,i tʃ o q,i ts o q,,i tʃ u q,,,i tʃ u ʂ,,,,i tʃ o q,,,,,,,,,i ts o q,i tʃ o q,,,,,,i tʃ o χ,,,i ts o q,i ts u q
437_113_empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w ai ʎ a,,,,,,,,,,w ai ʎ a,
437_115_lightnotheavy,,,,,,,,,,,,,,,,w ai r ai,,,,,,,,,,,,,,,,,,,,,,,,,,w ai r a,,,,,,,,
438_67_night,,,,,,,,,,,ts a k e,,,,,,tʃ a k ai,,,,tʃ a q ai,,,,,,,,,,,,,,,,,,tʃ a q ai,,,,,,,,,,tʃ a k ai,
439_49_mouse,,,,,,,,,,,,,a tʃ u k u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43_109_besick,,,,,,,,,,,,,,,,,,,u s u,,,,,,u s u,,u s u,,,,,,,,,u s u,,,,,,,,u s u,,,,,,
440_117_warmhotsw,,,,,,,,,,,a tʃ a q,,,,,,a k a χ,a k a ʈʂ a q,,,,,,,,a k a ʈʂ a q,,,a k a tʃ a q,,,,,,,,,,,,,,,,,a k a,,,,a tʃ a tʃ a q
442_37_leg,tʃ a n k a,,tʃ a n k a,tʃ a n k a,,tʃ a n k a,tʃ a n g a,tʃ a n g a,,ʈʂ a n g a,tʃ a n k a,ʈʂ a n g a,,,,tʃ a n k a,tʃ a n k a,ʈʂ a n k a,,,tʃ a ɲ k a,tʃ a n g a,ʈʂ a n g a,,,ʈʂ a n k a,,tʃ a n g a,ʈʂ a n k a,,,tʃ a n g a,ʈʂ a ŋ k a,tʃ a n g a,,,,tʃ a n g a,tʃ a ɲ k a,,tʃ u ŋ k a,,tʃ a n g a,,,ʈʂ a ŋ k a,tʃ a n g a,,tʃ a ɲ k a,ʈʂ a n k a
444_37_leg,,,,,,,,,,,,,l i s,,,,,,,,,,,l i ʃ l a + ts a p + ts a p ts,,,,,,,,,,,,,,,,,,,,,,,,,,
449_136_spitto,,,,,,,,t i j u k a + n a,,,,,,,,,,,,,,,,,,,,,,,,t i j u k a + n a,,t i j u k a + n a,,,,,,,,,t i j u k a,,,,,,,
44_107_oldman,,,,,,,,,,,,,,,,,,,a tʃ a + tʃ i,,,,,,a tʃ a + k a,,a tʃ a + k a,,,,,,,,,,,,,,,,,a tʃ i + tʃ i,,,,,,
450_135_lickto,ʎ a tʃ w a + n i,ʎ a q w a,ʎ a q w a,ʎ a χ w a,ʎ a χ w a,ʎ a χ w a,ʎ a g w a + n a,,ʎ a q w a,dʑ a k w a,ʎ a q w a,ʎ a q w a,,ʎ a q w a,ʎ a χ w a,ʎ a k w a + n i,ʎ a q w a,ʎ a ʔ w a,,ʎ a q w a,l a q w a,,ʒ a χ w a,,,ʎ a ʔ w a,,dʑ a k w a,ʎ a q w a,ʎ a q w a,ʎ a q w a,,l a ʁ w a,,ʎ a q w a,,ʎ a χ w a,ʎ a k w a,l a q w a,ʎ a q w a,ʒ a χ w a,ʎ a k w a + n i,,,ʎ a χ w a,l a χ w a,,,l a q w a,l a q w a
451_135_lickto,,,,,,,,,,,,,i s z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452_135_lickto,,,,,,,,,,,,,,,,,,,h a ʎ qʼ a,,,,,,h a ʎ p i,,h a ʎ p a,,,,,,,,,h a ʎ qʼ a,,,,,,,,h a ʎ qʼ a,,,,,,
453_150_pushto,,,,,,,,,,,,k u m s a,,,,,,k u m s a,,,k u m a,,k u m s a,,,k u m s a,,,k u m s a,,,,k u m a,,,,,,k u m a,,,,,,,k u m a,,,k u m a,
456_27_ear,,,n i n r i,,,,,,,,,,,n i n r i,n i n r i,,,,,,,,,,,,,,,,n i n r i,,,,n i n r i,,n i n r i,,,,n i ŋ ɾ i,,,,n i n r i,,,,,
457_39_blood,,,,,,,,r a w ai,,,,,,,,,,,,,,,,,,,,,,,,r a w ai,,,,,,,,,,,,,,,,,,
459_115_lightnotheavy,,,p a n q a,,,,p a n g a + ʎ a,p a n g a + ʎ a,,,,,,,,,,,,,,f a n g a + ʎ a,,,,,,,,,,p a n g a + ʎ a,,p a n g a + ʎ a,,,,,,,,,p a n g a + ʎ a,,,,p a n g i + ʒ a,,,
460_115_lightnotheavy,,,tʃ a ʎ a,,,,,,,,,,,,tʃʰ a ʎ a,,,,,,,,,,,,,,,,tʃʰ a ʎ a,,,,,,,,,,,,,,,,,,,
461_115_lightnotheavy,,,,,,,,,,,,,,,,,,h a k j a,,,,,,,,,,,ʃ a k j a + ʎ a,,,,,,,,,,,,,,,,,,,,,
462_53_egg,,,,,,,,l u l u n,,,,,,,,,,,,,,l u l u n,,,,,,,,,,l u l u n,,l u l u n,,,,,,,,,l u l u n,,,,l u l u n,,,
466_92_leaf,,,,ʎ a χ i,,ʎ a χ e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467_97_black,j a n a,j a n a,j a n a,j a n a,j a n a,j a n a,j a n a,j a n a,j a n a,j a n a,j a n a,j a n a,,j a n a,j a n a,j a n a,j a n a,j a n a,,j a n a,j a ɲ a,j a n a,j a n a,,,j a n a,,j a n a,j a n a,j a n a,j a n a,j a n a,j a n a,j a n a,j a n a,,j a n a,j a n a,j a ɲ a,j a n a,j a n a,j a n a,j a n a,,j a n a,j a n a,j a n a,,j a ɲ a,j a n a
468_97_black,,,,,,,,,,,,,ts o k,,,,,,,,,,,tʃʼ o k i n i,,,,,,,,,,,,,,,,,,,,,,,,,,
469_97_black,,,,,,,,,,,,,,,,,,,tʃʼ aː r a,,,,,,tsʼ i r a r a,,ʈʂʼ i r a r a,,,,,,,,,tʃʼ a r a,,,,,,,,tʃʼ i j a r a,,,,,,
470_29_lip,,,s i r p a,,,,w i ɾ p a,,,,,,,w i r pʰ a,w i r pʼ a,w i r p a,w i r p a,w i ʎ p a,,,w i ɾ p a,,,,,w i ʎ p a,,,,,,,w i ɾ p a,,,,,,w i ɾ p a,,,w i r p a,,,,w i r p a,,,w i ɾ p a,
472_29_lip,,,,,,,,,,,,,,,,,,,i s p i ʎ u,,,,,,,,,,,,,,,,,,,,,,,,,i s p i ʎ u,,,,,,
474_29_lip,,,,,,,,,,,,,,,,s i p r i,,,,,,,,,,,,,,,,,,,,,,,,,s i p ɾ iː,,,,,,,,,
478_96_road,,,,,,,,,,,n aː n i,,,,,,n aː n i,,,,ɲ aː ɲ i,,,,,,,,,,,,,,,,,,ɲ aː ɲ i,,,,,,,,,,ɲ aː ɲ i,n aː n i
47_124_cometo,,,,,,,,,,,,,,,,,,,h u t a,,,,,,u x t a,,u x t a,,,,,,,,,h u tʰ a,,,,,,,,h u t a,,,,,,
481_138_liveto,k au s a + n i,k au s a,k au s a,k au s a,k au s a,k au s a,k au s a + n a,k au s a + n a,k au s a,k au s a,,k au s a,,k au s a,k au s a,k au s a,,k au s a,,k au s a,,k au s a + n a,k au s a,,,k au s a,,k au s a,k au s a,k au s a,k au s a,k au s a + n a,,k au s a + n a,k au s a,,k au s a,k au x s a,,k au s a,k au s a,k au s a + n i,k au s a,,k au s a,,k au s a,,,
483_138_liveto,,,,,,,,,,,,,,,,,,,h a k a,,,,,,h a k a,,h a k a,,,,,,,,,h a k a,,,,,,,,h a k a,,,,,,
487_100_green,,,,,,,,,,,,,,,,,,,tʃʼ u χ ɲ a,,,,,,,,,,,,,,,,,tʃʼ u χ ɲ a,,,,,,,,tʃʼ u χ ɲ a,,,,,,
488_130_hideto,,,,,,,,,,,,,,,,,,,,,,,,,i m kʰ a,,i m kʰ a,,,,,,,,,,,,,,,,,,,,,,,
489_52_louse,u s a,u s a,u s a,u s a,u s a,u s a,u s a,u s a,u s a,u s a,u w a,u s a,,u s a,u s a,u s a,u s a,u s a,,u s a,u x a,u s a,,,,u s a,,u s a,u s a,u s a,u s a,u s a,u w a,u s a,u s a,,u s a,u s a,,u s a,u s a,u s a,u s a,,u s a,u w a,u s a,,u w a,u s a
48_27_ear,r i n r i,ɾ i n ɾ i,r i n r i,ɾ i ŋ ɾ i,l i n r i,ɾ i ŋ ɾ i,ɾ i n ɾ i,r i n r i,l i n l i,r i n r i,r i n r i,r i n r i,,l i n r i,r i n r i,r i n r i,r i n r i,l i n l i,,ɾ i n ɾ i,ɾ i ɲ ɾ i,ɾ i n ɾ i,!r̝/r i n r i,,,l i n l i,,r i n r i,l i n r i,l i n ɾ i,l i n r i,r i n r i,ɾ i ŋ ɾ i,ɾ i n r i,l i n r i,,r i n r i,r i n r i,ɾ i ɲ ɾ i,ɾ i n ɾ i,,r i ŋ r i,r i ŋ r i,,r i n r i,!ʐ/r i ŋ ɾ i,!r̝/r i n !r̝/r i n,,ɾ i ɲ ɾ i,r i n r i
490_52_louse,,,,,,,,,,,,,s a m i,,,,,,,,,,,s aː m i,,,,,,,,,,,,,,,,,,,,,,,,,,
491_52_louse,,,,,,,,,,,,,,,,,,,l a pʼ a,,,,,,n a pʼ a,,n a pʼ a,,,,,,,,,l a pʼ a,,,,,,,,l a pʼ a,,,,,,
494_33_elbow,,,k u k u tʃ u,,,,,,,,,,,,k u k u tʃ u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495_33_elbow,,,,,,,,,,,,k u k u ʈʂ i,,,,,,,,,k u k u tʃ i,,k u k u ʈʂ i,,,,,,,,,,,,,,,,,,,,,,,,,,,k u k u ʈʂ i
496_33_elbow,,,,,,,,,,,k u k u ʃ,,,,,,k u k u ʃ,,,,k u k u ʃ,,,,,,,,,,,,,,,,,,k u k u ʃ,,,,,,,,,,k u k u ʃ,
497_58_manswadultmale,k a r i,q a ɾ i,q a r i,χ a ɾ i,χ a r i,χ a ɾ i,k a ɾ i,k a r i,q a l i,,,,,qʰ a r i,qʰ a r i,χ a r i,,k a ɾ i,,q a ɾ i,,k a ɾ i,,,,,,,q a r i,q a ɾ i,qʰ a r i,k a r i,,k a r i,qʰ a r i,,qʰ a r i,k a r i,,q a ɾ i,q a ɾ i,k a r i,k a r i,,qʰ a r i,,kʰ a r i,,,
497_65_husband,,q a ɾ i,,,,,,,q a l i,,,,,,,,,,,q a ɾ i,,,,,,,,,,q a ɾ i,,,,,,,,,,q a ɾ i,,,k a r i,,qʰ a r i,,,,,
498_58_manswadultmale,,,,,,,,,,,u ʎ ʁ u,u ʎ ʁ u,,,,,u ʎ q u,,,,o ʎ q u,,u ʒ ɢ u,,,u ʎ ʔ u,,,,,,,u l χ o,,,,,,o ʎ q u,,,h u r k o,,,,o l χ u,,,o ʎ q u,u ʎ q u
499_58_manswadultmale,,,,,,,,,,,,,,,,,,,tʃ a tʃ a,,,,,,,,,,,,,,,,,tʃ a tʃ a,,,,,,,,tʃ a tʃ a,,,,,,
4_66_day,,,,,,,,,,,h u n a q,,,,,,h u n a χ,,,,x u ɲ a q,,u n a χ,,,,,,,,,,x u n a χ,,,,,,x u ɲ a q,,,,,,,χ o n a χ,,,x u ɲ a q,u n a q
500_58_manswadultmale,,,,,,,,,,,,,,,,,,,,,,,,s oː ɲ i,,,,,,,,,,,,,,,,,,,,,,,,s uː n eː,,
502_103_highup,h a n a n,,h a n a n,,,,,,,,,,,,,h a n a n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505_104_small,h u tʃ ui,,h u tʃ ui,u tʃ ui,,u tʃ ui,u tʃ i + ʎ a,i tʃ i + ʎ a,,u tʃ ui + ʎ a,,,,h u tʃʼ ui,h u tʃʼ ui,h u tʃ ui,,,,,,u tʃ i + ʎ a,,,,,,,u tʃ ui,,h u tʃʼ ui,i tʃ i + ʎ a,,u tʃ i + ʎ a,h u tʃʼ ui,,h u tʃʼ ui,u tʃ u + ʎ a,,,u t u + l a,u tʃ u,i tʃ i + ʎ a,,h u tʃʼ ui,,u tʃ i + ʒ a,,,
506_57_manswperson,r u n a,ɾ u n a,r u n a,ɾ u n a,r u n a,ɾ u n a,ʃ u g + ɾ u n a,r u n a,,r u n a,r u n a,r u n a,,r u n a,r u n a,r u n a,r u n a,n u n a,,ɾ u n a,ɲ u ɲ a,,r u n a,,,n u n a,,r u n a,r u n a,l u n a,r u n a,r u n a,ɾ u n a,ɾ u n a,!r̝/r u n a,,r u n a,r u n a,r u n a,ɾ u n a,,r u n a,r u n a,,r u n a,n u n a,!r̝/r u n a,,r u n a,r u n a
508_57_manswperson,,,,,,,,,,,,,,,,,,,h a q i,,,,,,h a q i,,h a q i,,,,,,,,,h a q i,,,,,,,,h a q i,,,,,,
50_27_ear,,,,,,,,,,,,,,,,,,,h i n tʃ u,,,,,,h i n tʃ u,,h i n tʃ u,,,,,,,,,h i n tʃ u,,,,,,,,h i n tʃ u,,,,,,
511_104_small,,u tʃ u k,,,,,,,u tʃ u k,,i tʃ i k,,,,,,i tʃ i k,u tʃ u k,,u tʃ u k,,,,,,u tʃ u k,,,,u tʃ u k,,,u tʃ u k,,,,,,,u tʃ u k,,,,,,i tʃ i k + l a,,,,u tʃ u k
512_58_manswadultmale,,,,,,,,,,u dʑ k u,,,,,,,,,,,,,,,,,,u dʑ k u,,,,,,,,,,,,,,,,,,,,,,
513_76_smoke,,h u ʃ t a,,,,,,,h u ʃ t a,,,,,,,,q u ʃ t ai,,,h u ʃ t a,,,,,,,,,,h u ʃ t a,,,,,,,,,,h u ʃ t a,,,,,,χ o ʂ ʈʂ i,,,q o ʃ t ai,
514_111_many,,a tʃ k a,a s k a,a tʃ k a,a tʃ k a,a tʃ k a,a tʃ k a,a ʃ k a,a tʃ k a,,a ts k a,a tʃ k a,,a tʃ kʰ a,a s kʰ a,a tʃ k a,a tʃ k a,a tʃ k a,,a tʃ k a,a tʃ k a,a tʃ k a,a tʃ k a,,,a tʃ k a,,a tʃ k a,a tʃ k a,a tʃ k a,a ʃ kʰ a + s,a ʃ k a,,a tʃ k a,a ʃ kʰ a,,a ʃ kʰ a,a tʃ k a,a tʃ k a,a tʃ k a,a tʃ k a,a tʃ i k a,a ʃ k a,,a ʃ kʰ a,a tʃ k a,a tʃ k a,,a tʃ k a,a ts k a
520_148_sewto,,,,,,,,,h i l a,,h i ɾ a,,,,,,h i ɾ a,h i l a,,,x i ɾ a,,,,,,,,,,,,x i ɾ a,,,,,,x i ɾ a,,,,,,,χ e ɾ a,,,x i ɾ a,i r a
525_85_meatswflesh,ai tʃ a,ai tʃ a,ai tʃ a,ai tʃ a,ai tʃ a,ai tʃ a,ai tʃ a,ai tʃ a,ai tʃ a,ai tʃ a,eː ts a,ai tʃ a,,ai tʃ a,ai tʃ a,ai tʃ a,ai tʃ a,ai tʃ a,,ai tʃ a,ai ts a,ai tʃ a,ai tʃ a,,,ai tʃ a,,ai tʃ a,ai tʃ a,ai tʃ a,ai tʃ a,ai tʃ a,ai s a,ai tʃ a,ai tʃ a,,ai tʃ a,ai tʃ a,ai ts a,ai tʃ a,ai tʃ a,ai tʃ a,ai tʃ a,,ai tʃ a,ai tʃ a,ai tʃ a,,ai ts a,eː ts a
526_149_hitto,,,,,,,,,,,,,,,,,,,l i qʼ i,,,,,,,,,,,,,,,,,l i qʼ i,,,,,,,,l i qʼ i,,,,,,
527_1_one,,,,,,,,,,,,,,,,,,,m a j a,,,,,,m a j a,,m a j a,,,,,,,,,m a j a,,,,,,,,m a j a,,,,,,
530_85_meatswflesh,,,,,,,,,,,,,,,,,,,,,,,,h i l j i,h a n tʃ i,,h a n tʃ i,,,,,,,,,,,,,,,,,,,,,h i l j e,,
536_69_moon,k i ʎ a,k i ʎ a,k i ʎ a,k i ʎ a,k i ʎ a,k i ʎ a,k i ʎ a,k i ʎ a,k i ʎ a,k i dʑ a,k i ʎ a,k i dʑ a,,k i ʎ a,k i ʎ a,χ i ʎ a,k i ʎ a,k i ʎ a,,k i ʎ a,k i ʎ a,k i ʎ a,k i ʒ a,,,k i ʎ a,,k i dʑ a,k i ʎ a,k i ʎ a,k i ʎ a,k i ʎ a,k i l a,k i ʎ a,k i ʎ a,,k i ʎ a,x i ʎ a,k i ʎ a,k i ʎ a,k i ʒ a,k i ʎ a,k i ʎ a,,k i ʎ a,k i l a,k i ʒ a,,k i ʎ a,k i ʎ a
