Cognate_ID	Ahoe	Arem	CuoiTanHop	CuoiThaiHoa	Jahai	Khmu	Kri	KriPhoong	Liha	LihaNVL	Malang	MalengBro	MaliengHT	MaliengQB	May	MuongBi	MuongHB	MuongSL	MuongTH	NguonCL	NguonYT	Pakatan	Phong	Ruc	Sach	ThavungF	ThavungPS	ThavungS	ThoCuoiCham	ThoLangLo	Toum	Vietnamese
563_96_sweet	ŋ ɔː c	ŋ ɒ c	ŋ ɔ t ³¹	ŋ ɔ t ⁵⁴					ŋ ɔː c		ŋ ɔ c				t a ŋ ɔ c ³	n g o cʰ	ŋ ɔː c ⁸/⁵³	ŋ ɔː c ⁸/⁵³	ŋ ɔː c ⁸/⁵³	ŋ ɔː t ⁸/⁵³		ŋ ɔ c ³⁴	ŋ ɔː t	t ə̆ ŋ ɔ́/ɔ c	t ə ŋ ɔː c ⁷/⁵²		ŋ ɔ̰̂ː/ɔː t	ŋ ɔ̰̂ː/ɔː t	ŋ ɔː t ⁸/⁵³	ŋ ɔː t ⁸/⁵³	ŋ ɔː c	ŋ ɔː k ²¹²
564_96_sweet								m b a t ⁴⁴				m ɓ a t																				
567_97_sucklesuckonbreastformilkv		p u ʔ				b u ʔ									ʔ a ɓ u c ³									p ú/u	p u p uː ⁴							ɓ u ⁴⁵
568_97_sucklesuckonbreastformilkv			ʔ u ¹²	ʔ u ³⁵				ʔ u ³³ˀ/³³			ʔ uː ³	ʔ o̻/o ³				ủ/u	ʔ uː ³	ʔ uː ³		ʔ u ³		ʔ ṵ̃ ³⁴³ˀ/³⁴³				ʔ uː ³	ʔ ûː/uː	ʔ ûː/uː	ʔ uː ³	ʔ uː ³		
569_97_sucklesuckonbreastformilkv									n o w														n uː								n o w	
56_9_biglarge																l ở/o n																l əː ŋ ⁴⁵
572_98_swimv			p ɤ j ²²	b ɤ j ³²			u p ɤi̯	ʔ u p ɤ j ³³ˀ/³³	p əː j	p əː j ³³			b ɤi̯ ³⁴	p ɯi̯		p ơ/o i									p ɤi̯						p əː j	ɓ əːi̯ ³³
574_98_swimv															ʔ a ʑ a ¹									a j a								
577_98_swimv											l ɔː j	l ɔː c ³										l ɔ j ³⁴					l ô̤ː/o̤ː j					
57_9_biglarge									n eː	n e ³¹										n ə̆ j ⁴			n eː								n iː	
581_99_tail		t ù/u o̯i̯/oi̯	t ɔ j ⁵⁴	t ɔa j ³³			t ɔi̯ ³⁴	t ɔ j ³²³	t ɔː j	t ɔo j ³¹ t ɔo j ⁴³	t uː j	t oɔ j ³	t u̯/w oi̯ ³²	t u ò/o i̯/i	t ɔ̤i̯ ²	t u ô/o i	t u/w o j ¹	t u/w o j ¹		t u j ¹	ʔ u/w o j ¹		t ɔː j	t u ò/o j	t u/w e j ²	t oː j ¹	t ɨː j	t ɨ̂ː/ɨ: j	t ɔː j ²	δ/ð u/w ə j ²	t oː j	đ/ð u ô/o i
583_99_tail					h a t ĩ ʔ	h n t a ʔ																										
584_100_thick									t a j						k a t ɤ̆i̯ ²	t à/a y	t a j ²	t a j ²	t a j ²	t ă j ²	ʔ ă j ²		k t a j	k u t ɨ é/e j						δ/ð əa j ²	t a j	j ai̯ ²¹
585_100_thick	k a ɓ oː	u ɓ ă u̯/u			t a b ɛ l	h m b ɨ l					k a b uː											k a p u ³				k b uː	k a b ûː/uː	k a b ûː/uː				
586_100_thick								s a k ɯ̆ n ³²³				c i k ɨ n ³																				
587_101_thigh			t u j ⁵⁴	d u j ³³																												ɗ ui̯ ²¹
588_101_thigh		u l ă u̯/u			b l ɨ ʔ	b l u ʔ									p a l u ¹	l u	b l uː ¹							p ŭ l u	p ə l uː ¹	m a l uː ²	m a l ûː/uː	b a l ûː/uː				
589_101_thigh																				ʈ a j ³ p e n ³	ʔ l a j ³ b e n ³											
58_9_biglarge															m ɤ̤̆ m ²									mᵊ à/a m								
590_101_thigh									p a p aː														k p aː						p aː ⁵		k p aː	
591_101_thigh								t a p e l ²³			t a p ɛː l	t a p e̻ː/eː H/h	t ə p eː l ¹	t ə p eː l ¹								t a p ɛ l ³²⁴										
593_102_thisproximaldemonstrative			n i ²²	n i ³³		n i ʔ	n i ⁴	n i ³³	n əi	n əi ³³			a n i ⁴	a n i	ʔ i n i ¹	n ì/i				n ă j ¹		t a n i ³	n iː	n i	n i				n aː ³	n aː ³	n ei	n ai̯ ²¹
595_102_thisproximaldemonstrative																										ʔ a l iː ¹	l îː/iː	ʔ a l îː/iː				
598_103_tiebindv																t l ỏ/o i	k l ɔː j ³	k l ɔː j ³		ʈ ɔ j ³	ʔ l ɔ j ³											t r ó/o i
599_103_tiebindv		n̩ ɗʑ/dʑ ʌ̆ t	s ă t ³¹	tʰ ă t ³⁵																												
5_1_1si	k a n																									k a n ³	k â/a n	k â/a n				
600_103_tiebindv									p ɨa k														p i/j a k			p oː k ¹	p ɔ̤̂ː/ɔ̤ː k	p ɔ̀ː/ɔː k			p i/j a k	
601_103_tiebindv								z ɤ̆ k ²³				j ʌ k ³			ʄ ă k ³									ʔ j ă k								
608_104_tongue	l a jʰ	l ì/i e̯/e h	l ɑ l ³¹	l a n ³¹ ʔ			l ai̯ ³	l a j ³³	l aː c	l aː c ³¹	l aː lʰ	l aː j H/h	n l ə aɯ̯ ⁴	l əá/əa l	l a̤ ɽ ⁴	l ạ/a i	l aː j ⁶/⁵¹	l aː j ⁴⁶/⁴⁵	l aː j ⁴⁶/⁴⁵			l a l ³	l aː t	l ᵊ/ə + a r l	l ə̀a/əa lʰ ²	l a jh/dʒʰ ¹	l á/a ç	l á/a s	l ɐː l ⁶/⁵¹	l aː n ⁵⁶/⁵⁵	l aː c	l ɨːi̯ ²¹⁴
609_104_tongue					l n t e k	h n t aː k																										
60_9_biglarge																										ʔ i h	ʔ í/i h	ʔ í/i h				
611_105_tooth	k a s ᵊ/ə + a ŋ	a tʰ ă ŋ		s ă ŋ ³²		ʰr aː ŋ	k a s ă ŋ ³⁴ˀ/³⁴	k a s ă ŋ ³²³			k a s a ŋ	k a s a ŋ ³	k a ɕ ă ŋ ⁴	k a ʃ ǎ/a ŋ	k a ɕ ă ŋ ¹	tʰ ă n g		s a ŋ ¹	s a ŋ ¹	t ă ŋ ¹		k a s ă ŋ ³		k à/a s ă ŋ	k ə s a ŋ ¹	k s a ŋ ¹	k a s â/a ŋ	k a s â/a ŋ				r ǎ/a n g
612_105_tooth			n ɛ ŋ ²²							n ɛ ɲ ³³																						
615_106_tree			k ɤ̆ l ²²	ɣ ɤ̆ n ³³			k ɯ l ⁵	k ɯ̆ l ²³	k ɔ n	k ə n ⁴³	k i l		k ɤi̯ ³²	k ɤ̀i̯/ɤi̯	k ɤ̤̆i̯/ɤ̤i̯ ²	c â/a l	k aə ¹	k ə l ¹	k ə n ¹	k ə n ¹		k i l ³	k a w	k ᵊ/ə + ʌ j	k ə j ¹				k ʌ l ²		k ʌ l	c â/a y
616_106_tree		tɕ i r ʌ̀̆/ʌ ŋ										c i r ɜ ŋ ³																				
617_106_tree																										tʰ a ŋ ²	l a m tʰ ʌ̤̀ ŋ	l â/a m tʰ ʌ̀/ʌ ŋ				
618_106_tree	s i l ᵊ/ə + ʌ ŋ				ɟh/ɟʰ ũ ʔ																											
61_9_biglarge					b ə w		k i ³⁴ˀ/³⁴	k i ³³ ʔ			k eː	k e ³	k i̤ ³⁴	k é/e								k ḛ ³⁴³ˀ/³⁴³										
621_107_two	h aːʳ/aː l	h ɛa̯ l	h ɑ l ²²	h a n ³²			h a l ³	h a l ²³	h aː n	h aː n ³³	h aː l	h a rː	h a l ⁴	h a l	h a l ¹	h a l	h aːə ¹	h aː l ¹	h aː n ¹	h a n ¹	h a n ¹	h a l ³⁴	h aː l	h a l	h aː l ¹	h aː l ¹	h âː/a: n	h âː/a: n	h aː l ¹	h aː n ¹	h aː l	h aːi̯ ³³
625_108_walkgobyfootv		t ìː/iː	t i ⁵⁴	t i ³³					t əi	t ə j ⁴³					t i ²	t i	t iː ¹	t iː ¹	d iː ¹	t i ¹	ʔ i ¹		t iː	t i	t iː ²	t iː ¹			t iː ²	t iː ²	t ei	ɗ i ³³
626_108_walkgobyfootv																											ʔ a ɲ ʌ̤̀ ŋ	ʔ a ɲ aː ŋ				
627_108_walkgobyfootv							ʔ ɤi c ³⁴	ʔ ɤ c ²³			ʔ ɔː c	ʔ əː c	ʔ ɤi c ³⁴	ái/ai c								ʔ ɤ c ³⁴										
631_109_warm			ʔ ɤ̆ m ¹²	ʔ ɤ̆ m ³⁵		h ʔ ɨ m	t a ʔ ɯ m ³ˀ/³			ʔ o m ⁴³⁴						ẩ/a m	ʔ ə m ³	ʔ ə m ³		ə̆ m ¹ ə̆ m ³	ə̆ m ³	t a ʔ ɯ̆ m ³⁴³ˀ/³⁴³			k ə ʔ á/a m				ʔ ʌ m ³	ʔ ʌ m ³		ʔ ə m ⁴⁵
632_109_warm																							tʰ əː l	t ɨ́/ɨ l							tʰ əː l	
634_109_warm	t i ŋ	t i ɲ											t e ɲ ⁴	t i ɲ	t ĭ ŋ ¹											p t i ŋ ¹	p a t î/i ŋ					
638_110_water	ɗ aː k	ɗ ɛa̯ k	d ɑ k ¹²	d ɑ k ³⁵			d a k ³	d a k ⁴⁴	d aː k	d aː k ²⁴	d aː k	d aː k ³	d a k ³⁴	d á/a k	ɗ a k ³	đ/ð á/a c	r aː k ⁷/⁵²	d aː k ⁷/⁵²	r aː k ⁷/⁵²	d j a k ⁷/⁵²	d j a k ⁷/⁵²	d a k ⁴	d aː k	d á/a k	d aː k ⁷/⁵²	d aː k ¹	d â̰ː/aː k	d â̰ː/aː k	d aː k ⁷/⁵²	d aː k ⁷/⁵²	d aː k	n ɨː k ⁴⁵
642_111_weepcryv		a ʑ ì/i e̯/e mʼ/mˀ	ɲ æ̃ m ³¹	ɲ ɑ m ⁵⁴	ɟ i m	j aː m		z ɤa m ³³ˀ/³³	j aː m		a j ɒː m ³	j ɨa m H/h			ʑ ă̤/a m ⁴	nh/nʰ ạ/a m	ɲ aː m ⁴	ɲ aː m ⁴	ɲ aː m ⁴	ɲ a m ⁴		z ɤ̰ m ³⁴³ˀ/³⁴³	ɲ aː m	j ạ/a m	j ə à/a m ⁴	ʔ a h iː m ³	ʔ a h îː/iː m	ʔ a h îː/iː m	ɲ ɐː m ⁴	ɲ ɐː m ⁴	j aː m	
643_112_whatinterrogative																									k ɛ́/ɛ							j i ²¹
644_112_whatinterrogative			c i ²²				c i ³⁴	n e w ²³ t i ²³	c iː	c i ³³			n c i ³²	k ɛ ʔ ɯ n c i		cʰ i				s i ¹	c i ¹										c iː	
646_112_whatinterrogative		a m ɯ̆ h				ʰm ə h									c a m ɤ ³							m ʌ		c ă m ə́/ə								
647_112_whatinterrogative																										ʔ a h əː ³	ʔ a h ʌ̂ː/ʌː	ʔ a h ʌ̂ː/ʌː				
649_113_white				t ă ŋ ³⁵																ʈ ă ŋ ³	l ă ŋ ³											t r á/a n g
64_10_bird	ʔ a c ɪː m ʔ	i tɕ iː m	c i m ²²	c i m ³²		s iː m			c iː m	c i m ³³					ʔ a c i m ¹	cʰ i m	c iː m ¹	c iː m ¹	c iː m ¹	s ɨ m ¹	c ɨ m ¹		c iː m	ĭ c i m	c iː m ¹	c iː m ¹			c iː m ¹	c iː m ¹	c iː m	c i m ³³
650_113_white	l ɑː k					k l ɔː k	l ɔ k ³	l ɔ k ⁴⁴	p l ɔː k		k ə l ɔ k p ə l o k	l ɔ̻ː/ɔː k				l o c	l ɔː k ⁸/⁵³	l ɔː k ⁸/⁵³					p l ɔː k			l ɔː k ³	l ɔ̰̂ː/ɔː k	l ɔ̰̂ː/ɔː k			p l ɔ k	
651_113_white			p ɒ k ³¹							p aː k ³¹																			p ɐː k ⁸/⁵³			
652_113_white													t ə k a l ⁴	t ɯ k a l	t a k a l ¹							l ɒ k ³⁴		t ə̆ k a l	c a k a l							
656_114_whointerrogative			ʔ e ²²	ʔ e ³²					ʔ aɛ	ʔ aɛ ³³					ʔ a ʔ ai̯ ¹	ay/ai	ʔ aː j ¹	ʔ aː j ¹		a j ¹	a j ¹		ʔ eː	ʔ a j	ʔ ǎ/a j				ʔ eː ¹	ʔ eː ¹	ʔ ae	ʔ aːi̯ ³³
658_114_whointerrogative							n e ³⁴																			n oː ¹	n ɨ̂ː/ɨ:	n ɨ̂ː/ɨ:				
659_114_whointerrogative											ə v ɛː		l ɔ ŋ ⁴ o β e ⁴	u v e								ʔ a v ɛ ³										
65_10_bird																											ʔ a c ɔ̂ː/ɔː j	ʔ a c ɔ̂ː/ɔː j				
662_115_wide		r ò/o ŋʼ/ŋˀ		l ɔ ŋ ³¹					ɣ oː ŋ							r ộ/o n g	ʐ oː ŋ ⁴	tʰ oː ŋ ⁴⁶/⁴⁵						ʒ u ọ/o ŋ					r oː ŋ ⁴	ʐ ɔː ŋ ¹	ʰl oː ŋ	r ɔ ŋm ²¹²
663_115_wide								kʷ a ŋ ³³ˀ/³³			kʷ aː ŋ	kʷ áː/aː ŋ ³															k ṵ̂/ṵ a ŋ	k ṵ̂/ṵ a ŋ				
666_116_windair	k a j ɑː ʔ	k a ʑ ɒ ʔ	s ɒ ¹²	z ɔɑ ³⁵				k a z ɔ ³³ˀ/³³	j ɔː		k ə j ɔː	k u j ɔː ³			k u ʑ ɔ ³	x ỏ/o	s ɔː ³	s ɔː ³	s ɔː ³	s ɔ ³		k a ³ z ɔ ³⁴³ˀ/³⁴³	k ă j ɔː	k ă j ɔ̉/ɔ	k ə j ɔː ³	k j uː ¹	k a j ṵ̂ː/uː	k a j ṵ̂ː/uː	s ɒː ³	j u/w a ³	j ɔː	j ɔː ⁴⁵
66_10_bird							ʔ o ³⁴ˀ/³⁴	ʔ o ³³ ʔ			ʔ ɔː ³	ʔ o ³	ʔ o ³⁴	ʔ ó/o								ʔ ɔ̰ ³⁴³ˀ/³⁴³										
69_11_bitev																c ả/a nh/nʰ	k a ɲ ³	k a ɲ ³		k ă n ³	k ă ɲ ³	k ĭ ɳ ³⁴³ˀ/³⁴³										c á/a n
70_11_bitev		k ă mʼ/mˀ	k ɑ̆ m ³¹	k ă m ⁵⁴											k ɤ̤̆ m ⁴									k ᵊ/ə + ʌ̣/ʌ m	k ɐ̀/ɐ m ⁴				k a m ⁴	k a m ⁴		
71_11_bitev							k a t ³	k a t ⁴⁴	k aː t	k aː t ³⁴	k aː t	c i k ə t	k a t ³⁴	k á/a t									k aː t				k â̰ː/aː t	k â̰ː/aː t			k aː t	
75_12_bitter			t ɑ̆ ŋ ¹²	t ă ŋ ³⁵		c a ŋ		t ă ŋ ³³ˀ/³³	t a ŋ		t a ŋ ³	t á/a ŋ ³	t a ŋ ʔ	t a ŋ ³	t ă ŋ ³	t ẳ/a n g	t a ŋ ³	t a ŋ ³	t a ŋ ³	t ă ŋ ³	ʔ ă ŋ ³	t ă̰ ŋ ³⁴³ˀ/³⁴³	t a ŋ	ə t ǎ͗/a ŋ	t a ŋ ³	t a ŋ ⁴	t â̰/a ŋ	t â̰/a ŋ	t a ŋ ³	t a ŋ ³	t a ŋ	ɗ a ŋ ⁴⁵
79_13_black				d ɛ n ³²						d ɛ n ³³			t ɛ n ⁴	t ɛ n	t ɛ n ¹					t ɛ n ¹	ʔ ɛ n ¹			t ɛ n t ɛ n	t ɛ n							ɗ ɛː ŋ ³³
80_13_black			z ɤ̆ m ²²													d ầ/a m	j ə m ¹	j ə m ¹	j ə m ¹													
83_13_black	ɲ ɨ m						ɲ ɯ m ³⁴	ɲ ɯ̆ m ²³			ɲ ɨ m ʔ	ɲ ɨ m ³										ɳ ɯ̆ m ³⁴				ɲ u m ²	ɲ û/u m	ɲ û/u m				
87_14_blood			m ɑ̆ w ¹²	m ăw/au ³⁵												m ả/a u	m a w ³	m a w ³	m a w ³	m a w ³						t a m uː ¹	t a m ṵ̂ː/uː	t a m ṵ̂ː/uː				m au̯ ⁴⁵
89_14_blood	p a s aː m ʔ	a tʰ ɛa̯ mʼ/mˀ					a s a m ³⁴ˀ/³⁴	a s a m ³³ˀ/³³		s aː m ³⁴	a s aː m	a s ə m ³	a s a m ³⁴	a ʃ á/a m	ʔ a ɕ a m ³								s aː m	ă/a s ả/a m	a s aː m ³						s aː m	
90_14_blood					bʱ ɨ̃ m	m aː m																										
91_15_blowwithmouthv			tʰ u l ³³ ʔ	tʰ ɑ n ³¹ ʔ				t u l ³³ ʔ	t uː c		t uː l ³	u t oː l ³			tʰ u l ¹	h ủ/u l	tʰ oː j ⁵	h oː l ⁵		t o n ⁵	t u n ⁵		t uː t	tʰ uː l	tʰ uː lʰ ¹	tʰ uː l ¹		tʰ ṵ̂ː/uː n	tʰ uː l ⁵	tʰ uː n ⁵⁶/⁵⁵	t uː c	tʰ oːi̯ ²¹⁴
93_15_blowwithmouthv					pʰ o s																						p û/u t					
96_16_bone	k a ʝ ɪːᵊ/ɪːə ŋ	ɕ ie̯ ŋ	s ɯɤ ŋ ²²	s ɯɤ ŋ ³²	ɟ ʔ e ŋ	c ʔ aː ŋ	c əa ŋ ⁵	c ɤ ŋ ²³		s ɨə ŋ ³³	s ɒ ŋ	c əa ŋ ˩/¹	s a ɲ ⁴³	ʃ à/a ŋ	ɕ a ŋ ²	x i ê/e n g	s ɨa ŋ ¹	s ɨa ŋ ¹	s ɨa ŋ ¹	s ɨə ŋ ¹	s ɨə ŋ ¹	s ɤ ŋ ³		s à/a ŋ	s aː ŋ ²				s ɨə ŋ ¹	s ɨa ŋ ¹		s ɨː ŋ ³³
97_16_bone																										t k oː k ²	t a k ôː/o: k	t a k ôː/o: k				
99_17_breastudder	p ᵊʰ/ə̤ n uː ʔ					b u ʔ	p a n u ³⁴ˀ/³⁴	p a n u ³³ ʔ	n o w	n ou ⁴³⁴	p a n uː ³	p r n uː ˩/¹	p ɯ n ṳ ³⁴	p u		p ủ/u	p uː ³	p uː ³				p a n ṵ ³⁴³ˀ/³⁴³	n uː			p a n uː					n o w	v u ⁴⁵
