Cognate_ID,Beijing,Changsha,Chengdu,Fuzhou,Guangzhou,Guilin,Haerbin,Jinan,Jixi,Loudi,Meixian,Nanchang,Nanjing,Rongcheng,Suzhou,Taiyuan,Wenzhou,XiAn,Xiamen
181_in,ts ai ⁵¹,ts ai ¹¹,ts ai ²¹³,t w o ʔ ⁵,ts ɔi ²²,ts ai ²³,ts ai ⁵³,ts ɛ ³¹,tsʰ a ³⁵,tsʰ e ¹¹,h oi ⁵³,tsʰ ai ²¹,ts ɛ ⁴⁴,ts ai ³³⁴,l ə ʔ ²³,ts ai ⁴⁵,z ɿ ²⁴²,ts ɛ ⁴⁴,t i ²²
182_dirty,ts ɑ ŋ ⁵⁵,ts a n ³³,ts a ŋ ⁴⁵,l a ⁵⁵ + tsʰ a ⁵⁵,u ⁵⁵ + ts ou ⁵³,l a̠ ⁵⁵ + tʰ a̠ ²¹,ts a ŋ ⁴⁴,ts ɑ ŋ ²¹⁴,v o ʔ ³² + l o ³¹,pʰ a ³⁵ + l a ¹¹,m e ⁵³,ts ɔ ŋ ⁴²,ts ɑ̃ ³¹,ts a ŋ ⁵²,o ʔ ⁴ + tsʰ o ʔ ⁴,ts ɒ̃ ²¹,ə ⁴⁴ + ts ə ⁴⁴,ts ɑ ŋ ²¹,l au ²⁴ + s j ɔ ŋ ²⁴
183_how,ts ə n ²¹³ + m ə ⁰,ts ə n ⁴¹ + m o ²⁴,l a ŋ ⁴⁵ + k o ²¹³,ts w o ŋ ⁵⁵ + ŋ ɥ o ŋ ²⁴²,t i m ³⁵ + j œ ŋ ³⁵,y ²² + x w o ²²,ts ə n ²¹³ + m ɤ ⁰,ts ẽ ⁴⁵ + m ə ⁰,tsʰ a ²¹³ + tɕʰ j e ³⁵,m ɔ ¹³ + k ɔ ⁰,ŋ j o ŋ ⁵³ + p a n ³³,ts ə n ⁴⁵ + j ɔ ŋ ⁴²,ts ə n ¹¹ + j ɑ̃ ⁴⁴,ts ə n ²¹³ + m ə ⁰,n ə ʔ ²³ + h ã ⁴⁴,ts a ʔ ² + t i ⁴⁵,ts ɿ ²⁴² + n a ²⁴,ts ɑ ⁵³ + j ɑ ŋ ⁴⁴,ts ãi ⁵³ + j ũ ²²
184_narrow,ʈʂ ai ²¹³,ts ə ²⁴,ts e ²¹,ts a ʔ ²⁴,ts a k ³,ts a̠ ⁵⁵,ts ai ²¹³,ʈʂ ei ²¹⁴,x a ʔ ³² + ts a ʔ ³²,x a ³⁵,h a p ⁵,h a ⁴²,ts e ʔ ⁵,ʈʂ ɛ ²¹⁴,ɦ a ʔ ²³,ts ai ⁵³,ɦ a ²¹,ts ei ²¹,w e ʔ ⁵
185_stand,ʈʂ a n ⁵¹,ts a n ⁵⁵,ts a n ²¹³,kʰ j e ²⁴²,ts a m ²²,ts ã ²¹,ʈʂ a n ⁵³,ʈʂ æ̃ ³¹,kʰ a ²¹³,ts ã ³⁵,kʰ i ³³,ts a n ⁴⁵,ts ɑ̃ ⁴⁴,l i ²¹⁴ + ʈʂ ə ⁰,l j ə ʔ ²³,ts æ̃ ⁴⁵,g e ²⁴,ts æ̃ ⁴⁴,kʰ j a ²²
186_husband,ai ⁵¹ + ʐ ə n ³⁵,ts a n ¹¹ + f u,n a n ²¹ + ɲ i ⁵⁵,l a ²⁴² + u ŋ ⁵⁵,l ou ²³ + k o ŋ ⁵³,l ɑu ²³ + k ɤ n ⁴²,ʈʂ a ŋ ⁵³ + f u ⁰,ʈʂ ɑ ŋ ³¹ + f u ⁰,n ɤ ²¹³ + k w ɔ ⁵⁵,n ã ¹³ + n i n ¹³,l au ³¹ + k u ŋ ³³,l au ²¹³ + k u ŋ ⁰,ts ɑ̃ ⁴⁴ + f u ⁰,x ɐ n ³³⁴ + ts i ⁰,n ø ¹³ + ɲ i n ¹³,ts ɒ̃ ⁴⁵ + f u ⁰,l ə ²⁴ + k o ŋ ⁴⁴,w ɑ ⁴⁴ + tʰ ɑ ²¹ + p ɑ ⁴⁴,t a ²² + p ɔ ⁵⁵ + l a ŋ ²⁴
187_this,ʈʂ ɤ ⁵¹,k o ²⁴,ts e ²¹³,ts i ³²,l i ⁵⁵,i ²⁵ + k w o ⁵⁵,ʈʂ ɤ ⁵³,ʈʂ ɤ ³¹,n n̩ ²¹³,ts ɿ ³⁵,e ³¹,k o ²¹³,ʈʂ e ⁴⁴,tʃ ɛ ³³⁴,k e̞ ⁴⁴,ts ai ⁵³,k i ⁴¹ + k ai ⁴¹,ʈʂ ɤ ⁵³,ts i t ³²
188_here,ʈʂ ɤ ⁵¹ + l i ²¹³,k o ²⁴ + l i ⁰,ts ə ²¹³,ts i ³² + l j e ³²,l i ⁵³ + t ou ³³,i ²⁵ + k w o ⁵⁵ + t i ²¹ + f ɑ ŋ ²²,ʈʂ ɤ ⁵³ + l i ⁰,ʈʂ ɤ ³¹ + l i ⁰,n n̩ ²¹³ + t a ʔ ³²,ts ɿ ³⁵ + t a ³⁵ + l i ⁰ + ɣ ɔ ¹,e ³¹ + j e ⁰,k o ²¹³ + l i ⁰,ʈʂ e ⁴⁴ + kʰ w ɛ ⁴⁴,tʃ ɛ ³³⁴ + l i ²¹⁴,k e̞ ⁴⁴ + t a ʔ ⁰,ts ə ʔ ² + l i ⁵³,k i ⁴¹ + l ei ⁴⁴,ʈʂ ɤ ⁵³,ts i t ³² + t e ²¹
189_know,ʈʂ ʅ ⁵⁵ + t ɑu ⁵¹,ts ɿ ³³ + t au ⁵⁵,t o ŋ ⁵³ + n o ²¹,p ɛi ʔ ²⁴ + t w o ŋ ⁵³,ts i ³³ + t ou ²²,ɕ j ɑu ²³ + t j a̠ ⁵⁵,ʈʂ ʅ ⁴⁴ + t au ⁵³,ʈʂ ʅ ²¹⁴ + t ɔ ³¹,ɕ j e ²¹³ + t j e ⁴⁴,ɕ j ɤ ²¹ + t e ¹³,t i ³³ + t e t ¹,ɕ j ɛu ²¹³ + t ɛ t ⁰,ʈʂ ʅ ³¹ + t ɔ ⁴⁴,tʃ i ⁵² + t au ³³⁴,ɕ j æ ⁵² + t ə ʔ ⁰,ts ɿ ²¹ + t au ⁴⁵,ɕ j a ²⁴² + t e ⁰,ʈʂ ʅ ²¹ + t ɑu ⁰,ts ai ⁵⁵ + j ã ⁵³
18_stab,tsʰ ɿ ⁵¹,tsʰ ɿ ⁵⁵,tɕ y ⁴⁵,tsʰ j e ²¹²,tsʰ i ³³,tsʰ ɿ ²⁵,tsʰ ɿ ⁵³,tsʰ ɿ ²¹,tsʰ o ʔ ³²,ts ɿ ³⁵,tsʰ ɿ ⁵³,tsʰ ɿ ²¹³,tsʰ o ʔ ⁵,n ɐ n ²¹⁴,tsʰ ɿ ⁴¹²,tsʰ ɿ ⁴⁵,t a ŋ ⁵¹,tsʰ ɿ ⁴⁴,tsʰ i ²¹
190_grease,ʈʂ ʅ ²¹³ + f ɑ ŋ ³⁵,ts ɿ ³³ + f a n ¹³,j əu ²¹,j eu ⁵³ + ʒ j e ⁵⁵,k ou ⁵³,p ã ²³ + j ou ²²,ʈʂ ʅ ²¹³ + f a ŋ ²⁴,ʈʂ ʅ ²¹⁴ + f ɑ ŋ ⁴⁵,j ɵ ⁴⁴,ɣ w i ¹³ + n io ³⁵ + ts ɿ ⁰,j u ¹¹,ts ɿ ²¹³ + f a ŋ ²¹,j əɯ ¹³,ʈʂ ʅ ²¹⁴ + f a ŋ ³⁵,ts ɑ̃ ⁴¹² + ɲ j o ʔ ²³,ts ɿ ⁵³ + f ɒ̃ ⁰,ts ɿ ⁴⁴ + h w ɔ ⁴⁴,ts ɿ ²¹ + f ɑ ŋ ²⁴,
191_straight,ʈʂ ʅ ³⁵,ts ɿ ²⁴,ts ɿ ²¹,t i ʔ ⁵,ts e k ²,ts ɿ ²²,ʈʂ ʅ ²⁴,ʈʂ ʅ ⁵³,tɕʰ j e ʔ ³²,tɕʰ i ³⁵,tsʰ ə t ⁵,tsʰ ɨ t ²¹,ʈʂ ʅ ʔ ⁵,tʃ i ³⁵,z ɛ ʔ ²³,ts ɛ ʔ ²,dz ei ²¹,ʈʂ ʅ ²⁴,t i t ⁵
192_swell,ts u ŋ ²¹³,ts ə n ⁴¹,ts o ŋ ⁵³,ts ɤ n ³²,ts o ŋ ³⁵,ts w ɤ ŋ ²³,ts u ŋ ²¹³,ʈʂ u ŋ ⁴⁵,ts ɑ̃ ²¹³,t ɤ n ⁴²,k w a ³³ + ts u ŋ ³¹,ts u ŋ ²¹³,ts o ŋ ¹¹,ʈʂ o ŋ ²¹⁴,h ɛ ⁴⁴,ts u ŋ ⁵³,tɕ ɥ o ²⁴²,pf ə ŋ ⁵³,ts i ŋ ⁵³
193_seed,ʈʂ u ŋ ²¹³ + ts ə ⁰,ts ə n ⁴¹ + ts ɿ ⁰,ts o ŋ ⁵³ + ts ɿ ⁵³,ts i ³² + ts i ³²,ts o ŋ ³⁵ + ts i ³⁵,ts w ɤ ŋ ²³ + ts e ²³,ts u ŋ ²¹³ + ts ɿ ⁰,ʈʂ u ŋ ⁴⁵ + ts ɿ ⁰,ts ɑ̃ ²¹³ + ts ɿ ²¹³,t ɤ n ⁴² + ts ɿ ⁰,ts u ŋ ³¹ + ŋ e ⁰,ts u ŋ ²¹³ + ts ɿ ⁰,ts o ŋ ¹¹ + s ɿ ⁰,ʈʂ o ŋ ²¹⁴ + ts ɿ ⁰,ts o ŋ ⁵²,ts u ŋ ⁵³ + ts ə ʔ ⁰,tɕ ɥ ɔ ²⁴,pf ə ŋ ⁵³ + ts ɿ ⁰,ts i ŋ ⁵³
194_heavy,ʈʂ u ŋ ⁵¹,ts ə n ¹¹,ts o ŋ ²¹³,t ɔy ŋ ²⁴²,ts o ŋ ²²,ts w ɤ ŋ ²³,ts u ŋ ⁵³,ʈʂ u ŋ ³¹,tsʰ ɑ̃ ²¹³,d ɤ n ¹¹,tsʰ u ŋ ⁵³,tsʰ u ŋ ²¹,ts o ŋ ⁴⁴,ʈʂ o ŋ ³³⁴,z o ŋ ²³¹,ts u ŋ ⁴⁵,dʑ ɥ ɔ ²⁴,pf ə ŋ ⁴⁴,t a ŋ ²²
195_scratch,ʈʂ w a̠ ⁵⁵,tɕ ɥ a ³³,p a ⁴⁵,m a ⁵⁵,ts a ⁵³,ts w o ⁵⁵,ʈʂ w a ⁴⁴,ʈʂ w a ²¹⁴,ts o ⁵⁵,ts ɔ ⁴⁴,ts a ³³,ts w a ⁴²,ts w ɑ ³¹,ʈʂ w a ²¹⁴,ts o ʔ ⁴,ts w a ²¹,tɕ ɥ o ⁴¹,pf ɑ ²¹,l j a ʔ ⁵
196_claw,ʈʂ w a̠ ²¹³,ts au ⁴¹,ts w a ⁵³ + ts w a ²¹,kʰ a ⁵⁵ + ts au ³²,ts au ³⁵,ts ɑu ²³ + ts e ²³,ʈʂ w a ²¹³ + ts ɿ ⁰,ʈʂ w a ⁴⁵ + ts ɿ ⁰,ts ɤ ²¹³ + ts ɿ ⁰,ts ɤ ⁴² + ts ɿ ⁰,ts au ³¹,ts w a ²¹³ + ts ɿ ⁰,ts w ɑ ¹¹ + ts ɿ ⁰,ʈʂ w a ²¹⁴ + ts ɿ ⁰,tɕ j ɑ ʔ ⁴ + ts æ ⁵²,ts w a ⁵³,tɕ j a ⁴¹ + ts w ɔ ²⁴²,pf ɑ ⁵³ + ts ɿ ⁰,g ɔ ²² + n j ãu ⁵³ + l i ŋ ²⁴
197_turn,ʈʂ w a n ²¹³,tɕ w ẽ ⁵⁵,ts w a n ²¹³,p ɛ ³² + l ɛ ³²,ts y n ³³,ts w ã ²³,ʈʂ w a n ²¹³,ʈʂ w æ̃ ⁴⁵,tɕ ɥ ẽ ²¹³,tɕ ɥ ĩ ³⁵,ts o n ³¹,ts o n ²¹³,ts w ɑ̃ ¹¹,ʈʂ w ɐ n ²¹⁴,ts ø ⁴¹²,ts w æ̃ ⁴⁵,tɕ y ²⁴,pf æ̃ ⁵³,ts w a n ⁵³
198_walk,ts ou ²¹³,ts əu ⁴¹,ts əu ⁵³,k j a ŋ ⁵³,ts ɐu ³⁵,x ei ²²,ts ou ²¹³,ts ou ⁴⁵,x ẽ ⁴⁴,tɕ io ⁴²,h i n ¹¹,ts ɛu ²¹³,ts əɯ ¹¹,ts ou ²¹⁴,b æ ¹³,ts əu ⁵³,ts au ²⁴,ts ou ⁵³,k j ã ²⁴
199_mouth,ts w ei ²¹³,ts ei ⁴¹,ts w ei ⁵³ + p a ⁵⁵,tsʰ w oi ²¹²,ts øy ³⁵,ts w ei ²³,ts w ei ²¹³,ts w ei ⁴⁵,tɕ y ²¹³,tɕ y ⁴²,ts oi ⁵³,ts w i ²¹³,ts w ei ¹¹,ts ei ²¹⁴,ts ʯ ⁵²,ts w ei ⁵³,ts ɿ ²⁴,ts w ei ⁵³,tsʰ w i ²¹
19_hit,t a̠ ²¹⁴,t a ⁴¹,t a ⁵³,pʰ a ʔ ²⁴,t a ³⁵,t a̠ ²³,t a ²¹³,t a ⁴⁵,t ɔ ²¹³,t a ⁴²,t a ³¹,t a ²¹³,t ɑ ¹¹,t a ²¹⁴,t ã ⁵²,t a ⁵³,t j ɛ ²⁴,t ɑ ⁵³,pʰ a ʔ ³²
1_white,p ɛ ³⁵,p ə ²⁴,p e ²¹,p a ʔ ⁵,p a k ²,p j a̠ ²²,p ai ²⁴,p ei ⁵³,pʰ a ʔ ³²,pʰ ɔ ³⁵,pʰ a k ⁵,pʰ a ʔ ⁵,p ə ʔ ⁵,p ɛ ³³⁴,b ɑ ʔ ²³,p ai ²¹,b a ²¹,p ei ²⁴,p e ʔ ⁵
200_leftside,ts w o ²¹³ + p j ɛ n ⁵⁵,ts o ⁴¹ + p j ẽ ³³,ts o ⁵³ + s əu ⁵³,s j eu ³² + β ɛi ŋ ⁵⁵,ts ɔ ³⁵ + p i n ⁵³,ts u ²³ + p j ã ⁴²,ts w o ²¹³ + p j a n ⁴⁴,ts w ɤ ³¹ + p j æ̃ ⁰,ts ɵ ²¹³ + p ẽ ⁵⁵,ts o ³⁵ + ɕ io ⁴² + p j æ ⁴⁴,ts o ³¹ + p j e n ³³ + n e ⁰,ts o ²¹³ + p j ɛ n ⁴²,ts o ¹¹ + p j e n ³¹,ts w ɔ ²¹⁴ + p j ə ⁵²,ts əu ⁴⁴ + m j ɪ ²³¹,ts w ɤ ⁵³ + m j e ²¹,ts ɤu ²⁴² + p i ⁴⁴,ts w o ⁵³ + p j æ̃ ²¹,t o ⁵³ + p i ŋ ²⁴
201_sit,ts w o ⁵¹,ts o ¹¹,ts o ²¹³,s ɔy ²⁴²,tsʰ ɔ ²²,ts w o ²³,ts w o ⁵³,ts w ɤ ³¹,kʰ w i ²¹³,tsʰ o ¹¹,tsʰ o ³³,tsʰ o ²¹,ts o ⁴⁴,ts w ɔ ³³⁴,z əu ²³¹,ts w ɤ ⁴⁵,z o ²⁴,ts w o ⁴⁴,ts e ²²
202_heartcompound,ɕ i n ⁵⁵ + ts ɑ ŋ ⁵¹,ɕ i n ³³ + ts a n ¹¹,ɕ i n ⁴⁵,s i ŋ ⁵⁵ + ŋ ou ŋ ²⁴²,s ɐ m ⁵³ + ts ɔ ŋ ²²,ɕ i ŋ ⁴² + ts ɑ ŋ ²¹,ɕ i n ⁴⁴ + ts a ŋ ⁵³,ɕ j ẽ ²¹³ + ts ɑ ŋ ²¹,ɕ j ɑ̃ ⁵⁵ + tsʰ ɔ ³¹,ɣ w ẽ ¹³ + ɕ i n ⁴⁴,s i m ³³ + tsʰ o ŋ ⁵³,ɕ i n ⁴² + ts ɔ ŋ ⁴²,ɕ i n ³¹ + ts ɑ̃ ⁴⁴,s i n ⁵² + ts a ŋ ³³⁴,s i n ⁴⁴ + z ɑ̃ ⁴⁴,ɕ i n ²¹ + ts ɒ̃ ⁴⁵,s a ŋ ⁴⁴ + z w ɔ ²²,ɕ j ẽ ²¹ + ts ɑ ŋ ⁴⁴,s i m ⁵⁵ + ts ɔ ŋ ²²
20_fight,t ɑ ²¹⁴ + tɕ j ɑ ⁵¹,t a ⁴¹ + tɕ j a ⁵⁵,t a ⁵³ + tɕ j a ²¹³,s ou ŋ ⁵⁵ + pʰ a ʔ ²¹,t a ³⁵ + k au ⁵⁵,t ɑ ²³ + k ɑ ²⁵,t a ²¹³ + tɕ j a ⁵³,t a ⁴⁵ + tɕ j a ²¹,t ɔ ²¹³ + k o ³⁵,t a ⁴² + tɕ j ɔ ³⁵,t a ³¹ + k au ³³ + e ⁰,t a ²¹³ + k a ⁴⁵,t ɑ ¹¹ + tɕ j ɑ ⁴⁴,t a ²¹⁴ + ʈʂ a ŋ ³³⁴,t ã ⁵² + s j ã ⁴⁴ + t ã ⁵²,t a ⁵³ + tɕ j a ⁴⁵,t j ə ²⁴² + tsʰ ɿ ⁰,t ɑ ⁵³ + pfʰ ei ²⁴,s io ⁵⁵ + pʰ a ʔ ³²
21_hunt,t a̠ ²¹³ + l j ɛ ⁵¹,t a ⁴¹ + l j ẽ ²⁴,t a ⁵³ + l j e ²¹,t a ³² + l a ʔ ⁵,t a ³⁵ + l i p ²,t ɑ ²³ + l j e ²³,t a ²¹³ + l j ɛ ⁵³,t a ⁴⁵ + l j ə ²¹,t ɔ ²¹³ + ɲ j a ʔ ³²,k w ã ⁴² + s ã ⁴⁴,t a ³¹ + l j a p ⁵,t a ²¹³ + l j ɛ t ⁵,t ɑ ¹¹ + l j e ʔ ⁵,t a ²¹⁴ + l j ɛ ³³⁴,t ã ⁵² + l a ʔ ²³,t a ⁵³ + l j ə ʔ ²,t j ɛ ²⁴² + l j ɛ ²¹,t ɑ ⁵³ + l j ɛ ²¹,pʰ a ʔ ³² + l a ʔ ³²
22_big,t ɑ ⁵¹,t ai ¹¹,t a ²¹³,t w ai ²⁴²,t ai ²²,t ai ²¹,t a ⁵³,t a ³¹,tʰ ɵ ³¹,d a ¹¹,tʰ ai ⁵³,tʰ ai ²¹,t ɑ ⁴⁴,t a ³³⁴,d əu ²³¹,t a ⁴⁵,d ɤu ²²,t ɑ ⁴⁴,t w a ²²
23_dull,t ɛ ⁵⁵,ŋ ai ¹³,p ə n ²¹³,ts u ⁵³,p ɐ n ²²,t ai ⁴²,p ə n ⁵³,t ɛ ²¹⁴,pʰ õ ³¹,ŋ e ¹³,p u n ⁵³,t ai ⁴²,t ɛ ³¹,p j au ⁵²,ŋ e̞ ¹³,t ai ²¹,ŋ e ³⁴¹,t ɛ ²¹,kʰ a m ⁵³
24_fall,t j ɑu ⁵¹,t j au ¹¹,t j au ²¹³,t ɔu ŋ ²⁴²,l ɔ k ²,t j ɑu ²⁵,t j au ⁵³,t j ɔ ³¹,n o ʔ ³²,s w a ¹³,l o k ⁵,t j ɛ t ⁵,t j ɔ ⁴⁴,t j au ³³⁴,d ə ʔ ²³,t j au ⁴⁵,d a ŋ ²²,t j ɑu ⁴⁴,l a k ³²
25_animal,t u ŋ ⁵¹ + u ⁵¹,t o ŋ ¹¹ + u ²⁴,t o ŋ ²¹³ + u ²¹,s i ²¹² + kʰ a ⁵⁵ + β a ⁵³,t o ŋ ³³ + m ɐ t ²,t ɤ ŋ ²⁵ + u ²²,t u ŋ ⁵³ + u ⁰,t u ŋ ³¹ + u ⁰,tʰ ɑ̃ ²¹³ + v ɤ ʔ ³²,d ɤ n ¹¹ + u ³⁵,tʰ u ŋ ⁵³ + v u t ⁵,tʰ u ŋ ²¹ + u ⁰,t o ŋ ⁴⁴ + u ʔ ⁵,t o ŋ ³³⁴ + u ³³⁴,ts o ŋ ⁴⁴ + s ã ⁴⁴,t u ŋ ⁴⁵ + v ə ⁰,d o ŋ ²⁴ + v ai ²²,t u ŋ ⁴⁴ + v o ²¹,t ɔ ŋ ²² + b u t ⁵
26_belly,t u ⁵¹ + tsʰ ɿ ⁰,t əu ⁵⁵ + ts ɿ ⁰,t u ²¹³ + ts ɿ ⁵³,p u ʔ ²⁴ + l o ³²,tʰ ou ²³,t u ²³ + ts e ²³,t u ⁵³ + ts w ɿ ⁰,t u ³¹ + ts ɿ ⁰,tʰ u ²¹³ + ts ɿ ⁰,t ɤu ⁴² + ts ɿ ⁰,t u ³¹,t u ²¹³ + ts ɿ ⁰,t u ⁴⁴ + ts ɿ ⁰,t u ³³⁴ + ts ɿ ⁰,d əu ²³¹ + b i ¹³,t u ⁴⁵ + ts ə ʔ ⁰,d øy ²⁴,t ou ⁴⁴ + ts ɿ ⁰,p a k ³² + t ɔ ⁵³
27_short,t w a n ²¹⁴,t õ ⁴¹,t w a n ⁵³,t øy ³²,t y n ³⁵,t w ã ²³,t w a n ²¹³,t w æ̃ ⁴⁵,t ɑ̃ ²¹³,t w ẽ ⁴²,t o n ³¹,t o n ²¹³,t w ɑ̃ ¹¹,t ɐ n ²¹⁴,t ø ⁵²,t w æ̃ ⁵³,t ø ²⁴,t w æ̃ ⁵³,t e ⁵³
28_correct,t w ei ⁵¹,t ei ⁵⁵,t w ei ²¹³,m o ⁵³ + l a ŋ ²⁴²,t øy ³³,t ei ²⁵,t w ei ⁵³,t w ei ³¹,t a ³⁵,t w e ³⁵,t w i ⁵³,t w i ⁴⁵,t w ei ⁴⁴,t ei ³³⁴,t e̞ ⁴¹²,t w ei ⁴⁵,t ai ⁵¹,t w ei ⁴⁴,t w i ²¹
29_many,t w o ⁵⁵,t o ³³,t o ⁴⁵,s a ²⁴²,t ɔ ⁵³,t w o ⁴²,t w o ⁴⁴,t w ɤ ²¹⁴,t ɵ ⁵⁵,t o ⁴⁴,t o ³³,t o ⁴²,t o ³¹,t w ɔ ⁵²,t əu ⁴⁴,t w o ²¹,t ɤu ⁴⁴,t w o ²¹,ts w e ²²
2_back,p ei ⁵¹,p ei ⁵⁵,p ei ²¹³,pʰ j a ŋ ⁵⁵,p w i ³³,p ei ²⁵,p ei ⁵³,p ei ³¹,p a ³⁵,p e ³⁵,p oi ⁵³,p ei ⁴⁵ + tɕ j a ʔ ⁰,p ei ⁴⁴,p ei ⁵²,p e̞ ⁴¹²,p ei ⁴⁵,p ai ⁴² + dʑ i ²⁴ + s a ŋ ⁴⁴,tɕ i ²¹ + p ei ²⁴,k a ⁵⁵ + ts j a ʔ ³²
30_ear,ə ²¹⁴,ə ⁴¹,ə ⁵³,ŋ ɛi ²⁴²,i ²³ + ts ɐi ³⁵,y ²³ + t u ²³,ə ²¹³ + t w o ⁰,ə ⁴⁵ + t w ɤ ⁰,ẽ ²¹³ + t ɵ ²¹³,ɤ ⁴² + t ɤ ⁰,ŋ i ³¹ + k u ŋ ³³,ɵ ²¹³ + t ɔ ⁰,ə ¹¹ + t o ⁴⁴,ə ²¹⁴ + t ə ⁰,ɲ ²³¹ + t əu ⁵²,ə ⁵³,ŋ̍ ²⁴ + t o ²⁴²,ə ⁵³,h i ²² + j a ⁵³
31_two,ə ⁵¹,ə ¹¹,ə ²¹³,n ɛi ²⁴²,i ²²,i ²¹,ə ⁵³,ə ³¹,ẽ ³¹,ɤ ¹¹,ŋ i ⁵³,ɵ ²¹,ə ⁴⁴,ə ³³⁴,l j ã ²³¹,ə ⁴⁵,l j ə ²¹,ə ⁴⁴,l ŋ̍ ²²
32_fly,f ei ⁵⁵,f ei ³³,f ei ⁴⁵,p w oi ⁵⁵,f ei ⁵³,f ei ⁴²,f ei ⁴⁴,f ei ²¹⁴,f i ⁵⁵,x w i ⁴⁴,f i ³³,f ɨi ⁴²,f ei ³¹,f e ⁵²,f i ⁴⁴,f ei ²¹,f ei ⁴⁴,f ei ²¹,p e ⁵⁵
33_wind,f ə ŋ ⁵⁵,x ə n ³³,f o ŋ ⁴⁵,h u ŋ ⁵⁵,f o ŋ ⁵³,f ɤ ŋ ⁴²,f ə ŋ ⁴⁴,f ɛ n ²¹⁴,f ɑ̃ ⁵⁵,x ɤ n ⁴⁴,f u ŋ ³³,f u ŋ ⁴²,f ə n ³¹,f ə ŋ ⁵²,f o ŋ ⁴⁴,f ə ŋ ²¹,h o ŋ ⁴⁴,f ə ŋ ²¹,h ɔ ŋ ⁵⁵
34_sew,f ə ŋ ³⁵,x ə n ¹³,f o ŋ ²¹,pʰ u ŋ ⁵³ + ɛi ŋ ²⁴²,l y n ²¹,f ɤ ŋ ²²,f ə ŋ ²⁴,f ə ŋ ⁵³,f ɑ̃ ⁴⁴,ɣ ɤ n ¹³,pʰ u ŋ ¹¹,f u ŋ ⁴⁵,f ə n ¹³,f ə ŋ ³⁵,v o ŋ ¹³,f ə ŋ ²¹,l e ŋ ²²,f ə ŋ ²⁴,tʰ j æ ²²
35_rotten,f u ²¹⁴ + l a n ⁵¹,f u ⁴¹ + l a n ¹¹,l a n ²¹³,p ou ²⁴²,l a n ²²,f u ²³ + l ã ²¹,f u ²¹³ + l a n ⁵³,f u ²¹⁴ + l æ̃ ⁰,n ɔ ³¹,x u ⁴² + l ã ¹¹,f u ³¹ + l a n ⁵³,f u ²⁴ + l a n ²¹,l ɑ̃ ⁴⁴,l ɐ n ³³⁴ + l ə ⁰,l e̞ ²³¹,f u ⁵³ + l æ̃ ⁴⁵,l a ²² + tsʰ ɿ ⁰,l æ̃ ⁴⁴,n w ã ²²
36_father,p a̠ ⁵¹ + p a̠ ⁰,j a ¹³ + j a ⁰,p a ²¹³ + p a ²¹³,i ⁵⁵ + p a ⁵⁵,f u ²³,m ã ⁵⁵,p a ⁵³,f u ³¹ + tɕʰ j ẽ ⁰,p a ʔ ³² + p a ʔ ⁰,j ɔ ¹³,a ³³ + p a ³³,f u ²¹,t j e ³¹,t j ɛ ⁵²,t j ɑ ⁴⁴ + t j ɑ ⁴⁴,f u ⁴⁵,a ⁴¹ + p a ⁴⁴,f u ⁴⁴,l au ²² + p e ²²
37_dry,k a n ⁵⁵,k a n ³³,k a n ⁴⁵,k a ŋ ⁵⁵,k ɔ n ⁵³,k ã ²³,k a n ⁴⁴,k æ̃ ²¹⁴,k ɔ ⁵⁵,k ã ⁴⁴,k o n ³³,k o n ⁴²,k ɑ̃ ³¹,k ɐ n ³³⁴,k ø ⁴⁴,k æ̃ ²¹,s ə ⁵¹,k æ̃ ²¹,t a ⁵⁵
38_liver,k a n ⁵⁵,k a n ³³,t a n ⁵³,k a ŋ ⁵⁵,k ɔ n ⁵³,k w ɑ ⁴²,k a n ⁴⁴,k æ̃ ²¹³,k ɔ ⁵⁵,k w ẽ ⁴⁴,l o n ³³,k o n ⁴²,k ɑ̃ ³¹,k ɐ n ⁵²,k ø ⁴⁴,k æ̃ ²¹,k y ⁴⁴,t æ̃ ⁵³,k w ã ⁵⁵
39_give,k ei ²¹⁴,p a ⁴¹,k e ⁴⁵,kʰ øy ʔ ²⁴,kʰ ɐ p ⁵,t j a̠ ⁵⁵,k ei ²¹³,tɕ i ⁵³,x ɑ̃ ³⁵,n ɔ ⁴⁴ + s ɿ ³⁵,k i p ¹,p a ²¹³,tɕ i ¹¹,k ei ²¹⁴,p ə ʔ ⁴,k ei ⁵³,h a ⁵¹,k ei ⁵³,h o ²²
3_nose,p i ³⁵ + ts ɿ ⁰,p i ²⁴,p i ²¹ + ts ɿ ⁵³,pʰ ɛi ²¹²,p ei ²² + k ɔ ⁵⁵,p i ²² + kʰ ɤ n ²³,p i ²⁴ + ts ɿ ⁰,p i ⁵³ + ts ɿ ⁰,pʰ ɿ ³⁵ + kʰ u ɑ̃ ²¹³,pʰ i ¹¹ + d j ɤ ¹³,pʰ i ⁵³ + k u ŋ ³³,pʰ i t ²¹ + ts ɿ ⁰,p i ʔ ⁵ + ts ɿ ⁰,p i ³⁵ + ts ɿ ⁰,b ə ʔ ²³ + d ʏ ¹³,p j ə ʔ ⁵⁴,b ei ²¹ + d ɤu ³⁴¹,p i ²⁴ + ts ɿ ⁰,pʰ j æ ²² + j ã ⁵³
