ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Morpheme_Index
Jerigaon-215_grandfather-2-1,Jerigaon-215_grandfather-2,a+taː,11401,False,expert,,a,,,1
Jerigaon-215_grandfather-2-2,Jerigaon-215_grandfather-2,a+taː,11402,False,expert,,t aː,,,2
Khoitam-215_grandfather-2-1,Khoitam-215_grandfather-2,a+taː,11403,False,expert,,a,,,1
Khoitam-215_grandfather-2-2,Khoitam-215_grandfather-2,a+taː,11404,False,expert,,t aː,,,2
Shergaon-215_grandfather-2-1,Shergaon-215_grandfather-2,meː+meː,11405,False,expert,,m eː,,,1
Shergaon-215_grandfather-2-2,Shergaon-215_grandfather-2,meː+meː,11406,False,expert,,m eː,,,2
Khispi-216_grandmother-1-1,Khispi-216_grandmother-1,a+ji,124,False,expert,,a,,,1
Khispi-216_grandmother-1-2,Khispi-216_grandmother-1,a+ji,489,False,expert,,j i,,,2
Duhumbi-216_grandmother-1-1,Duhumbi-216_grandmother-1,a+ji,124,False,expert,,a,,,1
Duhumbi-216_grandmother-1-2,Duhumbi-216_grandmother-1,a+ji,489,False,expert,,j i,,,2
Khoina-216_grandmother-1-1,Khoina-216_grandmother-1,a+jɐʰ,124,False,expert,,a,,,1
Khoina-216_grandmother-1-2,Khoina-216_grandmother-1,a+jɐʰ,489,False,expert,,j ɐʰ/ɐ,,,2
Jerigaon-216_grandmother-1-1,Jerigaon-216_grandmother-1,a+jɐʰ,124,False,expert,,a,,,1
Jerigaon-216_grandmother-1-2,Jerigaon-216_grandmother-1,a+jɐʰ,489,False,expert,,j ɐʰ/ɐ,,,2
Khoitam-216_grandmother-1-1,Khoitam-216_grandmother-1,a+jɔʰ,124,False,expert,,a,,,1
Khoitam-216_grandmother-1-2,Khoitam-216_grandmother-1,a+jɔʰ,489,False,expert,,j ɔʰ/ɔ,,,2
Rahung-216_grandmother-1-1,Rahung-216_grandmother-1,a+jɔʰ,124,False,expert,,a,,,1
Rahung-216_grandmother-1-2,Rahung-216_grandmother-1,a+jɔʰ,489,False,expert,,j ɔʰ/ɔ,,,2
Rupa-216_grandmother-1-1,Rupa-216_grandmother-1,a+jɔʰ,124,False,expert,,a,,,1
Rupa-216_grandmother-1-2,Rupa-216_grandmother-1,a+jɔʰ,489,False,expert,,j ɔʰ/ɔ,,,2
Shergaon-216_grandmother-1-1,Shergaon-216_grandmother-1,a+jiː,124,False,expert,,a,,,1
Shergaon-216_grandmother-1-2,Shergaon-216_grandmother-1,a+jiː,489,False,expert,,j iː,,,2
Khispi-217_green-1-1,Khispi-217_green-1,jaŋ,490,False,expert,,j a ŋ,,,1
Duhumbi-217_green-1-1,Duhumbi-217_green-1,jaŋ,490,False,expert,,j a ŋ,,,1
Khoina-217_green-1-1,Khoina-217_green-1,ɔ+xɐ̃ː,491,False,expert,,ɔ,,,1
Khoina-217_green-1-2,Khoina-217_green-1,ɔ+xɐ̃ː,490,False,expert,,x ɐ̃ː -,,,2
Jerigaon-217_green-1-1,Jerigaon-217_green-1,ɔ+hɐ̃ː,491,False,expert,,ɔ,,,1
Jerigaon-217_green-1-2,Jerigaon-217_green-1,ɔ+hɐ̃ː,490,False,expert,,h ɐ̃ː -,,,2
Khoitam-217_green-1-1,Khoitam-217_green-1,ɔ+hɔ̃ː,491,False,expert,,ɔ,,,1
Khoitam-217_green-1-2,Khoitam-217_green-1,ɔ+hɔ̃ː,490,False,expert,,h ɔ̃ː -,,,2
Rahung-217_green-1-1,Rahung-217_green-1,ɔ+hɔ̃ː,491,False,expert,,ɔ,,,1
Rahung-217_green-1-2,Rahung-217_green-1,ɔ+hɔ̃ː,490,False,expert,,h ɔ̃ː -,,,2
Rupa-217_green-1-1,Rupa-217_green-1,ɔ+hɔ̃ː,491,False,expert,,ɔ,,,1
Rupa-217_green-1-2,Rupa-217_green-1,ɔ+hɔ̃ː,490,False,expert,,h ɔ̃ː -,,,2
Shergaon-217_green-1-1,Shergaon-217_green-1,ɔ+hɔ̃ː,491,False,expert,,ɔ,,,1
Shergaon-217_green-1-2,Shergaon-217_green-1,ɔ+hɔ̃ː,490,False,expert,,h ɔ̃ː -,,,2
Khispi-217_green-2-1,Khispi-217_green-2,ʥaŋ+ku,10031,False,expert,,ʥ a ŋ,,,1
Khispi-217_green-2-2,Khispi-217_green-2,ʥaŋ+ku,10032,False,expert,,k u,,,2
Khispi-217_green-3-1,Khispi-217_green-3,ʥaŋ+ku,10741,False,expert,,ʥ a ŋ,,,1
Khispi-217_green-3-2,Khispi-217_green-3,ʥaŋ+ku,10742,False,expert,,k u,,,2
Khispi-610_grindgrindingstone-1-1,Khispi-610_grindgrindingstone-1,ɕɔl,837,False,expert,,ɕ ɔ l,,,1
Duhumbi-610_grindgrindingstone-1-1,Duhumbi-610_grindgrindingstone-1,ɕɔr,837,False,expert,,ɕ ɔ r,,,1
Khoina-218_grindpound-1-1,Khoina-218_grindpound-1,ʐyː,205,False,expert,,ʐ yː,,,1
Jerigaon-218_grindpound-1-1,Jerigaon-218_grindpound-1,zyː,205,False,expert,,z yː,,,1
Khoitam-218_grindpound-1-1,Khoitam-218_grindpound-1,zyː,205,False,expert,,z yː,,,1
Rahung-218_grindpound-1-1,Rahung-218_grindpound-1,zyː,205,False,expert,,z yː,,,1
Rupa-218_grindpound-1-1,Rupa-218_grindpound-1,zyː,205,False,expert,,z yː,,,1
Shergaon-218_grindpound-1-1,Shergaon-218_grindpound-1,ziː,205,False,expert,,z iː,,,1
Duhumbi-219_gum-1-1,Duhumbi-219_gum-1,ɕa+ɲi+lum,494,False,expert,,ɕ a,,,1
Duhumbi-219_gum-1-2,Duhumbi-219_gum-1,ɕa+ɲi+lum,495,False,expert,,ɲ i -,,,2
Duhumbi-219_gum-1-3,Duhumbi-219_gum-1,ɕa+ɲi+lum,496,False,expert,,l u m,,,3
Khoina-219_gum-1-1,Khoina-219_gum-1,mə+ʂə+rĩː,497,False,expert,,m ə,,,1
Khoina-219_gum-1-2,Khoina-219_gum-1,mə+ʂə+rĩː,494,False,expert,,ʂ ə,,,2
Khoina-219_gum-1-3,Khoina-219_gum-1,mə+ʂə+rĩː,495,False,expert,,r ĩː -,,,3
Rahung-219_gum-1-1,Rahung-219_gum-1,sə+niŋ,494,False,expert,,s ə,,,1
Rahung-219_gum-1-2,Rahung-219_gum-1,sə+niŋ,495,False,expert,,n i ŋ,,,2
Rupa-219_gum-1-1,Rupa-219_gum-1,sə+ɲiŋ,494,False,expert,,s ə,,,1
Rupa-219_gum-1-2,Rupa-219_gum-1,sə+ɲiŋ,495,False,expert,,ɲ i ŋ,,,2
Khoina-220_hail-1-1,Khoina-220_hail-1,na+jyŋ,498,False,expert,,n a -,,,1
Khoina-220_hail-1-2,Khoina-220_hail-1,na+jyŋ,499,False,expert,,j y ŋ,,,2
Jerigaon-220_hail-1-1,Jerigaon-220_hail-1,nə+jiŋ,498,False,expert,,n ə -,,,1
Jerigaon-220_hail-1-2,Jerigaon-220_hail-1,nə+jiŋ,499,False,expert,,j i ŋ,,,2
Khoitam-220_hail-1-1,Khoitam-220_hail-1,ny+jiŋ,498,False,expert,,n y -,,,1
Khoitam-220_hail-1-2,Khoitam-220_hail-1,ny+jiŋ,499,False,expert,,j i ŋ,,,2
Rahung-220_hail-1-1,Rahung-220_hail-1,niŋ,498,False,expert,,n i ŋ,,,1
Rupa-220_hail-1-1,Rupa-220_hail-1,ny+jyŋ,498,False,expert,,n y -,,,1
Rupa-220_hail-1-2,Rupa-220_hail-1,ny+jyŋ,499,False,expert,,j y ŋ,,,2
Khispi-220_hail-1-1,Khispi-220_hail-1,se+sɛr+ba,10033,False,expert,,s e,,,1
Khispi-220_hail-1-2,Khispi-220_hail-1,se+sɛr+ba,10034,False,expert,,s ɛ r,,,2
Khispi-220_hail-1-3,Khispi-220_hail-1,se+sɛr+ba,10035,False,expert,,b a,,,3
Duhumbi-220_hail-1-1,Duhumbi-220_hail-1,sɛr+ba,10036,False,expert,,s ɛ r,,,1
Duhumbi-220_hail-1-2,Duhumbi-220_hail-1,sɛr+ba,10037,False,expert,,b a,,,2
Rahung-220_hail-2-1,Rahung-220_hail-2,niŋ_nam+bruː,10038,False,expert,,n i ŋ,,,1
Rahung-220_hail-2-2,Rahung-220_hail-2,niŋ_nam+bruː,10039,False,expert,,n a m,,,2
Rahung-220_hail-2-3,Rahung-220_hail-2,niŋ_nam+bruː,10040,False,expert,,b r uː,,,3
Shergaon-220_hail-1-1,Shergaon-220_hail-1,sɛk+sɛr+bu,10041,False,expert,,s ɛ k,,,1
Shergaon-220_hail-1-2,Shergaon-220_hail-1,sɛk+sɛr+bu,10042,False,expert,,s ɛ r,,,2
Shergaon-220_hail-1-3,Shergaon-220_hail-1,sɛk+sɛr+bu,10043,False,expert,,b u,,,3
Khispi-220_hail-2-1,Khispi-220_hail-2,se+sɛr+ba,10743,False,expert,,s e,,,1
Khispi-220_hail-2-2,Khispi-220_hail-2,se+sɛr+ba,10744,False,expert,,s ɛ r,,,2
Khispi-220_hail-2-3,Khispi-220_hail-2,se+sɛr+ba,10745,False,expert,,b a,,,3
Duhumbi-220_hail-2-1,Duhumbi-220_hail-2,sɛr+ba,10746,False,expert,,s ɛ r,,,1
Duhumbi-220_hail-2-2,Duhumbi-220_hail-2,sɛr+ba,10747,False,expert,,b a,,,2
Rahung-220_hail-3-1,Rahung-220_hail-3,niŋ_nam+bruː,10748,False,expert,,n i ŋ,,,1
Rahung-220_hail-3-2,Rahung-220_hail-3,niŋ_nam+bruː,10749,False,expert,,n a m,,,2
Rahung-220_hail-3-3,Rahung-220_hail-3,niŋ_nam+bruː,10750,False,expert,,b r uː,,,3
Shergaon-220_hail-2-1,Shergaon-220_hail-2,sɛk+sɛr+bu,10751,False,expert,,s ɛ k,,,1
Shergaon-220_hail-2-2,Shergaon-220_hail-2,sɛk+sɛr+bu,10752,False,expert,,s ɛ r,,,2
Shergaon-220_hail-2-3,Shergaon-220_hail-2,sɛk+sɛr+bu,10753,False,expert,,b u,,,3
Khispi-221_hairbodyfeather-1-1,Khispi-221_hairbodyfeather-1,mul,500,False,expert,,m u ɹ~l/l,,,1
Khoina-221_hairbodyfeather-1-1,Khoina-221_hairbodyfeather-1,a+miŋ,56,False,expert,,a,,,1
Khoina-221_hairbodyfeather-1-2,Khoina-221_hairbodyfeather-1,a+miŋ,500,False,expert,,m i ŋ,,,2
Jerigaon-221_hairbodyfeather-1-1,Jerigaon-221_hairbodyfeather-1,a+miŋ,56,False,expert,,a,,,1
Jerigaon-221_hairbodyfeather-1-2,Jerigaon-221_hairbodyfeather-1,a+miŋ,500,False,expert,,m i ŋ,,,2
Khoitam-221_hairbodyfeather-1-1,Khoitam-221_hairbodyfeather-1,a+miŋ,56,False,expert,,a,,,1
Khoitam-221_hairbodyfeather-1-2,Khoitam-221_hairbodyfeather-1,a+miŋ,500,False,expert,,m i ŋ,,,2
Rahung-221_hairbodyfeather-1-1,Rahung-221_hairbodyfeather-1,a+miŋ,56,False,expert,,a,,,1
Rahung-221_hairbodyfeather-1-2,Rahung-221_hairbodyfeather-1,a+miŋ,500,False,expert,,m i ŋ,,,2
Rupa-221_hairbodyfeather-1-1,Rupa-221_hairbodyfeather-1,a+miŋ,56,False,expert,,a,,,1
Rupa-221_hairbodyfeather-1-2,Rupa-221_hairbodyfeather-1,a+miŋ,500,False,expert,,m i ŋ,,,2
Shergaon-221_hairbodyfeather-1-1,Shergaon-221_hairbodyfeather-1,a+miŋ,56,False,expert,,a,,,1
Shergaon-221_hairbodyfeather-1-2,Shergaon-221_hairbodyfeather-1,a+miŋ,500,False,expert,,m i ŋ,,,2
Khispi-222_hairhead-1-1,Khispi-222_hairhead-1,kʰu+ɕaŋ,503,False,expert,,kʰ u,,,1
Khispi-222_hairhead-1-2,Khispi-222_hairhead-1,kʰu+ɕaŋ,502,False,expert,,ɕ a ŋ,,,2
Duhumbi-222_hairhead-1-1,Duhumbi-222_hairhead-1,kʰu+ɕaŋ,503,False,expert,,kʰ u,,,1
Duhumbi-222_hairhead-1-2,Duhumbi-222_hairhead-1,kʰu+ɕaŋ,502,False,expert,,ɕ a ŋ,,,2
Khoina-222_hairhead-1-1,Khoina-222_hairhead-1,gə+ʐaŋ,503,False,expert,,g ə,,,1
Khoina-222_hairhead-1-2,Khoina-222_hairhead-1,gə+ʐaŋ,502,False,expert,,ʐ a ŋ,,,2
Jerigaon-222_hairhead-1-1,Jerigaon-222_hairhead-1,gə+zaŋ,503,False,expert,,g ə,,,1
Jerigaon-222_hairhead-1-2,Jerigaon-222_hairhead-1,gə+zaŋ,502,False,expert,,z a ŋ,,,2
Khoitam-222_hairhead-1-1,Khoitam-222_hairhead-1,gə+zaŋ,503,False,expert,,g ə,,,1
Khoitam-222_hairhead-1-2,Khoitam-222_hairhead-1,gə+zaŋ,502,False,expert,,z a ŋ,,,2
Rahung-222_hairhead-1-1,Rahung-222_hairhead-1,gə+zaŋ,503,False,expert,,g ə,,,1
Rahung-222_hairhead-1-2,Rahung-222_hairhead-1,gə+zaŋ,502,False,expert,,z a ŋ,,,2
Rupa-222_hairhead-1-1,Rupa-222_hairhead-1,gə+zaŋ,503,False,expert,,g ə,,,1
Rupa-222_hairhead-1-2,Rupa-222_hairhead-1,gə+zaŋ,502,False,expert,,z a ŋ,,,2
Shergaon-222_hairhead-1-1,Shergaon-222_hairhead-1,gə+zaŋ,503,False,expert,,g ə,,,1
Shergaon-222_hairhead-1-2,Shergaon-222_hairhead-1,gə+zaŋ,502,False,expert,,z a ŋ,,,2
Duhumbi-222_hairhead-2-1,Duhumbi-222_hairhead-2,kʰu+zjɛŋ,10047,False,expert,,kʰ u,,,1
Duhumbi-222_hairhead-2-2,Duhumbi-222_hairhead-2,kʰu+zjɛŋ,10048,False,expert,,z j ɛ ŋ,,,2
Duhumbi-222_hairhead-3-1,Duhumbi-222_hairhead-3,kʰu+zjɛŋ,10757,False,expert,,kʰ u,,,1
Duhumbi-222_hairhead-3-2,Duhumbi-222_hairhead-3,kʰu+zjɛŋ,10758,False,expert,,z j ɛ ŋ,,,2
Duhumbi-611_hairfeather-1-1,Duhumbi-611_hairfeather-1,pu,10044,False,expert,,p u,,,1
Shergaon-611_hairfeather-1-1,Shergaon-611_hairfeather-1,min+du,10045,False,expert,,m i n,,,1
Shergaon-611_hairfeather-1-2,Shergaon-611_hairfeather-1,min+du,10046,False,expert,,d u,,,2
Duhumbi-611_hairfeather-2-1,Duhumbi-611_hairfeather-2,pu,10754,False,expert,,p u,,,1
Shergaon-611_hairfeather-2-1,Shergaon-611_hairfeather-2,min+du,10755,False,expert,,m i n,,,1
Shergaon-611_hairfeather-2-2,Shergaon-611_hairfeather-2,min+du,10756,False,expert,,d u,,,2
Duhumbi-223_haltstop-1-1,Duhumbi-223_haltstop-1,kak,504,False,expert,,k a k,,,1
Khoina-223_haltstop-1-1,Khoina-223_haltstop-1,kʰɐk,504,False,expert,,kʰ ɐ k,,,1
Rahung-223_haltstop-1-1,Rahung-223_haltstop-1,gak,504,False,expert,,g a k,,,1
Khispi-224_handarm-1-1,Khispi-224_handarm-1,hut,410,False,expert,,h u t,,,1
Duhumbi-224_handarm-1-1,Duhumbi-224_handarm-1,hut,410,False,expert,,h u t,,,1
Khoina-224_handarm-1-1,Khoina-224_handarm-1,ik,410,False,expert,,- i k,,,1
Jerigaon-224_handarm-1-1,Jerigaon-224_handarm-1,ik,410,False,expert,,- i k,,,1
Khoitam-224_handarm-1-1,Khoitam-224_handarm-1,ik,410,False,expert,,- i k,,,1
Rahung-224_handarm-1-1,Rahung-224_handarm-1,ik,410,False,expert,,- i k,,,1
Rupa-224_handarm-1-1,Rupa-224_handarm-1,ik,410,False,expert,,- i k,,,1
Shergaon-224_handarm-1-1,Shergaon-224_handarm-1,ik,410,False,expert,,- i k,,,1
Duhumbi-612_hangaroundneck-1-1,Duhumbi-612_hangaroundneck-1,kʰis,838,False,expert,,kʰ i s,,,1
Jerigaon-225_hard-1-1,Jerigaon-225_hard-1,a+ʨuː,56,False,expert,,a,,,1
Jerigaon-225_hard-1-2,Jerigaon-225_hard-1,a+ʨuː,507,False,expert,,tɕ uː,,,2
Khoitam-225_hard-1-1,Khoitam-225_hard-1,a+ʨuː,56,False,expert,,a,,,1
Khoitam-225_hard-1-2,Khoitam-225_hard-1,a+ʨuː,507,False,expert,,tɕ uː,,,2
Rahung-225_hard-1-1,Rahung-225_hard-1,a+ʨuː,56,False,expert,,a,,,1
Rahung-225_hard-1-2,Rahung-225_hard-1,a+ʨuː,507,False,expert,,tɕ uː,,,2
Rupa-225_hard-1-1,Rupa-225_hard-1,a+ʦuː,56,False,expert,,a,,,1
Rupa-225_hard-1-2,Rupa-225_hard-1,a+ʦuː,507,False,expert,,ts~ʨ/ʨ uː,,,2
Shergaon-225_hard-1-1,Shergaon-225_hard-1,a+ʨuː,56,False,expert,,a,,,1
Shergaon-225_hard-1-2,Shergaon-225_hard-1,a+ʨuː,507,False,expert,,tɕ uː,,,2
Khispi-225_hard-1-1,Khispi-225_hard-1,kak+tal,10697,False,expert,,k a k,,,1
Khispi-225_hard-1-2,Khispi-225_hard-1,kak+tal,10698,False,expert,,t a l,,,2
Duhumbi-225_hard-1-1,Duhumbi-225_hard-1,kak+tal,10699,False,expert,,k a k,,,1
Duhumbi-225_hard-1-2,Duhumbi-225_hard-1,kak+tal,10700,False,expert,,t a l,,,2
Khoina-225_hard-1-1,Khoina-225_hard-1,a-xɐŋ,10701,False,expert,,a,,,1
Khoina-225_hard-1-2,Khoina-225_hard-1,a-xɐŋ,10702,False,expert,,x ɐ ŋ,,,2
Khispi-225_hard-2-1,Khispi-225_hard-2,kak+tal,11407,False,expert,,k a k,,,1
Khispi-225_hard-2-2,Khispi-225_hard-2,kak+tal,11408,False,expert,,t a l,,,2
Duhumbi-225_hard-2-1,Duhumbi-225_hard-2,kak+tal,11409,False,expert,,k a k,,,1
Duhumbi-225_hard-2-2,Duhumbi-225_hard-2,kak+tal,11410,False,expert,,t a l,,,2
Khoina-225_hard-2-1,Khoina-225_hard-2,a-xɐŋ,11411,False,expert,,a,,,1
Khoina-225_hard-2-2,Khoina-225_hard-2,a-xɐŋ,11412,False,expert,,x ɐ ŋ,,,2
Duhumbi-226_hatch-1-1,Duhumbi-226_hatch-1,ʦɔk,509,False,expert,,ts ɔ k,,,1
Khoina-226_hatch-1-1,Khoina-226_hatch-1,ʦɔk,509,False,expert,,ts ɔ k,,,1
Khoitam-226_hatch-1-1,Khoitam-226_hatch-1,ʨɔk,509,False,expert,,tɕ ɔ k,,,1
Rahung-226_hatch-1-1,Rahung-226_hatch-1,ʨɔk,509,False,expert,,tɕ ɔ k,,,1
Khoina-613_hate-1-1,Khoina-613_hate-1,ADD FORMS!,840,False,expert,,l y ŋ,,,1
Khoina-613_hate-1-2,Khoina-613_hate-1,ADD FORMS!,842,False,expert,,n u,,,2
Jerigaon-613_hate-1-1,Jerigaon-613_hate-1,a+nuː_tʰiŋ,10703,False,expert,,a,,,1
Jerigaon-613_hate-1-2,Jerigaon-613_hate-1,a+nuː_tʰiŋ,10704,False,expert,,n uː,,,2
Jerigaon-613_hate-1-3,Jerigaon-613_hate-1,a+nuː_tʰiŋ,10705,False,expert,,tʰ i ŋ,,,3
Khoitam-613_hate-1-1,Khoitam-613_hate-1,dɔk,10706,False,expert,,d ɔ k,,,1
Rahung-613_hate-1-1,Rahung-613_hate-1,blɛ_nə+juŋ,10707,False,expert,,b l ɛ,,,1
Rahung-613_hate-1-2,Rahung-613_hate-1,blɛ_nə+juŋ,10708,False,expert,,n ə,,,2
Rahung-613_hate-1-3,Rahung-613_hate-1,blɛ_nə+juŋ,10709,False,expert,,j u ŋ,,,3
Rupa-613_hate-1-1,Rupa-613_hate-1,blɛ_nuŋ,10710,False,expert,,b l ɛ,,,1
Rupa-613_hate-1-2,Rupa-613_hate-1,blɛ_nuŋ,10711,False,expert,,n u ŋ,,,2
Jerigaon-613_hate-2-1,Jerigaon-613_hate-2,a+nuː_tʰiŋ,11413,False,expert,,a,,,1
Jerigaon-613_hate-2-2,Jerigaon-613_hate-2,a+nuː_tʰiŋ,11414,False,expert,,n uː,,,2
Jerigaon-613_hate-2-3,Jerigaon-613_hate-2,a+nuː_tʰiŋ,11415,False,expert,,tʰ i ŋ,,,3
Khoitam-613_hate-2-1,Khoitam-613_hate-2,dɔk,11416,False,expert,,d ɔ k,,,1
Rahung-613_hate-2-1,Rahung-613_hate-2,blɛ_nə+juŋ,11417,False,expert,,b l ɛ,,,1
Rahung-613_hate-2-2,Rahung-613_hate-2,blɛ_nə+juŋ,11418,False,expert,,n ə,,,2
Rahung-613_hate-2-3,Rahung-613_hate-2,blɛ_nə+juŋ,11419,False,expert,,j u ŋ,,,3
Rupa-613_hate-2-1,Rupa-613_hate-2,blɛ_nuŋ,11420,False,expert,,b l ɛ,,,1
Rupa-613_hate-2-2,Rupa-613_hate-2,blɛ_nuŋ,11421,False,expert,,n u ŋ,,,2
Khispi-227_head-1-1,Khispi-227_head-1,kʰɔ+lɔk,511,False,expert,,kʰ ɔ,,,1
Khispi-227_head-1-2,Khispi-227_head-1,kʰɔ+lɔk,375,False,expert,,l ɔ k,,,2
Duhumbi-227_head-1-1,Duhumbi-227_head-1,kʰɔ+lɔk,511,False,expert,,kʰ ɔ,,,1
Duhumbi-227_head-1-2,Duhumbi-227_head-1,kʰɔ+lɔk,375,False,expert,,l ɔ k,,,2
Jerigaon-227_head-1-1,Jerigaon-227_head-1,kʰ+ruk,511,False,expert,,kʰ -,,,1
Jerigaon-227_head-1-2,Jerigaon-227_head-1,kʰ+ruk,375,False,expert,,r u k,,,2
Khoitam-227_head-1-1,Khoitam-227_head-1,kʰ+ruk,511,False,expert,,kʰ -,,,1
Khoitam-227_head-1-2,Khoitam-227_head-1,kʰ+ruk,375,False,expert,,r u k,,,2
Rahung-227_head-1-1,Rahung-227_head-1,kʰ+ruk,511,False,expert,,kʰ -,,,1
Rahung-227_head-1-2,Rahung-227_head-1,kʰ+ruk,375,False,expert,,r u k,,,2
Rupa-227_head-1-1,Rupa-227_head-1,kʰ+ruk,511,False,expert,,kʰ -,,,1
Rupa-227_head-1-2,Rupa-227_head-1,kʰ+ruk,375,False,expert,,r u k,,,2
Shergaon-227_head-1-1,Shergaon-227_head-1,kʰ+ruk,511,False,expert,,kʰ -,,,1
Shergaon-227_head-1-2,Shergaon-227_head-1,kʰ+ruk,375,False,expert,,r u k,,,2
Duhumbi-227_head-2-1,Duhumbi-227_head-2,mə+tʰɛ̃n,10712,False,expert,,m ə,,,1
Duhumbi-227_head-2-2,Duhumbi-227_head-2,mə+tʰɛ̃n,10713,False,expert,,tʰ ɛ̃ n,,,2
Duhumbi-227_head-3-1,Duhumbi-227_head-3,mə+tʰɛ̃n,11422,False,expert,,m ə,,,1
Duhumbi-227_head-3-2,Duhumbi-227_head-3,mə+tʰɛ̃n,11423,False,expert,,tʰ ɛ̃ n,,,2
Khispi-228_heart-1-1,Khispi-228_heart-1,lɔŋ+tʰa,235,False,expert,,l ɔ~u/u ŋ,,,1
Khispi-228_heart-1-2,Khispi-228_heart-1,lɔŋ+tʰa,514,False,expert,,tʰ a -,,,2
Duhumbi-228_heart-1-1,Duhumbi-228_heart-1,luŋ+tʰak,235,False,expert,,l u ŋ,,,1
Duhumbi-228_heart-1-2,Duhumbi-228_heart-1,luŋ+tʰak,514,False,expert,,tʰ a k,,,2
Khoina-228_heart-1-1,Khoina-228_heart-1,ʂə+lyŋ,513,False,expert,,ʂ ə,,,1
Khoina-228_heart-1-2,Khoina-228_heart-1,ʂə+lyŋ,235,False,expert,,l y ŋ,,,2
Jerigaon-228_heart-1-1,Jerigaon-228_heart-1,sə+lyŋ,513,False,expert,,s ə,,,1
Jerigaon-228_heart-1-2,Jerigaon-228_heart-1,sə+lyŋ,235,False,expert,,l y ŋ,,,2
Khoitam-228_heart-1-1,Khoitam-228_heart-1,sə+lyŋ,513,False,expert,,s ə,,,1
Khoitam-228_heart-1-2,Khoitam-228_heart-1,sə+lyŋ,235,False,expert,,l y ŋ,,,2
Rahung-228_heart-1-1,Rahung-228_heart-1,sə+lyŋ,513,False,expert,,s ə,,,1
Rahung-228_heart-1-2,Rahung-228_heart-1,sə+lyŋ,235,False,expert,,l y ŋ,,,2
Rupa-228_heart-1-1,Rupa-228_heart-1,s+lyŋ,513,False,expert,,s ə,,,1
Rupa-228_heart-1-2,Rupa-228_heart-1,s+lyŋ,235,False,expert,,l y ŋ,,,2
Shergaon-228_heart-1-1,Shergaon-228_heart-1,sə+luŋ,513,False,expert,,s ə,,,1
Shergaon-228_heart-1-2,Shergaon-228_heart-1,sə+luŋ,235,False,expert,,l u ŋ,,,2
Khispi-229_hearthfireplace-1-1,Khispi-229_hearthfireplace-1,bu+du,515,False,expert,,b u,,,1
Khispi-229_hearthfireplace-1-2,Khispi-229_hearthfireplace-1,bu+du,516,False,expert,,d u -,,,2
Duhumbi-229_hearthfireplace-1-1,Duhumbi-229_hearthfireplace-1,bɛj+dup,515,False,expert,,b ɛj~u/u,,,1
Duhumbi-229_hearthfireplace-1-2,Duhumbi-229_hearthfireplace-1,bɛj+dup,516,False,expert,,d u p,,,2
Khoitam-229_hearthfireplace-1-1,Khoitam-229_hearthfireplace-1,b+rɔp,515,False,expert,,b -,,,1
Khoitam-229_hearthfireplace-1-2,Khoitam-229_hearthfireplace-1,b+rɔp,516,False,expert,,r ɔ p,,,2
Rahung-229_hearthfireplace-1-1,Rahung-229_hearthfireplace-1,b+r+p,515,False,expert,,b -,,,1
Rahung-229_hearthfireplace-1-2,Rahung-229_hearthfireplace-1,b+r+p,516,False,expert,,r ø p,,,2
Rupa-229_hearthfireplace-1-1,Rupa-229_hearthfireplace-1,b+rɔp,515,False,expert,,b -,,,1
Rupa-229_hearthfireplace-1-2,Rupa-229_hearthfireplace-1,b+rɔp,516,False,expert,,r ɔ p,,,2
Shergaon-229_hearthfireplace-1-1,Shergaon-229_hearthfireplace-1,b+rɔk,515,False,expert,,b -,,,1
Shergaon-229_hearthfireplace-1-2,Shergaon-229_hearthfireplace-1,b+rɔk,516,False,expert,,r ɔ k,,,2
Khispi-230_heavy-1-1,Khispi-230_heavy-1,u+li,56,False,expert,,u,,,1
Khispi-230_heavy-1-2,Khispi-230_heavy-1,u+li,519,False,expert,,l i,,,2
Duhumbi-230_heavy-1-1,Duhumbi-230_heavy-1,u+li,56,False,expert,,u,,,1
Duhumbi-230_heavy-1-2,Duhumbi-230_heavy-1,u+li,519,False,expert,,l i,,,2
Khoina-230_heavy-1-1,Khoina-230_heavy-1,a+liː,56,False,expert,,a,,,1
Khoina-230_heavy-1-2,Khoina-230_heavy-1,a+liː,519,False,expert,,l iː,,,2
Jerigaon-230_heavy-1-1,Jerigaon-230_heavy-1,a+liː,56,False,expert,,a,,,1
Jerigaon-230_heavy-1-2,Jerigaon-230_heavy-1,a+liː,519,False,expert,,l iː,,,2
Khoitam-230_heavy-1-1,Khoitam-230_heavy-1,a+liː,56,False,expert,,a,,,1
Khoitam-230_heavy-1-2,Khoitam-230_heavy-1,a+liː,519,False,expert,,l iː,,,2
Rahung-230_heavy-1-1,Rahung-230_heavy-1,a+liː,56,False,expert,,a,,,1
Rahung-230_heavy-1-2,Rahung-230_heavy-1,a+liː,519,False,expert,,l iː,,,2
Rupa-230_heavy-1-1,Rupa-230_heavy-1,a+liː,56,False,expert,,a,,,1
Rupa-230_heavy-1-2,Rupa-230_heavy-1,a+liː,519,False,expert,,l iː,,,2
Shergaon-230_heavy-1-1,Shergaon-230_heavy-1,a+liː,56,False,expert,,a,,,1
