Cognate_ID	AbbekerkNH	AduardGn	Aldomirovcislivnica	AlmkerkNB	Amami	AmeideZH	AmericanEnglish	Apolobamba	Arconciel	Arnex	Asparuhovolom	Asparuhovoprov	Assery	AustralianEnglishPerth	AvrysurMatran	Ayent	B	Babjakrazl	Bachkovoasgr	Bagrencikjust	Balgaricarev	Banishtebrezn	Banskorazl	Beglezhluk	Beijing	Belenesvisht	BelgianDutch	Belicarazl	BilzenBeLb	Bistricablgr	Bjrnevatn	Bogdanovdolpern	BollezeeleFrVl	Borisovoelh	Borre	Boudry	Bovsvog	Brashljanmtarn	Brekke	BrielleZH	Brnnysund	BrouckerqueFrVl	BrouwershavenZe	Bryne	Buchinprohodgod	Bulgarian	BurenFr	BuurmalsenGl	Bygstad	Cajamarca	CallantsoogNH	CanadianEnglish	Caparevosand	Caraz	CentralGermanCologne	CentralGermanHonigberg	CentralGermanLuxembourg	CentralGermanMurrhardt	Cerlatez	CerneuxPequignot	Cerovicakjust	Champery	Changsha	Charnex	ChateaudOex	ChauxduMilieu	Chavin	Chengdu	Chepelareasgr	Chernogorovopaz	Chernomorecbs	Chevroux	Chimborazo	Chukovecradom	Cochabamba	Collex	Collombey	Commugny	Conthey	Corcelles	Corongo	CoteauxFees	Court	Courtedoux	Courtepin	Cuzco	Czech	Danish	Dashi	DenHoornNH	Dermanciluk	Develier	Devenciluk	Devesilicakrgr	Dichinvtarn	Dinevohask	Divaslatinamont	Divdjadovoshum	Dobarskorazl	Dobroselectopgr	Dobroslavcisof	Dobrotinogd	Dokka	Dolnabeshovicavrach	Dolnadikanjaradom	Dolnamelnatran	Dolnariksamont	Dolnasrudenabel	Dolnibogrovsof	Dolnolevskipan	Dompierre	Dorkovovelgr	Dovre	Drabishnaivgr	Dragizhevovtarn	Dragodanovosliv	Dragoevopresl	Dragojchincikjust	Dutch	DutchAntwerp	DutchLimburg	DutchOstend	Ega	Eggesbneset	Elnesvagen	Elovdolpk	English	EnglishBuckie	EnglishLindisfarne	EnglishLiverpool	EnglishLondon	EnglishNorthCarolina	EnglishSingapore	EnglishTyrone	Eninakaz	Enqi	Eryuan	Evolene	Ezerovoparvom	Fagerhaug	Faroese	Flate	FoldvikBrunlanes	French	Fully	Furenvrach	Fuzhou	Fyllingsdalen	Fyresdal	Gabarebslat	Gabraelpel	Galatatetev	Ganchovecdrjan	Garmengd	Garvansil	Gegapetr	German	Gjra	Glozheneorjah	Golemarakovicaelpel	Golemomalovosliven	Golicavarn	Goljamazheljaznatetev	Goljamoshivachevosliv	Gongxing	Gornarosicasevl	Gornivarpishtadrjan	GouderakZH	Govedarcisam	Gradecvd	Grimentz	Grone	Guangzhou	Guiyang	HaamstedeZe	Hachijo	Hafrsfjord	Haikou	Halden	Hangzhou	Harbin	Hefei	Heqing	Hermance	HighGermanBiel	HighGermanBodensee	HighGermanGraubuenden	HighGermanHerrlisheim	HighGermanNorthAlsace	HighGermanOrtisei	HighGermanTuebingen	HighGermanWalser	Hisy	Hohhot	HolwerdFr	Huancane	Huancavelica	Huancayo	Huhlaivgr	HumbeekBeBr	Hundvag	Hvojnaasgr	Icelandic	IndianEnglishDelhi	Indzhevojvodamtarn	IngenGl	Inkawasi	Italian	Ivanskishum	Izvorovoharm	Jaqaru	Javorovoasgr	Jianchuan	Jianou	Jinan	Jinman	Jinxing	JuganKhanti	Kagoshima	Kaldfarnes	Kalipetrovosil	Kalojanovoplov	KantensGn	Karaisenpavl	Karanovoajt	Kaspichannp	Kawki	KazimKhanti	KerkradeLb	KnokkeBeWv	Kochi	KoedijkNH	KoekelareBeWv	Koljumarinovochirp	KondaKhanti	KondaMansi	Konskabrezn	Kopilovcimont	Koprivshticapird	Kortennzag	KortrijkBeWv	Kosteneciht	Kovachevcisam	Kozichinopom	Kramolinsevl	Kraveniksevl	Kretavrach	Kristiansand	Krivnjarazgr	KrogtoftBorge	Kunming	Kyoto	LAuberson	Laconnex	Ladino	Lamboing	Landeron	Lanping	Lanzhou	LeSentier	LeermensGn	Levunovosand	LiesFr	Ligurian	LikrisovskojeKhanti	Liljachevr	Lillehammer	Lipnicabotgr	Ljubenovamahalanzag	Loboshrad	LombardEast	LombardWest	Lomnes	Longirod	Lourtier	LowGermanAchterhoek	LowGermanBargstedt	LowerLozvaMansi	Lozensof	Luobenzhuo	Malomirovoelh	MalyjJuganKhanti	Mandal	Marchaevosof	Marikostinovopetr	Markovoshum	Martigny	Mazhelong	MeerbeekBeBr	Meixian	Merdanjavtarn	Merichlerichirp	MiddleLozvaMansi	MidslandFr	Miege	Mihalcipavl	Milchinalakakul	Miyako	Molde	Momchilovcismol	Mominabanjapl	Mominaklisurapz	Momkovosvgr	Montalchez	Montbovon	Montpreveyres	MoorsledeBeWv	MouscronBe	Mrkved	Mugladev	Murist	MusselGn	NaasEide	Nanchang	Nanjing	Nanning	NazarethBeOv	Nendaz	NewZealandEnglishAuckland	NieurletFrVl	NigerianEnglishIgbo	NijeholtpadeFr	NijmegenGl	Nikolovohask	Nikolovolipnikrus	NizjamKhanti	Noevcibrezn	Noiraigue	Nordstrand	NorthMansi	NorwegianStavanger	Novalovchagd	Novanadezhdahs	Novoselotrojan	ObdorskKhanti	Occitan	Ognenkarn	Oki	Omarchevonzag	OoikeBeOv	OostendeBeWv	OosterendFr	Opanstzag	Orkanger	OrmontDessus	Orsieres	Oruro	Orvin	Osenecrazgr	OudeschootFr	Panagjurishtegd	Paskalevecpavl	Pavelskoasgr	Pelatikovokjust	PelimkaMansi	Petarnicaplev	Pevectarg	PiershilZH	Pingyao	Plagne	Plakovovt	Podviskarn	Polish	PoperingeBeWv	Pozharevotutr	Prahins	ProtoGermanic	Puno	Qiliqiao	Qingdao	Rabishabelgr	Radovenevr	Rakevovr	Rakovicakul	Ranilugtryn	RaundalenFagnastl	Razboishtegod	RenkumGl	Roche	Russian	Russland	Ruzhincibelgr	Sadinapop	Sado	Sandnessjen	Saparevodup	Savagnier	Saviese	SchagenNH	ScheveningenZH	SchinnenLb	Scottish	Sekirovoplov	Selfors	Semsalves	Senokosblgr	Serbian	Sestrinopetr	Shanghai	Shantou	SherkaliKhanti	Shexian	Shipkakaz	Shirokalakadev	Shirokidolsam	Shtipskoprov	Shuri	SilvoldeGl	SinjaKhanti	SintAnnenGn	Skobelevosliv	Slaveinosmol	Slavjanovoplev	SlotenFr	SmildeDr	Smochevodupn	Smolskopird	Solishtadev	Sombeval	Sortland	SouthAfricanEnglishJohannisburg	Sredeczlgr	Srkjosen	StGingolph	Sta	Stakevciblgr	Stambolovohask	Stange	Stanghelle	Starmenbel	Stjrdal	Stjrdalshalsen	Stoilovomt	Straldzhajamb	Stre	Stroevoplov	Sucre	Sugiez	Suhindolvtarn	Sushicablgr	Suzhou	Svetlinatopgr	Svirkovoharm	SwedishSkane	SwedishStockholm	Taibei	Taiyuan	Taoyuan	Taquile	TavdaMansi	Tena	TerApelGn	Tianjin	Tihomirkrgr	Tihomirovostzag	Tiwanaku	Tjtta	Tokyo	Topolchanesliv	Trancovicanik	Trastenikplev	TremjuganKhanti	Troms	Trondheim	Tunxi	Tuoluo	Tynsetsentrum	UlftGl	Undheim	UpperDemjankaKhanti	Urumqi	Ustovosm	Vabelnik	VakhKhanti	Vaklinovogd	Valchepolesvgr	Vallorbe	ValthermondDr	Varbicapresl	Varbovoblgr	Varduntarg	VarsseveldGl	VartovskojeKhanti	Varvarapaz	Vasiljovotetev	VasjuganKhanti	Vaugondry	Velkovcipk	Venetian	VerkhneKalimskKhanti	Vermes	Vernier	Veyrier	VillarsleTerroir	Vinarovovid	Vinishtemont	Vladinjalov	Vodenelh	Vojnjagovokarl	Vracheshbotgr	Vranilovcigabr	Vresovoajt	Vullierens	WalshoutemBeBr	WaregemBeWv	WateringenZH	Wenzhou	WestFrisianGrou	WestTerschellingFr	WierumFr	WorkumFr	Wuhan	Xiamen	Xian	Xianggang	Xiangtan	Xiangyun	Xining	YiddishNewYork	Yinchuan	Yunlong	Zabardoasgr	Zabernovomt	Zamfirovoberk	Zanozheneberk	Zdravkovecgabr	Zelenigradtran	ZevenaarGl	Zhaltushaard	Zheglicavid	Zhelensvog	Zheljazkovosred	Zhengzhou	Zheravnakot	Zhoucheng	ZutendaalBeLb	ZuydcooteFrVl	ra
591_590_stand																																																																																																																																																																																																																										ɬ j oː ɬ j										ɬ ɔː ɬ j							t j oː t j																																															ɬ aː ɬ j																																												t ɔː t j																																																																											t ɔː t j								l ɔː j																																																					ɬ j ɔː ɬ j								t j oː t j																																																																				
592_591_star																																																																																																																																																																																																																										k oː s										χ ɵː s							χ uː s																														k oː s																	k oː s																																												χ uː s									χ oː s																																																																		χ uː s								χ uː s																																									q oː ɲ sʲ												k oː s								χ uː s				k ɔː s									k oː s			k ɔː s				k oː s																																																
593_531_stone																																																																																																																																																																																																																																												ə χʷ t ə s																																										əː χ t ə ʃ															ə χʷ t ə ʃ																																					aː χʷ t ə s																									ə χʷ t ə s																																																																																																																																																																																							
594_45_sun																																																																																																																																																																																																																										k a t ɬ										χ a t ɬ							χ a t	q o t ə l																													k a t θ													q a t ə l				k a t ɬ											q ɔ t ə l																																	χ a t ə l				χ ɔː t æ l					χ a t ə l																				q ɔ t ə l																																														χ a t ə l								χ a t ə l																																									q ɔ t ə l												k a t ɬ								χ a t																																																																				
595_374_swim																																																																																																																																																																																																																																				w ɵː s j							uː t j																																																																																											uː s j									oː s j																																																																		uː s j								uː s j																																																													uː t j				ɔː t j																																																																
596_39_tail																																																																																																																																																																																																																										ɬ e ɣ										ɬ i w							t e ɣ	l ɨː																													θ e ɣ													l iː				ɬ e ɣ											l ɨː																																	t i ɣ				l eːɨ ɣ																									l ɨː																																														t i ɣ								l i j																																																					ɬ e ɣ												l e ɣ									ɬ e ɣ			l e ɣ				l e ɣ																																																
597_26_tongue																																																																																																																																																																																																																										ɲ æː ɬ ə m										ɲ aː ɬ ə m							ɲ æː t ə m	ɲ i l ə m																													ɲ æː θ ə m													ɲ i l m				ɲ æː ɬ ə m											ɲ i l m																																	ɲ aː t ə m				ɲ e l m					ɲ æː l ə m																				ɲ i l ə m																																														ɲ aː t ə m								ɲ aː l ə m																																									ɲ i ʎ ə m												ɲ æː ɬ ə m								ɲ æː t ə m				ɲ æː l ə m									ɲ æː ɬ ə m			ɲ æː l ə m				ɲ æː l ə m																																																
598_592_walk																																																																																																																																																																																																																										m e n										m a n							m e n	m ə n i																																										m i n i															m i n i																																	m a n				m i n i					m æ n																				m i n i																																														m a n								m a n																																									m i ɲ æ n t												m e n								m e n				m e n												m e n				m e n																																																
599_32_bone																																																																																																																																																																																																																										ɬ o w										ɬ u w							t o w	l o																													θ o ɣ													l u ʃ m				ɬ o ɣʷ											l u																																	t u w				l u					l a w																				l u																																														t u w								l o w																																									l o ʃ ə m												ɬ o ɣʷ								t e w				l o ɣ									ɬ o ɣ			l o ɣ				l o ɣ																																																
59_41_woman								w a ɾ m i																																										w a ɾ m ɪ				w ɑ ɾ m i													w ɐ ɾ m ɪ						w a ɾ m i		w a ɾ m i						w ɐ ɾ m ɪ					w a ɾ m i																																																																																																														w ɐ ɾ m i	w a ɾ m i	w a l m i									w a ɾ m i				w ɐ ɾ m i																w ɐ ɾ m ɪ																																																																																																																								w a ɾ m i																					ɨ w a ɾ m ıiı/ɨi																																																																					w a ɾ m i												w a ɾ m ɪ		w ɐ ɾ m i					w a ɾ m i																																																																																		
5_4_four																																																																																																																																																																																																				p u s i															p ʊ ʃ ɪ																p u ʃ e																																																																																																																								p u s i																																																																																																													p u s i																																																																																		
600_113_heavy																																																																																																																																																																																																																										ɬ æː ɣ ə r t										ɬ aː w ə r t							t æː ɣ ə r t																														θ æː ɣ ə r t																	ɬ æː ɣ ə r t																																												t aː w ə r t																																																																											t aː ɣ ə r								l aː w ə r																																																					ɬ æː ɣ ə r t								t æː ɣ ə r t				l æː ɣ ə r t									ɬ æː ɣ ə r t			j æː ɣ ə r t				j æː ɣ ə r t																																																
601_62_breast																																																																																																																																																																																																																										m æ w ə ɬ										m eː w ə ɬ							m eː ɣ ə t	m ɔu l																													m æ ɣʷ ə θ													m aɨ l				m æ ɣʷ ə ɬ											m aɨ l																																	m eː w ə t				m a ɣ ɨ l					m eː w ə l																				m a ɣ ɨ l																																														m eː ɣ ə t								m eː w ə l																																									m əu l												m æ ɣʷ ə ɬ								m eː ɣ ə t				m œː ɣ ə l									m œ ɣ ə ɬ			m œː ɣ ə l				m œː ɣ ə l																																																
602_34_fingernail																																																																																																																																																																																																																										k œ n tʃ										k u ʃ							k o n tʃ	kʷ æ n s																													k œ ɳ tʃ													kʷ æ n ʃ				k œ ɳ tʃ											kʷ æ n ʃ																																	k u ʃ				kʷ o n s					k uː s																				kʷ æ n ʃ																																														k u ʃ								k u ʃ																																									k u n ʃ												k œ ɳ tʃ								k o n tʃ				k œ ɳ tʃ									k œ ɳ tʃ			k œ ɳ tʃ				k œ ɳ tʃ																																																
603_593_cloud																																																																																																																																																																																																																										p e ɬ ə ŋ										p a ɬ ə ŋ																																					p e θ ə ŋ																	p e ɬ ə ŋ																																												p a t ə ŋ									p æ l ə ŋ																																																																		p a t ə ŋ								p a l ə ŋ																																																					p e ɬ ə ŋ								p e t ə ŋ				p e l ə ŋ									p e ɬ ə ŋ			p e l ə ŋ				p e l ə ŋ																																																
604_75_cold																																																																																																																																																																																																																																				i s j k iː							e t j ə k																																																																																											i s j k ə									i s j k iː																																																																		i s j k ə								i s j k iː																																																													e t j ə k				e t j ə ɣ												e t j ə ɣ				e t j ə ɣ																																																
