Cognate_ID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	NorthernSgaw	ProtoKaren	SouthernPao	SouthernPwo	SouthernSgaw	WesternBwe
291.0_291_ten	cʰ ə ³³	tʰ ɨ ⁵³	ɕ i ⁵⁵	ɕ i ɦ ³¹	cʰ ei ³⁵	cʰ i ³³	cʰ ei ⁵⁵	ɕ i ɦ ³¹	cʰ ei ⁵³	cʰ i ⁵⁵	ʃ i ⁵⁵
292.0_292_tendon	tʰ w ɛ ¹¹	tʰ w a ŋ ¹¹			tʰ w ɛ̃ ³³	tʰ w ɔ ³¹	tʰ w a ɴ ¹¹		tʰ w ɔ̃ ⁵⁵	tʰ w ɔ ⁴⁵	
293.0_293_termite	p u ⁵⁵ + w ɛ ³³	p a ʔ ²¹ + ʔ u ⁵³		pʰ i ⁵⁵ + ʔ w a n ɦ ³¹	pʰ a ʔ ²¹ + ʔ ɔ̃ ⁵⁵	p ə ¹¹ + ʔ u ʔ ⁴⁵	b ə ʔ̚ ⁰ + ʔ w a ɴ ⁵⁵	p i ³³ + ʔ w a n ɦ ³¹	pʰ u ³³ + ʔ ɔ̃ ɦ ³¹	p ə ¹¹ + ʔ ɔu ʔ ²¹	
294.0_294_termitewinged	p i ¹¹	p i ¹¹	p i ¹¹ + ʔ i ¹¹	pʰ i ⁵³	pʰ ai ɦ ¹¹	p i ɦ ¹¹	b i ¹¹	p i ⁵⁵	pʰ ɛi ³³	p i ³¹	b ə ³³ + ʔ i ³³
295.0_295_termitemound	p l ɔ ¹¹	b l əu ¹¹	p l ə ¹¹	p l o ŋ ⁵⁵	pʰ l ãu ³³	b l ə̃ ³¹	p l o ŋ ¹¹	p l o ŋ ³³	pʰ l õu ³³		p l o ³³
296.0_296_thick	d o ³³	d ɨ ⁵³	d ʉ ⁵⁵	d ɨ n ɦ ³¹			ˀd w ɨ ɴ ⁵⁵	d w ə m ɦ ³¹			
297.0_297_thinasofcloth	b ɨ ³³	b ɨ ⁵³		b ə ɦ ³¹		b u ³³	ˀb ə ⁵⁵	b ə ɦ ³¹	b aə ɦ ³¹	b u ⁵⁵	
298.0_298_thousand	r i ³³	r e ⁵³	r e ⁵⁵	r e ŋ ɦ ³¹		k ə ¹¹ + tʰ o ³³	r̥ e ŋ ⁵⁵	r e ŋ ɦ ³¹	tʰ ɔ̃ ⁵³	tʰ u ⁵⁵	g ə ³³ + tʰ ɔ ⁵⁵
299.0_299_threadaneedle	t o ¹¹	t u ¹¹	t u ¹¹	tʰ u ⁵³	tʰ ou ɦ ¹¹	t ɨ ɦ ¹¹	d ou ¹¹	t u ⁵⁵	tʰ ou ³³	t ɨ ³¹	d u ³³
3.0_3_arrive	t o ¹¹	t əɨ ¹¹	t ə ¹¹	tʰ ə ⁵⁵	tʰ ɔ ³¹	t ɨ ³³	d ə ¹¹	t ə ³³	tʰ o ⁵⁵	t ɨ ⁴⁵	d o ³³
30.0_30_boilv	pʰ o ³³	pʰ ɔ ⁵³	pʰ o ⁵⁵		pʰ ɔ ³⁵	kʰ l ɔ ³³	pʰ r ɔ ⁵⁵		pʰ o ⁵³	pʰ ɔ ⁵⁵	a ⁵⁵ + pʰ r ɔ ³³
300.0_300_three	s ɔ ³³	θ ə ⁵³	s ə ⁵⁵	s ə m ɦ ³¹	s ɑ̃ ³⁵	s ə ³³	s ə m ⁵⁵	s ə m ɦ ³¹	s ə̃ ⁵³	s ə ⁵⁵	θ o ⁵⁵
301.0_301_tick	kʰ ə ¹¹	kʰ ɨ ¹¹	kʰ i ¹¹		kʰ ei ³³	kʰ i ³¹	kʰ ei ¹¹		kʰ ei ⁵⁵	kʰ i ⁴⁵	kʰ i ³³
302.0_302_tieastring	c ɔ ³³	c ə ⁵³	c ə ⁵⁵	c ə ŋ ɦ ³¹	c ɑ̃ ⁵⁵	c ə ³³	c ə ŋ ⁵⁵	c ə ŋ ɦ ³¹	c ə̃ ɦ ³¹	c ə ⁵⁵	c o ⁵⁵
303.0_303_tiger	kʰ i ³³	kʰ ai ⁵³	kʰ i ⁵⁵	kʰ e ɦ ³¹	kʰ i ³⁵	kʰ e ³³ + j ɨ ¹¹	kʰ e ⁵⁵	kʰ e ɦ ³¹	kʰ i ⁵³		kʰ i ⁵⁵
304.0_304_tilted	kʰ i ³³	kʰ i ⁵³	kʰ i ⁵⁵	kʰ i ŋ ⁵⁵	kʰ ãi ³⁵	kʰ i ³³	kʰ i ŋ ⁵⁵	kʰ i ŋ ³³	kʰ ɛ̃i ⁵³		
305.0_305_toad	d i ¹¹ + s o ¹¹	d ai ¹¹ + θ u ¹¹	d i ¹¹ + s u ¹¹	d e ⁵⁵ + s u ⁵⁵	d i ³³ + s ou ³³	d e ³¹ + s ɨ ³¹	ˀd e ¹¹ + s ou ¹¹	d e ³³ + s u ³³	d i ⁵⁵ + s ou ⁵⁵	d e ⁴⁵ + s ɨ ⁴⁵	ɗ i ³³ + θ u ³³
306.0_306_tomorrow	p a ⁵⁵ + r o ¹¹		m ɨ ¹¹ + r o ³³	m ɨ ⁵³ + r au ³³	kʰ ɛ ¹¹ + ɣ ɔ ⁵⁵	l ə ʔ ⁴⁵ + ɣ ɔ ³³	r ɔ ⁵⁵	m ɨ ⁵⁵ + r au ⁵³		ɣ ɔ ³³	
307.0_307_tongue	p l i ¹¹	p l ai ³³	p l i ³³	pʰ l e ³³	pʰ l i ⁵⁵	p l e ³³	b l e ⁵⁵	p l e ⁵³	pʰ l i ɦ ³¹	p l e ³³	b l i ¹¹
308.0_308_torn	t ɨ ³³	t u ʔ ²¹	t u ³³	tʰ ɛ ʔ ⁴⁵	tʰ e ʔ ²¹	t ɛ ʔ ²¹	d ɛ ʔ̚ ⁵¹	t ɛ ʔ ⁴⁵	tʰ e ʔ ⁴⁵	t ɛ ɦ ¹¹	d ɛ ³³
309.0_309_tortoise	kʰ l i ⁵⁵	kʰ l ɨ ʔ ⁴⁵	kʰ l i ³³	kʰ l e ʔ ²¹	kʰ l ai ʔ ⁴⁵	kʰ l i ʔ ⁴⁵	kʰ l i ʔ̚ ⁵¹	kʰ l i ʔ ²¹	kʰ l ai ʔ ³¹	kʰ l ai ʔ ²¹	kʰ l i ³³
31.0_31_bone	kʰ r w i ⁵⁵	cʰ w i ʔ ⁴⁵	cʰ u ³³	cʰ u t ²¹	x ei ³³	x i ³³	kʰ r w i t ⁵¹	cʰ əu t ²¹	x w i ⁵⁵	x i ⁵⁵	kʰ w i ³³
310.0_310_tread	j e ¹¹	ɟ a ŋ ¹¹		j a m ⁵³	j ã ɦ ¹¹	j ɔ̃ ɦ ¹¹	j a m ¹¹	j a m ⁵⁵	j ɔ̃ ³³	j ɔ ³¹	j ɛ ³³
311.0_311_trunkofatreefirewood	m ɔ ¹¹	m ə ¹¹	m ə ¹¹	m ɨ ŋ ⁵³	m ɑ̃ ɦ ¹¹	m ɨ ɦ ¹¹	m ə ŋ ¹¹	m ə ŋ ⁵⁵			
312.0_312_trunkofanelephant	m o ¹¹	m ɔ ³³			m l ɔ̃ ⁵⁵	k ə ¹¹ + m l ɔ ³³	k ə ⁰ + m l ɔ ɴ ⁵⁵	m ɔ ⁵³	m l õ ɦ ³¹	m l u ³³	b l ɔ ¹¹
313.0_313_two	n ə ³³	ŋ ɨ ⁵³	kʰ i ⁵⁵	n i ɦ ³¹	kʰ ei ³⁵	kʰ i ³³	kʰ ə ⁰ + n̥ ei ⁵⁵	n i ɦ ³¹	n ei ⁵³	kʰ i ⁵⁵	kʰ i ⁵⁵
314.0_314_urine	cʰ ə ¹¹		cʰ i ¹¹	ɕ i ⁵⁵	cʰ ei ³³	cʰ i ³¹	cʰ ei ¹¹	ɕ i ³³	cʰ ei ⁵⁵	cʰ i ⁴⁵	ʃ i ³³
315.0_315_vagina	l i ¹¹		l i ¹¹	l i n ⁵³	l ãi ɦ ¹¹	l i ɦ ¹¹	l i n ¹¹	l i m ⁵⁵	l ɛĩ ³³	l i ³¹	
316.0_316_vomitv	pʰ r ɛ ⁵⁵	pʰ r au ʔ ⁴⁵	p r o ³³	p r ɔ ʔ ²¹	p j o ʔ ⁴⁵	b ɣ ɔ ʔ ⁴⁵	p r ɔ ʔ̚ ⁵¹	p r ɔ ʔ ²¹	p j u ʔ ²¹	b ɣ o ʔ ²¹	p ɔ ³³
317.0_317_vulture	l ɛ ¹¹ + t e ³³		l ɔ ¹¹ + t ɔ ³³	l a ŋ ⁵⁵ + tʰ a ʔ ⁴⁵	l ɛ̃ ³⁵ + k a ʔ ²¹ + tʰ a ʔ ²¹	l ɔ̃ ³³ + k ə ¹¹ + t a ʔ ²¹	l̥ a ŋ ¹¹ + k ə ʔ̚ ⁰ + d a ʔ̚ ⁵¹	l a ŋ ³³ + t a ʔ ⁴⁵	l ɔ̃ ⁵³ + k a ʔ ²¹ + tʰ a ʔ ⁴⁵	l ɔ ³³ + k ə ¹¹ + t a ʔ ɦ ¹¹	l a ³³ + d a ⁵⁵
318.0_318_waist				d e ɦ ³¹	j a ¹¹ + d i ⁵⁵	j ɔ ¹¹ + d e ³³	j ə ⁰ + ˀd e ⁵⁵	d e ɦ ³¹	j ɑ̃ ³³ + d i ɦ ³¹	j ɔ ³¹ + d e ⁵⁵	j a ³³ + ɗ i ⁵⁵
319.0_319_wart	tʰ ɨ ⁵⁵		tʰ ɨ ³³		tʰ au ʔ ⁴⁵	tʰ u ʔ ⁴⁵	tʰ u ʔ̚ ⁵¹		tʰ ɔu ʔ ³¹	tʰ ɔu ʔ ²¹	
32.0_32_braid	s ə ¹¹		s i ¹¹	s i ⁵⁵	s ei ³³	s i ³¹	s r ei ¹¹	s i ³³	θ ei ⁵⁵		θ r e ³³
320.0_320_warm	l e ¹¹	l a ŋ ³³	l ɔ ³³		l ã ⁵⁵	k ə ¹¹ + l ɔ̃ ³³	l a m ⁵⁵	l a m ⁵³	l ɔ̃ ɦ ³¹	l ɔ ³³	l ɛ ³³
321.0_321_washtheface	p l e ¹¹	p l a ¹¹	p l a ¹¹	pʰ l a ⁵³	pʰ l a ɦ ¹¹	p l a ɦ ¹¹	b l a ¹¹	p l a ⁵⁵	pʰ l a ³³	p l a ³¹	b l ɛ ³³
322.0_322_washclothes	cʰ o ¹¹	cʰ u ¹¹	cʰ u ¹¹	p a ʔ ²¹ + cʰ u ⁵⁵		cʰ ɣ ɨ ³¹	cʰ r ou ¹¹	cʰ u ³³		cʰ ɣ ɨ ⁴⁵	
323.0_323_wasp	d i ³³	d au ʔ ⁴⁵ + d ai ⁵³	d i ³³	k a ʔ ²¹ + d e ɦ ³¹	tʰ ɑ̃ ¹¹ + d i ⁵⁵	t ə ¹¹ + d e ³³	d ə ŋ ⁵⁵ + ˀd e ⁵⁵		tʰ ə̃ ³³ + d i ɦ ³¹	t ɨ ³¹ + d e ⁵⁵	
324.0_324_water	tʰ ə ³³	tʰ ɨ ⁵³	tʰ i ⁵⁵	tʰ i ɦ ³¹	tʰ ei ³⁵	tʰ i ³³	tʰ ei ⁵⁵	tʰ i ɦ ³¹	tʰ ei ⁵³	tʰ i ⁵⁵	tʰ i ⁵⁵
325.0_325_wearashoulderbag	cʰ a ³³	ɕ i ⁵³	ɕ i ⁵⁵	cʰ ɛ ŋ ɦ ³¹	cʰ ãi ³⁵	cʰ e ³³ + tʰ ə̃ ³¹	cʰ ɛ ŋ ⁵⁵	cʰ ɛ ŋ ɦ ³¹	cʰ w ãi ⁵³	cʰ i ⁵⁵	
326.0_326_weaveclothloom	tʰ e ³³	tʰ a ¹¹	tʰ a ¹¹		tʰ a ³³	tʰ a ³¹	tʰ a ¹¹	tʰ a ³³	tʰ a ⁵⁵	tʰ a ⁴⁵	
327.0_327_weavebaskets	tʰ a ³³	tʰ i ⁵³	tʰ i ⁵⁵	tʰ ɛ ŋ ɦ ³¹	tʰ ãi ³⁵	tʰ e ³³	tʰ ɛ ŋ ⁵⁵	tʰ ɛ ŋ ɦ ³¹	tʰ ãi ⁵³	tʰ i ⁵⁵	tʰ e ⁵⁵
328.0_328_weevil	r ɔ ¹¹	r əu ¹¹	r ə ¹¹	r o ŋ ⁵³	ɣ ãu ¹¹	ɣ ə ɦ ¹¹	r o ŋ ¹¹	r o ŋ ⁵⁵	β õu ³³	ɣ ɨ ³¹	
329.0_329_wet	c o ¹¹	c au ¹¹	c o ¹¹	c au ⁵⁵	c ɔ ³³	b a ³¹ + c ɔ ³¹	c ɔ ¹¹	c au ³³	c o ⁵⁵	c ɔ ⁴⁵	c ɔ ³³
33.0_33_brain	kʰ u ¹¹ + n ɔ ³³	n ɔ ʔ ²¹	kʰ u ³³ + n ə ³³	ʔ u ⁵⁵ + n o k ⁴⁵	kʰ u ⁵⁵ + n au ʔ ²¹	kʰ o ³¹ + n u ʔ ²¹	kʰ o ⁵⁵ + n o k̚ ⁵¹	ʔ a ⁵⁵ + n u ʔ ⁴⁵	kʰ u ⁵⁵ + n ɔu ʔ ⁴⁵	kʰ u ʔ ⁴⁵ + n ɔu ɦ ¹¹	n o ¹¹
330.0_330_white	b u ³³	b au ⁵³	b u ⁵⁵	b w a ɦ ³¹		k w a ³³	ˀb w ua ⁵⁵	b w a ɦ ³¹	k w a ɦ ³¹	w a ⁵⁵	ɓ ʊ ⁵⁵
331.0_331_wide	l ɛ ¹¹	l ɛ ¹¹	l ɛ ¹¹	l ai ⁵³	l ɛ ɦ ¹¹	l ɛ ɦ ¹¹	l ɛ ¹¹	l ai ⁵⁵	l ɛ ³³	l ɛ ³¹	l a ³³ + l ɛ ³³
332.0_332_wife	m e ³³	m a ⁵³	m a ⁵⁵	m a ɦ ³¹	m a ³⁵	m a ³³	m̥ a ⁵⁵	m a ɦ ³¹	m a ⁵³	m a ⁵⁵	m ɛ ⁵⁵
333.0_333_wild	m i ¹¹	m i ³³	m i ³³	m i ³³	m ei ⁵⁵	m i ³³	m i ⁵⁵	m i ⁵³	m ei ɦ ³¹	m i ³³	
334.0_334_win	n ɨ ¹¹	n ɨ ³³		n ə ŋ ³³	n ɑ̃ ⁵⁵	n ə ³³	n ɨ ŋ ⁵⁵	n ə ŋ ⁵³	n ə̃ɨ ɦ ³¹	n ɨ ³³	
335.0_335_wing	d a ⁵⁵		d e ³³	d e ʔ ²¹	d ai ʔ ⁴⁵	d i ʔ ⁴⁵ + cʰ e ³³	ˀd e ʔ̚ ⁵¹	d i ʔ ²¹	d ai ʔ ³¹	d ai ʔ ²¹	ɗ e ³³
336.0_336_wrongmistakeerror			m a ¹¹	m a ⁵⁵		k ə ¹¹ + m a ³¹	g ə ⁰ + m̥ a ¹¹	m a ³³	m a ⁵⁵	m a ⁴⁵	g ə ³³ + m ɛ ³³
337.0_337_yampotato		n w ɛ ¹¹	n ɛ ¹¹	n w ɛ ⁵⁵	n ɛ ³³	n w ɛ ɦ ¹¹	n̥ w ɛ ¹¹	n w ɛ ³³	n ɛ ⁵⁵	n w ɛ ⁴⁵	n w ɛ ³³
338.0_338_year	n a ¹¹	n e ¹¹	d e ¹¹	n e ŋ ⁵⁵	n ãi ³³	n ĩ ³¹	n̥ e ŋ ¹¹	n e ŋ ³³	n ɛĩ ⁵⁵	n i ⁴⁵	ɗ e ³³
339.0_339_yellow	b ɛ ³³	b a ŋ ⁵³	b ɔ ⁵⁵		b ɛ̃ ⁵⁵	b ɔ̃ ³³	ˀb a ŋ ⁵⁵		b ɔ̃ ɦ ³¹	b ɔ ⁵⁵	
34.0_34_branchaff	pʰ i ³³	pʰ ai ⁵³	pʰ i ⁵⁵	pʰ e ɦ ³¹	pʰ i ³⁵	pʰ e ³³	pʰ e ⁵⁵	pʰ e ɦ ³¹	pʰ i ⁵³	pʰ e ⁵⁵	
340.0_340_yes	m a ¹¹	m w ɛ ¹¹	m ɛ ¹¹	m w ɛ ⁵³	m ɛ ɦ ¹¹	m e ɦ ¹¹	m w ɛ ¹¹	m w ɛ ⁵⁵	m w ɛ ³³	m ɛ ³¹	
341.0_341_youngsofttender	c e ¹¹	c a ¹¹	c a ¹¹	cʰ a ⁵³			ɟ a ¹¹	c a ⁵⁵		c a ³¹	j ɛ ³³
35.0_35_breasts	n u ¹¹	n u ¹¹	n u ¹¹		n u ɦ ¹¹	n u ɦ ¹¹	n u ¹¹		n u ³³	n u ³¹	n u ³³
36.0_36_brokensplitseparate	pʰ e ⁵⁵	pʰ a ʔ ⁴⁵	pʰ ɔ ³³	p a ʔ ²¹	pʰ a ʔ ⁴⁵	pʰ a ʔ ⁴⁵	p a ʔ̚ ⁵¹	p a ʔ ²¹	pʰ a ʔ ²¹	pʰ a ʔ ²¹	pʰ a ³³
37.0_37_buffalo	p e ⁵⁵ + n e ¹¹	b u ʔ ⁴⁵ + n a ¹¹	p a ³³ + n a ¹¹	p a ʔ ²¹ + n a ⁵³	p a ʔ ²¹ + n a ɦ ¹¹	p ə ³³ + n a ɦ ¹¹	p ə ʔ̚ ⁰ + n a ¹¹	p a ʔ ²¹ + n a ⁵⁵	p ə ʔ ²¹ + n a ³³	p ə ¹¹ + n a ³¹	b ə ³³ + n ɛ ³³
38.0_38_buy	pʰ r i ¹¹	p r ai ³³	p r i ³³	pʰ r e ³³		p ɣ e ³³	b r e ⁵⁵	pʰ r e ⁵³		p ɣ e ³³	a ⁵⁵ + b w ɪ ³³
39.0_39_caress	pʰ ɨ ³³	pʰ w a ŋ ⁵³	pʰ u ⁵⁵	pʰ r ɨ ⁵⁵	pʰ ã ³⁵	pʰ ɣ u ³³	pʰ r u ɴ ⁵⁵	p w ə m ³³	pʰ õ ⁵⁵	pʰ u ⁵⁵	
4.0_4_arrowdart	p l e ¹¹	p l a ¹¹	p l a ¹¹	pʰ l a ⁵³	pʰ l a ɦ ¹¹	p l a ɦ ¹¹	b l a ¹¹	p l a ⁵⁵	pʰ l a ³³	p l a ³¹	b l ɛ ³³
40.0_40_carryontheback			pʰ ɨ ¹¹		p əɨ̯ ³³		p ɨ ¹¹		p ɨ ⁵⁵	pʰ ɨ ⁴⁵	pʰ u ³³
41.0_41_caterpillar	s i ⁵⁵	θ ɨ ʔ ⁴⁵	s i ³³	s e ʔ ²¹	s ɨ ³⁵	s i ʔ ⁴⁵	s i ʔ ⁵¹	s i ʔ ²¹	θ ai ʔ ²¹	s ai ʔ ²¹	θ a ³³
42.0_42_catfish	k u ¹¹	k u ⁵³	k u ¹¹	k u ɦ ³¹			k u ⁵⁵	k u ɦ ³¹	k u ⁵⁵	k u ⁴⁵	
43.0_43_carapaceshell	ʔ a ¹¹ + k ɔ ³³	k o ⁵³	ʔ a ¹¹ + k ɨ ⁵⁵		ʔ a ¹¹ + k ou̯ ⁵⁵	k ɨ ʔ ⁴⁵	k ɨ ⁵⁵		k u ɦ ³¹	k ɨ ⁵⁵	k o ⁵⁵
44.0_44_centipede		t a ʔ ¹¹ + b a ŋ ⁵³		t a ʔ ⁴⁵ + b a ŋ ɦ ³¹		d a ʔ ⁴⁵ + b ɔ̃ ³³	t a ʔ̚ ⁵¹ + ˀb a ŋ ⁵⁵	t a ʔ ⁴⁵ + b a ŋ ɦ ³¹	d a ʔ ⁴⁵ + b ɔ̃ ɦ ³¹	d a ʔ ¹¹ + b ɔ ⁵⁵	
45.0_45_chameleon	kʰ w i ¹¹	kʰ w i ¹¹	kʰ w i ¹¹	kʰ w i ⁵⁵	kʰ w i ³³	kʰ w i ³¹	kʰ w i ¹¹	kʰ w i ³³	kʰ w i ⁵⁵	kʰ w i ⁴⁵	kʰ w i ³³
46.0_46_charcoal	s u ¹¹	θ au ¹¹	s u ¹¹	s w a ⁵⁵	s w a ³³	s w a ³¹	s w ua ¹¹	s w a ³³	θ w a ⁵⁵	s w a ⁴⁵	
47.0_47_chicken	cʰ ɛ ³³	ɕ a ŋ ⁵³	ɕ ɔ ⁵⁵	ɕ j a n ɦ ³¹	cʰ ɛ̃ ³⁵	cʰ ɔ ³³	cʰ j a ɴ ⁵⁵	ɕ j a n ɦ ³¹	cʰ ɔ̃ ⁵³	cʰ ɔ ⁵⁵	ʃ a ⁵⁵
48.0_48_chilipepperpungent	h ɛ ⁵⁵	h ɛ ʔ ⁴⁵	h ɛ ³³	h a t ²¹		h ɛ ³³	h a t̚ ⁵¹	h a p ²¹	ɣ ɛ ⁵⁵	h ɛ ⁵⁵	h ɛ ³³
49.0_49_chinjaw	kʰ e ¹¹	kʰ a ¹¹	kʰ a ¹¹	kʰ a ⁵⁵	kʰ a ³³	kʰ a ³¹	kʰ a ¹¹	kʰ a ³³	kʰ a ⁵⁵	kʰ a ⁴⁵	kʰ ɛ ³³
5.0_5_ascendgouprise	tʰ ɛ ¹¹	tʰ a ŋ ¹¹	h ɔ ¹¹	tʰ a ŋ ⁵⁵	tʰ ɛ̃ ³³	tʰ ɔ̃ ³¹	tʰ a ŋ ¹¹	tʰ a ŋ ³³	tʰ ɔ̃ ⁵⁵	tʰ ɔ ⁴⁵	tʰ a ³³
50.0_50_cicada	j a ¹¹	j ai ³³		ŋ j ai ³³	j ai ⁵⁵	j e ³³	ŋ j ai ⁵⁵		j ai ɦ ³¹		
51.0_51_civetcat		tʰ u ¹¹	tʰ u ¹¹				tʰ u ¹¹		tʰ u ʔ ²¹ + tʰ õ ɦ ³¹		tʰ u ³³
52.0_52_classifierhandofbananas	s ə ¹¹	θ ɨ ¹¹	s i ¹¹	s i ⁵⁵	s ei ³³	s i ³¹	s ei ¹¹	s i ³³		s i ⁴⁵	
53.0_53_classifierforflatobjects	b e ¹¹	b a ¹¹	b a ¹¹	b a ⁵⁵	b ai ³³	b e ³¹	ˀb a ¹¹	b a ³³	b ai ⁵⁵	b i ⁴⁵	
54.0_54_classifierforpeoplepersons	pʰ r e ¹¹	p r a ³³	p r a ³³	pʰ r a ³³	p ɣ a ⁵⁵	p ɣ a ³³	b r a ⁵⁵	pʰ r a ⁵³	p ɣ a ɦ ³¹	p ɣ a ³³	
55.0_55_classifierforapieceofmeatcakeetc	p l ɔ ¹¹		p l o ¹¹	p l ɔ ŋ ⁵⁵	pʰ l ɔ̃ ³³	b l õ ³¹	p l ɔ ŋ ¹¹		pʰ l õ ⁵⁵	b l u ⁴⁵	
56.0_56_classifierforplantsegbambooricebananaetcclumpsclusters		kʰ au ¹¹			kʰ u ³³	kʰ o ³¹	kʰ o ¹¹		kʰ u ⁵⁵	kʰ u ⁴⁵	
57.0_57_classfierforroundobjects	pʰ l ɔ ¹¹	pʰ l əu ¹¹	pʰ l ə ¹¹	pʰ l o ŋ ⁵⁵	pʰ l ãu ³³	pʰ l ə̃ ³¹	pʰ l o ŋ ¹¹	pʰ l o ŋ ³³	pʰ l õu ⁵⁵	pʰ l ɨ ⁴⁵	
58.0_58_classifierforlongobjects	b o ³³	b ɔ ⁵³	b o ⁵⁵		b ɔ̃ ⁵⁵	b o ³³	ˀb ɔ ɴ ⁵⁵		b õ ɦ ³¹	b u ⁵⁵	
59.0_59_classifierforfourleggedanimals	d o ³³	d əɨ ⁵³	d ə ⁵⁵		d əɨ ⁵⁵	d ɨ ³³	ˀd ə ⁵⁵		d ɨ ɦ ³¹	d ɨ ⁵⁵	
6.0_6_ashesfireplace	pʰ e ¹¹	pʰ a ¹¹	pʰ a ¹¹	pʰ a ⁵⁵		pʰ a ³¹	pʰ a ¹¹	pʰ a ³³		pʰ a ⁴⁵	
60.0_60_closeoneseyes		b i ¹¹	b i ¹¹		b ei ³³	b ĩ ³¹	ˀb i ¹¹		b ei ⁵⁵	b i ⁴⁵	
61.0_61_combv	kʰ w i ⁵⁵	kʰ w i ʔ ⁴⁵	w i ³³	w u t ²¹	kʰ w i ³⁵	kʰ w i ³³	kʰ w i t ⁵¹		kʰ w i ⁵³	kʰ w i ⁵⁵	kʰ w i ³³
62.0_62_cottonthread	l o ¹¹	l u ¹¹	l u ¹¹	l u ⁵⁵	l ou ³³	l ɨ ³¹	l̥ ou ¹¹	l u ³³	l ou ⁵⁵	l ɨ ⁴⁵	l u ³³
63.0_63_coughv	kʰ ɨ ⁵⁵	kʰ u ʔ ⁴⁵	kʰ ɨ ³³	kʰ u k ²¹	kʰ au ʔ ⁴⁵	kʰ u ʔ ⁴⁵	kʰ u k̚ ⁵¹		kʰ ɔu ʔ ³¹	kʰ ɔu ʔ ²¹	θ ə ⁵⁵ + kʰ u ³³
64.0_64_crab	cʰ w a ¹¹	cʰ w ɛ ¹¹	cʰ ɛ ¹¹	cʰ w ɛ ⁵⁵	cʰ w ɛ ³³	cʰ w ɛ ³¹	cʰ w ɛ ¹¹	cʰ w ɛ ³³	cʰ w ɛ ⁵⁵	cʰ w ɛ ⁴⁵	ʃ w ɛ ³³
65.0_65_cricket	k i ³³	k i ⁵³	k i ⁵⁵	k i ɦ ³¹		s ə ¹¹ + k i ³³	s ə ⁰ + k i ⁵⁵	k i ɦ ³¹		t ə ¹¹ + k i ⁵⁵	
66.0_66_crocodile			m a ¹¹		m a ³³	s ə ³³ + m a ³¹	s ə ⁰ + m̥ a ¹¹		m a ⁵⁵	m a ⁴⁵	θ ə ³³ + m ɛ ³³
67.0_67_cropoffowlgizzard	k ɛ ³³ + n i ³³		k i ¹¹ + n i ⁵⁵		n ei ³⁵	k ə ¹¹ + n i ³³	k ə ⁰ + n̥ i ⁵⁵		n ei ⁵³	n i ⁵⁵	k ə ⁵⁵ + n i ⁵⁵
68.0_68_crossv	kʰ ɛ ³³		kʰ ɔ ⁵⁵		kʰ ɛ̃ ³⁵	kʰ ɔ ³³	kʰ a ɴ ⁵⁵		kʰ ɔ̃ ⁵³	kʰ ɔ ⁵⁵	
69.0_69_crossbow	kʰ l ə ¹¹		kʰ l i ¹¹	kʰ l i ⁵⁵	kʰ l ei ³³	kʰ l i ³¹	kʰ l ei ¹¹	kʰ l i ³³	kʰ l ei ⁵⁵	kʰ l i ⁴⁵	kʰ l i ³³
7.0_7_astringent	kʰ j a ⁵⁵	kʰ i ʔ ⁴⁵		kʰ j a ʔ ²¹	k ai ʔ ⁴⁵	k i ʔ ⁴⁵	k j a ʔ̚ ⁵¹		k ai ʔ ³¹	k ai ʔ ²¹	
70.0_70_crowv	ʔ u ¹¹		ʔ u ¹¹	ʔ o ⁵⁵	ʔ u ³³	ʔ ɔ ³¹ + ʔ o ³³	ʔ o ¹¹	ʔ o ³³	ʔ ɔ̃ ɦ ³¹ + ʔ u ⁵⁵	ʔ u ⁵⁵	o ³³
71.0_71_crushv	n o ¹¹		n o ¹¹		n ɔ̃ ³³	n õ ³¹	k ə ⁰ + n̥ ɔ ɴ ¹¹		n õ ⁵⁵	n u ⁴⁵	k ə ³³ + n ʊ ³³
72.0_72_cucumber	d ə ³³		d i ⁵⁵		d ei ⁵⁵	d i ³³	ˀd ei ⁵⁵	d i ɦ ³¹	d ei ɦ ³¹	d i ⁵⁵	ɗ i ⁵⁵
73.0_73_darklateevening	kʰ i ⁵⁵	kʰ ɨ ʔ ⁴⁵	kʰ i ³³	kʰ e ʔ ²¹	kʰ ai ʔ ⁴⁵	kʰ i ʔ ⁴⁵	kʰ i ʔ̚ ⁵¹	kʰ i ʔ ²¹	kʰ ai ʔ ³¹	kʰ ai ʔ ²¹	kʰ i ³³
74.0_74_daughterinlaw	d ɛ ¹¹	d ɛ ¹¹	d ɛ ¹¹		d ɛ ³³	d ɛ ³¹	ˀd ɛ ¹¹		d ɛ ⁵⁵	d ɛ ⁴⁵	ɗ ɛ ³³
75.0_75_day	n ə ¹¹		n i ³³	n i ³³	n ei ⁵⁵	n i ³³	n ei ⁵⁵	n i ⁵³	n ei ɦ ³¹	n i ³³	n i ³³
76.0_76_deaddie		s ə ³³	s i ⁵⁵	s i ɦ ³¹	s ei ³⁵	s i ³³	s ei ⁵⁵	s i ɦ ³¹	θ ei ⁵³	s i ⁵⁵	θ ɨ ⁵⁵
