Cognate_ID,abui,adang,blagar,kaera,kamang,klon,kui,nedebang,protoalorpantar,sawila,teiwa,wersing,westernpantar
369_tongue,t a l e i f i,t a l ɛ b,t e dʒ e b u r,t a l e e b,o p u i,g ə l ɛ b,t a l i b e r,g ə l e f u,l e b,g a l i m p u r u,g e l i v i,n e j e b u r,n a l e b u
36_bow,p e t i,p ɛ h ɛ,u m a t,k u m a t,m o,p e h,p e s,m a t a,,m o o s a,w u t a n,m o s u,h u m m a s
370_traditionalhouse,k u d a ŋ,h a d a + b a ŋ,,m a + ħ a b i,a l m a ŋ,,o w + j e r a,s e + a d a t,,,,p a ŋ g a r + s o b,k a b i
371_tree,ʔ b a t a,t i,t e,t e i,b o ŋ,ə t ə ʔ,a t e i,t e i,t e i,m u,t e i,b o ŋ,j a t t u
372_turtle,j o u k o,,dʒ a r + o b o,j i r k o,j o k e e,j e k o,d a w a n,j a l a w,,i r u w a a k a,j e r + k u a,u r a k,j i a k a u
373_turtlesaltwater,j o u k o,,dʒ a r + o b o,,,,d a w a n,,,,,u r a k,m o m a ŋ
374_twenty,k a r + a j o k u,a i r i a l u,a r i a r u,ħ a r + r a ħ o,,k ɑ r ə r o k,k a r a r o k u,k a r r a k u,,a d a a k u m a r a k u,q a r + r a q,a d a j o k u + m i j o k u,k e a l a k u
375_twilightdawn,a r i i + d a p e,l a l a m i,b i l + dʒ a r a ʔ a b u ŋ,q a n a ŋ q a n a,t a f e e ŋ,,s e i + a m a i,,,,b e s b e s,m i + w i d i ŋ + l e,m a b u
376_two,a j o k u,aː l u,a r u,r a ħ o,o k,ə r ʊ k,o r u k u,r a k u,a r a q u,j a k u,r a q,j o k u,a l a k u
377_twohundred,a dʒ s a h a + a dʒ o k u,r a t a l u,r a t u + a r u,,,,a s a g a + a r o k u,,,,,a s k a + j o k u,r a t u + a l a k u
378_vagina,o j,,a r,,a i,a a r,a r,,a r,l a,t a a r,t e l e s i k o,g e + h i s s a
379_village,a f ɛ ŋ,b a ŋ + ʔ ɛ m e,a b a ŋ,a b a n,m a n e,e b e n,a b a n,a f a ŋ,h a b a n,m a n a a,h a f a n,m a n a ʔ,h a b b a ŋ
37_branch,ʔ b a t a + t a k a w a k,a t a ŋ,t e + k ə r a ŋ a,t e i + g e t a n i,b o ŋ + g a t a ŋ,b e h,g a t a n,g a t a n i,,p a k a ŋ,t e i + g e t i ŋ i,b o ŋ + g a b a r a ŋ,k o i
380_wait,h e r e,ʔ a d a n a,ʔ a d i ŋ,g a r i ŋ,r e i d e,e m e i,a m a n t e,g r a a n i,,w a a k a,w a r a h,l e g a d a r,w a l a ŋ
381_waterfresh,j e,s i,dʒ a r,dʒ i i r,i l i,a r ɑ,e e r,j i l a,j i r a,i r i a,j i r,i r a,h a l i a
382_wave,f ɔ,b o b o,b u a t,b o o b,p o k l a a,b oː b,l a m a g a,b o v a,b o b,g a l u ŋ,b o o f,i l a l,b o
383_wet,dʒ o k a,h a r,m e n e s a,ħ o l o,p a r a ŋ,dʒ ɛ l,r i k,m a l e tʃ a,,p a r e e k a ŋ,q a l o ʔ,j e r e s,h u b b a
384_whale,k a s u w a i,u s a h a,k ə l a r u,,a n e e,b e ʔ e b i,n j o u ŋ,s i f i,,,i s a p e r a n,a n a i,p e r u ŋ
385_white,k u l i,w ɛ l ɛ ʔ,m ə dʒ a,m i j e q o,b i l a,ɑ ʔ ɑ dʒ ɑ l,b e l a,m i j a q a,,s i i l a,m i j a q,m u r u k,m i a k a
386_wide,t i l e s i ŋ,b ɛ r ɛ ŋ,l a r a,w a a d o,s i l e i s i ŋ,ɑ ɑ l,a k a,a d d a,,p a d a a k a r a,t ə l a a g,p e d a k a r,s a l a l a
387_wife,h e m a dʒ u o,n o ʔ o b o ʔ,p i p r a,g e u m u q,m a l e,ɣ ɣ l,a m e i,g a g u,,g a j o,g e m a q,n e + m e i,n a r u
388_wind,t i m o i,h aː m i,e n a r,q e u w,s u m u i,n ə m ɛ r,s e g e l,a ŋ i,,l a p o o ŋ,q i a u,l a p o n,d a g e ŋ
389_wing,h a ʔ b a k a i,a w i t i ŋ,a b a t,g u a t,p a t a,g ɑ m b ɑ l,g a b a k a r,g a t a ʔ a,,,g e t a r,b e b i t i r,g a d d u r
38_breadfruit,s o ŋ,t o m b a i,u n d u r,k u n u r,k u t + t o n,a t o n + a t e k,k u l u r,k u l u,,,k u l a r,l a p o r i,k i l i
390_wipe,w e l u u k,l u h u ʔ,h a p o,a p o,l u h,m ɪ l ʊ r,b a s a n,a p i,,s a a r a,a a p,l i p u,l u i
391_woman,m a dʒ u o,o b o ʔ,dʒ a u l,u m o q + w a a l,m a l e,o k ə n ɛ,m e i,a l a q a m a,,j a a l a r a,e q a r,m e i,e u
392_word,t a ŋ a,m a t i ŋ + p a ʔ a,h u r,s u r,l a k,b u s a r,l a k o,,,t i i l a,t r a a w,l o m o + i k o,b e r
393_wrong,h a s a l a,ʔ a h a l a ʔ,h a l a,g a s a j i ŋ,t a w e ŋ,,t a b e l a,t ə m i tʃ i,,t a b i i l a,g ə s a j,t e b e l,b e k k a ŋ
394_yawn,a h a u,a l o w o + a l a w u h u,a j l o j,a g u r,a w a k,m ɛ t ɛ k,a g u,a l a w + g a ʔ a + s u p i,,,ħ a ħ a r,a w a k i,
395_yellow,a d e ʔ s a n i,b a ʔ o i,b o r i,b a g a r i,m a l e t a,b ʊ b ʊ g ɔ r,b a g u r a,b a ħ o r i,,m a r e e k a,b a ħ a r i,m e r o k,b u g g a
396_yesterday,t u w o l a,ʔ uː m i,m a l e ŋ,m i j a g,t u n s a m a,m l e ŋ,d o n a,m i j a g i,,a p a a l i,m i j a a g,m l e n j a,w a d d i p a ŋ
397_youngpeople,a b e t i,a w o l o l o,k u a r,k u n a ŋ,f o n,b o ŋ h ɛ p,k a b o l + m a n a k,b o g g a,,p u l a r a,b o o g,s e p e r,b o g g a
398_youngersibling,h e n a h a,n o ʔ u d i ŋ + l o t i,n e k a w,n e d i k,i d i k a,ʊ l ɪ k,i k a,n e j w e i,k a k u,k a a k u,g ə ʔ i k,n e k a k u,n i a k u
39_breast,t a r a i h i a ŋ,t o ʔ,aː m,t u u,a m i,d ʊ ʊ t,t a s u,g a j a m i,h a m i,g a a m i,g ə ħ a m,a m i,n a i + h a ŋ
3_123,a dʒ s a h a + n u k u + k a r + a j o k u + w a l + s u o,r a t n u + a i r a l u + w a l i ŋ + t o w o,r a t u + a r i a r u + b e t a l + t u e,r a t u + ħ a r a q + b e t i + u t u g,,,a s a g a + n u k u + k a r a r o k o + w a i l + s i w a,r a t u + n u k u + k a r + q u a i + t a g u,,,r a t u + n u k + k a r + r a q + r u g + j e r i g,a s k a + n o + a d a j o k u + m i j o k u + w e r e s i ŋ + t u,r a t u + k e a l a k u + w a l i + a t i g a
40_brideprice,h e b e l,h a d a,e b ə l i,g a j,f a a l,a m,t a e l t a a m,g a ʔ a,,,g o ʔ o j,a l i k i r,g u ʔ e
41_burdenstick,,d o p o ŋ,,,,,t e r e w i ŋ,t i j e w a ŋ,,,,b o ŋ + l e w a r e d,t i a w a ŋ
42_burnclearland,a r a d e,d i l + t u b,b i l + e d e,o r o ŋ + d e e,m i d i i,,a r a i,i l a + d a n a,,,m a ħ a r + d e e ʔ,p u r + t a k,h a d d i
43_burnshine,h i e d e,t u b,a d e,d e e,s a a r a,g o p ɛ,g e i,j i ʔ a,V/ǝ d e,w a k a,d e e,d a l i + l u r,w a r
44_butterfly,k u p a k,p o p o u,k a i l i l i ŋ,q o q o,k u p a i t a,w ǝ l e r,t a m a k o w a,q a ħ a ʔ o,,t a k o k o p a a l a,w a ħ a,b e m b e r l a k,l a u b b a r
45_buy,b e l,w ɛ l,b e l i,w a l o,b a i l a,,e l i,a l i,,a l i,g ə m i a n,a l i,u d d a ŋ
46_callout,i r,l o w i,g a r e ŋ,t a q a s i,i t i,b e e,e e k,u w a r a,,k a w a,e ħ e r,w a i + m e r e k i,k o r + b a r i
47_canoe,p e l a ŋ,e i,dʒ e,e i,s i p i i,ɛ i,e i,h e,,k a a d a ŋ,ħ a i,s i p i r,h a i
48_cassava,b a t a k o,o u t i,u + b e l a n d a,b e ŋ k u k,b o ŋ k o,ə t ɛ k o,b t a k o,t e i + ħ a r a,,j a a m u + s a l u,t e i + q a r,b o ŋ + k a u,w e s a r a n i
49_chaseawayexpel,h e t e i,a r l i l i,t e r i,g e t e r o,f a n e n e e,l o b e i,g a p a t e r i,g e t i a l a,t i a r a,t i i r a,g ə t i a r,m i l a k a l,g a b u t t i r
4_13,k a r + n u k + w a l + s u o,a i r n u + w a l i ŋ + t o w o,a r + n u + b e t a l + t u e,,,,k a r n u k + w a i l + s i w a,,,,,a d a j o k u + w e r e s i ŋ + t u,k e a n u k u + w a l i + a t i g a
50_chew,t a k e,ʔ o ʔ o ŋ,m a m e,ħ r a j o,s e,u m a n a i n,u m u + t a k,k a r a tʃ i,,,k r a i,l e m a ŋ,g a m m u
51_chewbetel,f u + t a k e,n a h a ŋ,m a a t + h a a,m a a t + s i,b a k a a + a a,ɪ l h ɑ n,b u i + s a i,m a t a + s i j a,,p u + p a a t i,b u i + s i,p u i + m a s + t a p a s i,m e t a + n a
52_chicken,r u o,h i u,h a ŋ i,s i a q,s u b e,h i,s e i,d e j a n,,s ɛ,s a ħ a,s e k o k,s u a k e
53_child,m o k u,ʔ e i,t o a l,t u a q,d u m,ʊ l,o l,g u a q a,u a q a l,g a m a d d u,g o q a i,o l,w a k k e
54_chin,t a w a + b a k,a r o w a h a,t ə v a,t u a + s o m o i,w a a + b u k,g a d + j a r,t o w a + b a s i n,g a w a l a,w a,w a k o o j a,g a a w,n e w a k a t,n a w a r
55_choose,a h i a,t a r a ʔ a,h a j,t ə r a q o,w o i i,i g i n,m i ʔ i,t a l a tʃ i,,i l u l u ŋ,w a n t r a j,i l e m e l,n u t a
56_civetcat,a j o,a l u m a n ɛ m ɛ,r o,o r o w,l a k u,a r u ʔ,a r u k,a l i s i,h a r a w,a r u w a a k a,ħ r a w,l u k u,l a u
57_clay,k u ŋ,f a ʔ a i + t ɛ n ɛ,m e k e b u t u ŋ + m ə k e,m a ħ a m + m o q i,l a m a ŋ i d o,,m o i,t r a q a + i ʔ i,,,m o ħ o ʔ + i i ʔ,l o l o + m a,l a m b o t a
58_clean,s a n i,m a d u l u ŋ,m u l a ŋ,s i b o,b i l a,a b a ŋ,n a l i n,b l e l a,,i n e a l i,m u s u a j,i n a l i,l e r a
59_climb,m i r a,m i d i ʔ,o a + h i r a,j e k e ŋ,p a n,m d e,p o d i,s i r a,m i d,m a d a,m i r,w a k a r,k a r a k a s
5_21,k a r + a dʒ o k + w a l + n u k u,a i r a l u + w a l i ŋ + n u,a r i a r u + b e t a l + n u,r a t u + n u k o,,,k a r a r o k u + w a i l + n u k u,,,,,a d a j o k u + m i j o k u + w e r e s i ŋ + n o,k e a l a k u + w a l i + j e
60_cloud,t a b o,l aː b,b ə n a w,b ə n a b,w a l e,t e ʔ e h,t e b e s,b u n a h,,s a k a p u l o,m e n a a f,s a k p u l,u n n a s
61_coconut,ʔ w a t a,f a ʔ,v e t,w a a t,w a t e,ǝ t a,b a t,w a t a,w a t,w a t a,w a t,w a t a ʔ,h a t u a
62_cold,p a l a t a,m a ʔ a b,dʒ e v i,q a i w o,f a a t e i,m ə h ɪ ŋ,k a b u k,m a ħ a v u,,w i r i,q i ʔ a w,w i r,m a b a
63_coldinfluenza,p a s i ŋ,h uː ʔ,t ə m i ŋ + o m i + p i,s o w,,k a i,m a n e b e r,b e s i m a,,,q u r + k a l,d u d u ŋ + a s i d i ŋ,k u k a
64_comb,ʔ k e t i,ʔ i l,k i r i,k i r,d a s i,k i r,k i r m e i,k i r i,,k e e k u r i,k i r,k a i + k u r i,w a r i ŋ
65_conjunctivitis,ʔ b e k i,,t e m b r a k,,k a l e n t a,,t e n + k e i,,,,,k i b i r,k a ʔ a ŋ
66_cookedcorn,f a + m a,b a t i + a w a i,b a t a r + p i,b a t a r + i p i,p a t e i + m a a,,b a t a r + u p,b a t u p i,,,b a t a r + j i b,p o t o r i,b a u b a u
67_cookedrice,a dʒ a k + m aː,aː l a + m e dʒ e,n a l i j a ŋ,n a q a r,a a + m a a,ə r ɑ k m ɑ i,a r a k + m a,q a r a,a r a q,a r a k a + m a,q a r,a r a k + m a d,h u t t a ŋ + d a l a
68_coralrock,v iː + k a r a f i,ʔ o ʔ o i + f u i,m ə n a p a,ħ o q i s,p u s a,k o k a h,w o r + p a k,b a t a l,,,q o q a s,w o r + s a l a r,k a t a ŋ
69_cornmaize,f a t i,b a t i ʔ,b a t a r,b a t a r,p a t e i,b a t,b a t a r,b a a t a,b a t a r,p a t a r,b a t a r,p e t e r,b a t t e
6_angry,t e e b a,a r i ʔ i ŋ,t o m i l i l,t e m a a r i ŋ,b i e e,tʃ e k,g a n i ŋ i n,a m d i d i,,s o o r a ŋ,o m + k ə l e ħ e l,n e s o r o ŋ,a r u g g a
70_correct,r o f i,,e t i b i,q u u n o,s o l,e b e e n,a d o b u,q u n n a,,k a a ŋ,q u u n,l o r,m i t a
71_crocodile,f a h a i,b a ʔ a i,b a p a,b a g a j,p i e e,b ə g ɑ i,b u a i,l i s i,b a g a i,w a a w a,b a ħ a i,w a w a,b a g a i
72_dark,a k u n i,p a r a ŋ,k a m a l u,s a a l i,i t u t a,k ə r ɑ ŋ,m i t a k u n a,q a a n a,,i d u n i,q a ʔ a n,w u d i ŋ,p a t t a
73_day,t a d e ŋ,d i l ɛ l ɛ,v e d,u w e r,w a t u u,m ə d i,b e l e i,w e r i,,w a t e e ŋ,w a r,w i d i + t e ŋ,w a s
74_dayaftertomorrow,a j o k u,aː l u,t i a ŋ + a r u,t ə r a ħ o,,,a j o k a,g ə t a g u,,,t i ʔ i r a q,j a l + j o k u,t i a l a k u
75_daybeforeyesterday,,ʔ o t a r i ŋ + a l u m i,e d a ŋ + a r u,g e t r a ħ o,,,a t a i n + j o k,g ə t r a k u,,,g a t r a q,g a t e ŋ + j o k u,j e n a r p a ŋ
76_deaf,k u r i,p a l a ʔ a,k ə m u k e,q o l u s,u h,g ə w ɛ r k ə k ʊ i,g e w e l + k a k u i l,g o l a + k w a ŋ a,,m u k o,g u w a r + q u l u s,n e w e r i + m o k o l,k u l l u
77_deer,a dʒ u t i,aː l u,r u i ŋ,r u s i,a u u h,,a r u s,r a tʃ i,,,r u u s,a r u s + p e i,l u s
78_dibblestick,,,dʒ a k a t,j a g,,,s u l i n,d a d a,,,j a ħ,l a l a,j a g g a s
79_diggingstick,a h a t i ŋ,,n o r u k,,,,p s o r + t e k a n,m u r u,,,,a t o k u + t e i,d a l i a
7_animal,b i l e l,,n a ʔ w a l,,i s e i,k e e k,g o r + g e w e l,,,,,p e i + k u t u,b a ʔ a
80_dirty,d a k u ŋ,k a r o ʔ o,k ə r i t a k,q a a s i,t i n i,m ʊ ʊ k,m a a k a n,b l a q q a s,,m a k a ŋ,b l a q a s,m a k a ŋ,a n a
81_dog,k a i,b ɛ l,dʒ a b a r,i b a r,k u i,k ʊ r,k u r,b a r,,k a t u,j i f a r,k u t u w a l,j a b b e
82_dolphin,k a s u w a i,u s a h a,k u dʒ a,ħ a l a a r u,a n e e,b e ʔ e b i,s i s i p i l,p a a r u,,,b a i + ħ a f,a k o l i ŋ + a n a i,l a u r l a g a
83_door,l u ŋ,s a ʔ a r,t u n i,t u u n i,l u b u i,h e k,n a b a t,w a l a g g a,,d a a m a t,w e e g,d a m a t,w a i j a
84_dream,p i e i l a,p e i,j i p a r,i p a r,f o i,e p e r,p u n e i,v a,h i p a r,,a j i v a r,w o r m a i,h i p p e
85_dry,t a k a t a,t a ʔ a t a,t a t a,s i s o,a u k a,t ə k ɑ t,t a k a t a,tʃ i tʃ i,,a r u k o,s i i s,a r u k,s i s a
86_dryinsun,t e k,f ɛ d + p o i,p o r i ŋ,p o r i ŋ,s a k,ʊ p u r,b e r + g a r a i n,w a d o r a,p o r,p oː p ɒ r ɔ,m a w u d a n,l e w i d i l e i,p u a r i ŋ
87_dustfineearth,t a b w o ŋ,m a l u,b u t u ŋ + b o n i,b r a a m,k i n i i,ə d µ/u r,p l a k + t a b o n,m a l a w,,b u t i ŋ,d i ʔ + b ə r a a m,m a + p u n a k a,b r o
88_ear,t a w e i,a w ɛ b ɛ h ɛ,t ə v e l i,t u w a r + w a,w a i,g ə w ɛ r,t a w e l,g o w w a ʔ a,u a r i,w a r i,u w a r + w a ʔ,n e w e r i + l a k,n a u w e
89_earth,b u k u,,p o r,p a r,b u k,b u l j a,b u ŋ u n,q o k a,,,i i d,,p o r
8_ant,f i k e i,l ɛ ʔ i l i ŋ,k ə r e,i r i k i ŋ,k a k i s i ŋ,i q i l i n,b u t u r,m u r,,k l a ŋ l a ŋ u r,t a r e ħ e n,k u s i ŋ,k a r e
90_earthquake,t a i dʒ o k a,t a i + w ɛ ʔ ɛ,p o r + ʔ o t a ʔ,i t i j o q u ŋ,k o m e e,d a i,k u m e + a w a r,i l a ʔ a b,,,i t o j a n,k o m e i d a i,t a ŋ + a b b a ŋ
91_earthworm,a n e i + t a k o i,iː b + ʔ w o r m ʔ,d u k a l a l i ŋ,d u ŋ k a l a i ŋ,a s i ŋ k u a i,d ə l ɪ k w ɛ i,i + p a l a,t u n i g a s i,,k i s p a a k,o t a r,k e s p a k,a r a t i
92_egg,r u o + b i r a,d o,e ʔ d u a,g o t o q i,w a a,ə d ɑ ŋ,r o,g a t a j,,w a a l a,g ə t o v,s o a l,r i a k u
93_eight,j e t i + s u o,t u r l o ʔ,t u a ʔ a r u,j e n t u g,i s i ŋ s u,t ɪ d ə r ʊ k,t a d + u s a,s t a g u,,j o o t i ŋ t u o,j e s n e r i g,w e t i ŋ + t u,b e a t i g a
94_eleven,k a r + n u k + w a l + n u k u,a i r n u + w a l i ŋ u,a r + n u + b e t a l + n u,ħ a r + n u k + b e t i + n u k o,w a a l,u p + k a r + n u k + w a + n u k,k a r n u k + w a i l + n u k u,,,,q a a r + n u k + r u g + n u k,a d a j o k u + w e r e s i ŋ + n o,k e a n u k u + w a l i + j e
95_empty,t a k a,,o s i ŋ,i s i k,s a k a,i k ʊ h,m a r e s,,h a s a k,s i i r a,h a s a k,,h a k k a s
96_excrement,a s i,h a h a ʔ,a a s,,a s i,ǝ h i,e s,,h a s,ɑ t ʊ,ħ a s,a t u,h a s
97_eye,t i e ŋ + b i k a,ʔ ɛ ŋ w a i,t e ŋ k u l u,t e e t + g w a q,ŋ,g ɛ ɛ n,t e n,g a t a b a g a,,g a n i i r i,t e t + b a a g,n i n i r k o,n a i t i
98_fallfromabove,d i t a h a i,m u d i,b a + h e r a,b a + s e r o,m u ʔ t a n,m ʊ ŋ,m u k + s e i,b a ʔ a,,t a a n i,b a ʔ,t a i ŋ,t a s i ŋ
99_fallover,d a k u i l a,o l o ʔ,b e l i,t a ħ a,k o k,t k o s,t a k o k i,a ħ o ħ i,,,t a ħ a ʔ,p o d o,b a u l u ŋ
9_arm,t a t a ŋ,n a t a ŋ,t a t a ŋ,t a t a ŋ,t a ŋ,g t a n,t a t a n,g a t a ŋ,t a ŋ,g a t a ŋ,g ə t a n,n e t e ŋ,n a t t a ŋ
