Cognate_ID	Even	Evenki_Chiringda	Evenki_Khamnigan	Evenki_StonyTunguska	Evenki_Strelka_Chun	Evenki_Teteya	Evenki_Tutonchany	Hezhe	Jurchen	Kur_Urmi	Manchu	Nanai_Bikin	Nanai_Najkhin	Negidal	Oroch	Orok	Oroqen	Solon	Udihe	Ulcha	Xibe
514_132_bellyn			g u d i ɣ ə														g u d ə ɣ ə	g u d ə ɣ			
515_133_shouldern	m iː r	m i r ə	m iː r ə	m ɨ r ə	m iː r ə	m iː r ə	m iː r ə	m i r ə	m əi r ə	m ə j r ə	m əi r ə n	m əi r ə	ŋ w u j r ə	m iː j ə	m j i j ə	m ui r ə	m iː r ə	m iː r		ŋ u j r ə	m i r i n
516_133_shouldern															b ɔ g d ɔ l ɔ				b o g d o l o		
517_134_clawn	oˤ/o ʕ s t aˤ/a ʕ	o h i k t a	o ʃ ɪ k t a	o s iː k t a	oː ś/ʃ i k t a	o ś/ʃ i k t a	o h iː k t a			o s j a q t a	o ʃ o χ o	χ o s a q t a	χ w o s a q t a	oː tː a	χ ɔ s j i k t a	χ ɔ ʃ i k t ɑ		ʊ ʃ ɪ tː		x o s t a	s o ɣ u r q o
519_134_clawn										tʃ a v a q t a							ʃ a r b a k t a n				
51_20_flyn			u j m i k əː k t ə		h u n m i k t a																
524_135_which	i aˁ q aˤ/a ʕ wː uˤ/u ʕ						eː k u m a				ai			ɛː m a	j aː o			i jː ə			ɑ i
525_135_which										o n + b j i		χ oː ɲ e + b j iː	χ w oː n i + b iː						o n o β j i		
526_135_which													χ a m a tʃ aː							χ a m a t a	
527_135_which	aˤ/a ʕ wː uˤ/u ʕ w		a w g ʊː n	a w a d i										a ww/wː u		χ aː w u				χ aː w o	
528_135_which	i r e k																i r i	iː r			
529_135_which		a n t ɨː			a n t ɨː																
52_21_nightn	d oˤ/o ʕ l b aˤ/a ʕ	d o l b o m i	d o l b o	d o l b o n iː	d o l b o ɲ iː	d o l b o	d o l b o	t ɔ ɬ p u	d o b o r i	d o l b o	d o b o n	d o l b o	d w o l b w o	d o l b o n	d ɔ bː ɔ	d ɔ l̥ b ɔ n i	d ɔ l b ɔ	d ɔ l b ɔ n	d o g b o	d o l b o	d œ v i r i
531_136_digv								f ə tʰ ə		f ə t ə	f ə t ə	f ə t ə									f ɘ tʰ ɘ
532_136_digv	u l	u l ə	u l ə	ʉ l əː									x w u l ə	u l ɵː	u l əi w i	x u l ə	u l ɐː		u l ə	x u l ə	
535_137_pullv	t aːˁ n	t aː n		t a n	t aː								t w oa n	t aː n	t aː n	t ɔː n	t aː n	t aː	tʰ a n a	t oa n	
537_137_pullv								tʰ a tʰ ə		t a t a	t a t a	t a t a									tʰ ɑ tʰ ɘ
539_137_pullv			i r u				i r uː														
53_22_earn		h eː n	ʃ ɪː n	s eː n	ś/ʃ e n	h e ɲ	h eː n	ɕ i/j ɛ n	ʃ a n	s j a n	ʃ a n	s j æː	s ea n	s ɛː n	s j æ	s ɛː n	ʃ eː n	ʃ e̞ː ŋ		s eː	s ɑ n
540_138_hot	ħ o k	h ə k uː h i	h ə kː uː	h ə k ʉː	h ə k u p tʃ u		h o k uː γ/ɣ iː					f ə k u s j i	p ə k ə s iː	x ə k u	x ə k u	x ə kː uː l i	ə x u	ə x u dː i	x ə k ui	p o q ao l e	
541_138_hot								ɔ ʨh/tɕʰ q ɔ l i		o tʃ o s j ɪ										a tʃ q a w l e	
544_138_hot									x a l uː		χ a l x uː n										x ɑ l x u n
545_139_firewoodn	m oˁː/oː	m o l	m oː	m oː		m oː l	m oː l	m o	m o	m oː	m oː	m oː	m w oː	m oː	m ɔː	m ɔː	m ʊ ɔː		m oː	m oː	
547_139_firewoodn											d əi dʒ i + k u										d i ʈʂ k
54_22_earn	q oˤ/o ʕ r aˤ/a ʕ t																		k u/w a̰i		
550_140_remainv																	a ɲ a		a m æ s a		
551_140_remainv													d ə r ə dʒ i			d ə r ə j d u				d ə r ə dʒ u	
552_140_remainv										d a t a		d o t a						d ʊ t a			tʰ u tʰ ɑ
555_140_remainv	e m e + b	o m o n + m u		ə m əː n + m ʉ										ə m ɵː + p							
558_141_cold				g ɨ l d ɨ								g j e s j e s j e	g j e tʃ i	g e l e g d i	g j i tʃ i s j i	g i tʃː uː l i			g j i l j iː	g i t i s i	
559_141_cold	i ŋ e ɲ	i ŋ i n i p tʃ u	i ŋ i ɲ i	ɨ ŋ ɨ n ɨ p tʃ ʉ		i ɲ i n m ə m ə	i ŋ i ɲ iː p tʃ u			i ŋ n i				i n i n dʒ i	i ŋ i ɲ i		i ŋ i n	i n i ɣ i dː i	i ŋ i n j iː		
55_23_neckn					m o ŋ o n		m o ŋ oː n	m əi f ə n		m o ŋ o n	m əi f ə n	m o ŋ o	m w o ɴ w o n	m o ŋ ɣ o n	m ɔ ŋ ɔ	m ɔ ŋ ɔ			m ø	m o ŋ g o	m i v i n
561_141_cold												n o ŋ d j e				n u ŋ dʒ uː l i					
562_141_cold									ʃ i m uː		ʃ a χ uː r u n										s ɑ ɣ u r u n
563_141_cold					h eː m u r	h eː m u r															
564_142_feathern								u f ʋ tʰ ə		u f u k t ə		u f u l t ə	u p w u l t ə		u p u k t ə	u + p u k + t ə			o f o k t o	u p u l t ə	
565_142_feathern							d ə k t ə n d ə							d ə t ə l ə		d ə k t ə k t ə	d ə b t i l ɐː	d ə tː ə l e		d ə q t ə q t ə	
567_142_feathern											f u ŋ ɢ a χ a										f u ŋ ɑ l
570_142_feathern				l ə p ʉ r əː		l ə p ə r ɒ								l u p u l t ə							
571_143_coughv	ħ i/j e m k e	h iː m k i t		s ɨ m k ɨ t	ś/ʃ i m k iː		h i m k i t	ɕ i m i kʰ i		s j i m k j i		s j i m k j i	s i ŋ b i s i	s i m k i	s j i m p j i + s j i	ʃ iː k p i	ʃ i m k i	ʃ iː ŋ k i	s j i m p j i	s i ŋ b u s u	
572_143_coughv									f u tʃ a		f u tʃ i x j i j a										f ə x s a
573_144_thin	n e m k u n			n ə m k ʉː n	n ə m k uː n		n ə m k uː n	n ə m n ə	n ə k ə i/j ə	n ə m n ə	n ə k ə l j i j ə n	n ə m d ə	n ə m j i	n ə m k uː n	n ə m n ə	n ə m d ə	n ə m k u n	n ə nː ə	n ə m ə ts ə̰	n ə m j i	n i ŋ kʰ i n
576_144_thin	ħ i l u m k u n				ś/ʃ i l i m k uː n																
580_145_grassn	oˤ/o ʕ r aːˁ t		o r o k t o	o r o k t o	œ r œ k t ə			ɔ r ɔ kʰ tʰ ə	o r x o		o r χ o	o r o q t o			ɔː k t ɔ	ɔ r ɔ q t ɔ	ɔ r ɔ k t ɔ	ɔ r ɔː tː	oː k t o		o r x o
581_145_grassn										n ea dʒ a χ a	n j i j a n tʃ i χ a		ɲ a dʒ a χ a							ɲ a dʒ a x a	
582_145_grassn																				s oa q t a	
583_145_grassn		ś/ʃ u k a			tʃ u k a	tʃ uː k a	ś/ʃ uː k a							tʃ oː x a							
585_146_foamn										χ o j a q s a		χ o j a q s a	χ w oe k s a			χ ɔi s ɑ		x oː s u ŋ		x o j s a	
586_146_foamn											o b o ŋ g j i										o b o ŋ g i
587_146_foamn	tʃ oˤ/o ʕ ɣ l iˤ/i ʕ q aˤ/a ʕ	tʃ o w i x s a		tʃ o w iː k s a	tʃ o w i x s a		s o w iː ś/ʃ a							tʃ o x s a							
589_147_sour							g o t ɨː p tʃ u							g o t i g d i							
58_23_neckn	ɲ iˤ/i ʕ q aˤ/a ʕ n	ɲ i k i m ɲ a	ɲ ɪ k ɪ n m a	n i k i m n a		ɲ i k i m n a											n e x e m n a	n ɪ x a m			
591_147_sour									dʒ u s u	dʒ o j o r s j ɪ	dʒ u ʃ u x u n	dz o r j e s j e	dʒ w o j w o r s iː	dʒ o j a j i g d i	dʒ oi s j i	d uː r uː l i	dʒ i h u n	dʒ i s u ŋ	dz y/j i	dʒ uː j u r u l i	dʑ y/j s x u n
593_147_sour		i d a r iː p tʃ u		i d a r i p tʃ u																	
594_148_full		ď/d a l u m		dʒ a l u m	ď/d a l u m		ď/d a l u m	tɕ a l u n			dʒ a l u	dz a l o					dʒ a l ʊ m	dʒ a l ʊ ŋ		dʒ a l o	ɖʐ ɑ l u
595_148_full														d oː tʃ iː	d ɔː k j i				d ɔː x j i		
596_148_full										t ea s + b j i		t j æː s	t ea s + b iː			t ə ʃ			t æ s j i	t e s + b j i	
59_24_far	g oˤ/o ʕ r	g o r o l oː	g o r o	g o r o	g o r o l oː		g o r o l oː	k o r o	g o r o	ɢ o r o	ɢ o r o	ɢ o r o	ɢ w o r w o	g o j o	g oː	ɢ ɔ r ɔ	g ɔ r ɔ	g ɔ r ɔ	g oː	g o r o	ɢ o r o
5_2_nosen															ŋ i k s ɔ			n ɪː n s a	ŋ ø	w a k s a	
601_148_full	t oˤ/o ʕ l iˤ/i ʕ													d oː l k aː n							
602_149_dayn	i n e ŋ		i n ə ŋ iː					i n i n	i n ə ŋ g i	i n ə ŋ i	i n ə ŋ g j i	i n	i n i	i n ə ŋ	i n ə ŋ i	i n ə ŋ i	i n i j i	i n i ɣ i	i n ə ŋ i n j i	i n ə ŋ	i n ɘ ŋ
603_149_dayn		t ɨ r g a ɲ iː		t i r ɣ a n iː	t ɨ r g a ɲ iː	t ɨ r g a ɲ iː	t ɨ r g a ɲ iː														
604_150_sleepv		aː	aː ʃ ɪ n	aː	aː	aː	aː	a f i n ə		a f j ɪ n a		ao	ao	aː	aː	ɑ u	aː ʃ e n	aː ʃ ɪ n		a w o	
607_150_sleepv											a ŋ a										ɑ m x ɘ
609_151_monthn	b iˁ aˁ ɣ	b éː/eː γ/ɣ a	b eː g a	b eː ɣ a	b eː γ/ɣ a	b eː γ/ɣ a	b eː g a	p i a	b i/j ə	b j æ	b j i j a	b j æː	b ea	b ɛː ɣ a	b j æ	b ɛː	b ɛː	b e̞	b j æ	b j eː	b i ɑ
611_152_white								ɕ i/j ɛ n g i	ʃ a ŋ g i a		ʃ a ŋ g j i j a n								ts a l j i ɣ j i		s ɑ ŋ ɘ n
612_152_white										tʃ a ɢ dʒ a n		ts aː g dz a	tʃ aː g dʒ a n		tʃ aː g dʒ a	t aː g d ɑ			ts a g dʒ a	tʃ aː g dʒ a	
614_152_white	g iˤ/i ʕ l t aˤ/a ʕ ɲ aˤ/a ʕ																	g ɪ l t a r ɪ ŋ			
616_152_white		b a g d a m a	b a g d a r ɪ n	b a ɣ d a m a	b a g d a r iː n	b a g d a m a	b a g d a m a							b a g d a j iː n			b a g d a r e n				
617_153_sewv		u l d ɨ	u l d i	ʉ lː ɨː	u lː iː		u l d ɨː	u l ə ɕ i		u l f j i	i f j i	u l f j i	u l p i	u l i	i pː i	u l̥ p i	u l iː	u l d i	u l j i	u r p u	i v i
61_25_domakev	oˁː/oː	o	oː	oː	o	oː	oː	ɔ u				o		oː	ɔː		ʊ ɔː	ɔː	oː		
620_154_killv	m aːˁ	w aː	w aː	v aː	w aː	w aː	w aː	w a	w a d u	v aː	w a	w aː	w aː	w aː	w aː	w aː	w aː	w aː	w aː	w aː	v ɑ
622_155_jumpv	iˤ/i ʕ r q uˤ/u ʕ n							χ u r q h u		x u t k u		f ui k u	p w u j kʷ u		χ ɔ qː ɔ						
623_155_jumpv																			x ə k t i n ə		kʰ ɘ t kʰ ɘ n ɘ
624_155_jumpv				h ə t ə k əː n												p ɵ tʃː ɵ	ə t ə x ə n			p u tʃ u	
625_155_jumpv									f u tʃ u		f ə k tʃ ə										
627_155_jumpv	dʒ e l ŋ e m e tʃ																				
628_155_jumpv	t uˁː/uː s aˤ/a ʕ n																	t ʊ sː a n			
62_25_domakev										t a			t a			t ɔ				t a	
634_155_jumpv		m i k tʃ aː n			m i k tʃ aː n		m i k tʃ aː														
635_156_throatn	b iˤ/i ʕ l g aˤ/a ʕ			b i l ɣ a					b i l a	b j ɪ l ɢ a	b j i l χ a	b j e l ɢ a	b e l ɢ a	b e l g a	b j i gː a	b i l̥ d ɑ				b j e l dʒ a	b i l x ɑ
636_156_throatn			k əː m ə k ə					kʰ əu l ə kʰ tʰ ə													
638_156_throatn										q ao q a										q a w q a	
63_25_domakev										a ŋ ɢ o		a ŋ ɢ o	a ɴ w o			ɑ n d u				a n dʒ o	
642_156_throatn					ɲ i m ŋ ə ŋ k i	ɲ i mː ə ŋ k iː															
643_157_woodsforestn		m oː h a					m oː l					m oː		m oː	m ɔː	m ɔː s ɔ	m ʊ ɔː ʃ a		m oː x j i + b u/w a		
644_157_woodsforestn								p u x a ɕ h ə n	b u dʒ a n		b u dʒ a n										b u ɖʐ ɑ n
645_157_woodsforestn										d u/w ə n t ə		d u/w ə n t ə	d w u/w ə n t ə							d u/w ə n t ə	
646_157_woodsforestn												x u r ə				p u + r ə t					
648_157_woodsforestn			ʃ i ɣ iː	s ɨ ɣ ɨː														ʃ i ɣ eː			
649_157_woodsforestn					a γ/ɣ iː	a j iː l															
64_25_domakev									a r a		a r a										ɑ r ɘ
650_158_there	t aˤ/a ʕ d uˤ/u ʕ		t a l aː	t aː d uː	t a l aː		t ɵː l ɵː	tʰ a d u		t aː + d ʊ	t ə + d ə	t a + d o	t a + d w u	t aː + d uː	t aː d o		t a d ʊ	t a d ʊ	tʰ a d u	t e d o	tʰ ɘ r + v ɑ
651_158_there													tʃ a + d w u			tʃ ɑ + d u					
652_159_findv	b aˤ/a ʕ q	b a k a	b a k a	b a k a	b a k a	b a k a	b a k a	p a qː ə	b a x a	b a q a	b a χ a	b aː	b aː	b a x a	b aː	b aː	b a x a	b a x a	b a̰	b aː	b ɑ ɣ ɘ
653_160_flowv		o j o n	ə j əː n	ə j əː n	o j ɵː n		o j ɒː n	ə j i	əi	ə j ə g j i	ə j ə	x ə j ə	x ə j ə	ə j ɵː	ə j ə	x ə j ə	ə j ɐː	ə j əː	ə i/j ə	x ə j ə	ɘ j i
655_160_flowv	n u b l i																				
656_161_many								m a ɬ χ u ŋ		m aː χ o n		m a l χ o									
657_161_many			h ə g d iː									ə g d j i	ə g dʒ i	ə g d i	ə g d i				ə g d i	ə g d i	
658_161_many																b ɑ r ɑ	b a r aː n	b a r a ŋ			
65_26_housen	dʒ uː	ď/d u k tʃ aː	dz ʊː g	dʒ uː		ď/d uː	ď/d uː	tɕ o		dʒ oː		dz oː	dʒ w oː	dʒ oː	dʒ oː	d u x u	dʒ uː	dʒ u	dz u g d i		
665_161_many		k ə t ə		k ə t ə	k ə t ə	k ə t ə	k ə t ə														
666_162_chewv	ħ iˁ aˁ	h eː		s eː	ś/ʃ eː		h əː				s ai			s ɛː	s ei w i	s ɛː	ʃ ɐː		s a	s eː	
667_162_chewv								n i/j ɛ n i		ɲ a ɲ ʊ	n j i j a n j i/j o	ɲ a n o						n a n ʊ			ɲ i ɑ n i
669_163_swallowv	ɲ i m ŋ e	ń/n i m ŋ ə		n ɨ m ŋ ə	ń/n i m ŋ ə		ɲ i m ŋ ə	i m n u r		l j i ŋ m ə	n u ŋ g ə	l u m g ə	l w u ŋ b ə	n i m ŋ ə	ɲ i mː ə	n u ŋ b ə	n i m ŋ ə	n i ŋ ə	n j i ŋ m ə		n u ŋ u
671_163_swallowv				a m ŋ a													a m ŋ a n				
673_164_wet								ʨh/tɕʰ i pʰ kʰ a		tʃ e p q a		tʃ e f q a	tʃ a q p a		tʃ i pː a	tʃ i k p ɑ			ts i f u ŋ ḛi	tʃ e q p a	
675_164_wet									u ʃ i x ə		u s j i x j i n										u s x i n
676_164_wet	uˤ/u ʕ ɫ/lˠ aˤ/a ʕ q tʃ aˤ/a ʕ	u l aː p k u n	ʊ l a p k ʊ n	u l a p k uː n	u l a p k u n	u l a p k u n	u l a p k u n							o l a + p u tʃ i				ʊ l ʊ kː ʊ ŋ			
679_165_four	d i ɣ e n	d ɨ γ/ɣ i n	d i ɣ i n	d ɨ ɣ ɨ n	d ɨ γ/ɣ i n	d ɨ γ/ɣ i n	d ɨ γ/ɣ i n	t ui n	d ui n	d iː n	d ui n	d uiː	d w ui n	d i ɣ i n	d iː	dʒ iː n	d i j i n	d i ɣ i ŋ	d iː	d ui	d u j i n
67_26_housen									b o		b oː										b o
680_166_soft								u j ɛ n										ʊ j ɪ ŋ		o j a	
682_166_soft															n a p o + n a p o					n a p o + n a p o + b j i	
685_166_soft		ɲ ə m uː l ə		ɲ ə m ʉ m ə	ɲ ə́/ə m u m ə		ɲ a m uː m ɒ			n ə m u + n ə m u		n ə m u + n ə m u + b j iː		ɲ a m u + ɲ a m u							
686_166_soft	d o j															d ɵ j ɵ		d ə j i			
688_166_soft																		n əː l b e ŋ			
68_26_housen					g u l ə	g uː l ə															
694_166_soft																		l ʊ ŋ k ɪ x			u l u kʰ u n
697_167_lookv	i tʃ u + l i	i s ə t	i ts ə	ɨ tʃ ə + t		i tʃ ə t	i ś/ʃ ə t	i ʨh/tɕʰ i		i tʃ ə + d j i		i s k ə	i tʃ ə + dʒ ə	i tʃ ə + t	i tʃ ə + d i	i t ə	i tʃ i	i ʃ i	i s ə s j i	i tʃ ə + dʒ ə	
698_167_lookv									t o		t u w a										
69_27_stonerockn	dʒ oˤ/o ʕ l		dz o l o	dʒ o l o	ď/d o l o	ď/d o l o		tɕ ɔ l o		dʒ o l o		dz o l o	dʒ w o l w o	dʒ o l o	dʒ ɔ l ɔ	dʒ ɔ l ɔ	dʒ ɔ l ɔ	dʒ ɔ l	dz o l o	dʒ o l o	
702_168_nasalmucusn								ɲ i a ŋ kʰ i			n j i j a q j i					x u r i ɣ ɑ + n aː k s ɑ n i					o v u r + j ɑ ŋ k
703_168_nasalmucusn										e n o q s a		e n o q s a	e n w o k s a		i n o + k s a					e n o k s a	
704_168_nasalmucusn																			l i g b a		
705_168_nasalmucusn	uˤ/u ʕ m aˤ/a ʕ j iˤ/i ʕ k																				
706_168_nasalmucusn				i l i k s a	i lː iː x s a									e l i k s a			e l e k ʃ a	ɪ l ɛ ʃː ɪ			
707_169_that	t aˤ/a ʕ r	t a r	t a r ɪ	t a r	t a r eː	t a r	t a w a r	tʰ i		t i j	t ə r ə	t j i	t ə j	t a j	t əi	t ɑ r i	t a r e	t a r ɪ	t əi	t e	tʰ ɘ r
709_170_cutv								x o j i		χ o ɪ					χ ɔi						
70_27_stonerockn		i h ə			h i s ə k ɒː n		iː h ɒ		u x ə		w ə x ə										v ɘ ɣ ɘ
711_170_cutv	m iː n e		m iː	m ɨː	m i ś/ʃ i n		m iː n oː							m iː		m iː n ə			m i n d ə	ŋ u j n ə	
712_170_cutv										tʃ a s o		ts aː l j e	tʃ aː s w o							tʃ aː + l o	
714_170_cutv																	dʒ i g ə	dʒ i ɣ i		dʒ uː	
716_170_cutv									f i t a		f ai t a										f u r u
717_171_mothern	e ɲ i n	ə ɲ eː	ə n əː	ə n ɨː n	ə ɲ iː	ə ɲ i n	ə ɲ iː	ɜ n i		ə ɲ ə		ə ɲ i	ə n i n	ə ɲ i n	ə ɲ i	ə n i n	ə n i n	ə n i ŋ	ə n j i	ə ɲ ə	ɘ n i
718_171_mothern									ə m ə		ə m ə										
719_172_scratchv	oˤ/o ʕ s i			o s iː				u s i kʰ a l ə	u ʃ a		u ʃ a		χ w o s e s e	o s iː		χ ɔ ʃ i		ʃ iː	w ai	x o s a tʃ o	
71_28_bitter	g oˤ/o ʕ t			g ə tʃ ɨ p tʃ ʉ				k o ɕ i q h u l i	g o ʃ o	ɢ o t ɪ s j ɪ	ɢ o s j i χ o n	ɢ o tʃ e s j i	ɢ w o tʃ e s eː	g o t i g d i	g ɔ t i s j i	ɢ ɔ tʃː uː l i	g ʊ t eː	g ʊ s ɛ dː e	g u/w a ts i	g o t o l e	ɢ o s x u n
720_172_scratchv										o t o n s j ɪ		χ o t o r s j e			x u t u ɲ i s j i						
724_173_sunn			ʃ i ɣ uː n					ɕ i w ʊ n	ʃ əu n	s j i/j u n	ʃ u n	s j i/j u	s i w u n	s i w u n	s əu	ʃ uː n		ʃ i ɣ u ŋ	s uː	s i/j u	s u n
726_173_sunn		d ɨ l a s aː		d i l a tʃ aː	d ɨ l a tʃ aː	ď/d i l i tʃ aː	ď/d i l a s aː										d e l a tʃ a				
727_174_lookforv	g e l e	g ə l əː k t ə	g ə l əː k t ə	g ə l əː k t ə	g ə l ɵ k t ə			k ə ɬ tʰ ə				g ə l ə	g ə l ə + g w u	g ə l ɵː k t i	g ə l ə + k t ə	g ə l ə	g ə l ɐː	g ə l ə	g a l a k t a	g ə l ə	
729_174_lookforv									b əi		b ai										b i ɑ
72_28_bitter		i d a r i p tʃ uː			i d a r i p tʃ uː									dʒ o j a j i g d i							
731_175_brainn	i r g e			ɨ r ɣ ə	i r g ə		i r g ə			i g ə		i g ə	iː g ə	i ɣː ə	iː g ə	i d ə	i r g ə	i gː ə		i dʒ ə ɣ	
732_175_brainn								f ə x i			f ə x j i										f i x
734_176_warm	ɲ aˤ/a ʕ m	ɲ a m a p tʃ u	n a m a	ɲ a m a	ɲ a m a p tʃ u		ɲ a m a p tʃ u	ɲ i a m q h u l i		ɲ a m a		ɲ æː m a	ɲ a m a	ɲ a m		n ɑ m ɑ u l i	ɲ a m a	n a m a dː ɪ	ɲ a m i	ɲ a m a	
735_176_warm															x ə k u s j i						
736_176_warm												x u l d j i								x u l d u	
737_176_warm	d uˁː/uː ɫ/lˠ aˤ/a ʕ n								d u l uː												
738_176_warm											b u l u q a n										b o l o q u n
73_29_sayv	g oː n	g u n		g ʉː n	g u n	g u n	g uː n		x ə n d u	u n ə	x ə n d u	u n	u n	g uː n	g u n	u n	g e ŋ n a	g u n	g u n ə	w ə n	
741_177_coverv	d aˤ/a ʕ s			d a l	d a s		d a s	t a s i		d aː l j ɪ	d a l d a	d a s j e	d a s e	d a s							d a l d a
742_177_coverv	n e m n e														n ə m ə	n ə m b ə			n ə m ə		
743_177_coverv												d aː q a n				d ɑ qː ɑ n				d a q a n	
745_177_coverv									x u/w ə d i		x u w ə dʒ ə										
748_177_coverv		k u p t u		k ʉ p t ʉ																	
74_29_sayv								x ə z u			s ə										ɕ i
750_178_womann	aˤ/a ʕ s iˤ/i ʕ	a h iː	a ʃ ɪː + b ə j ə	a s iː	a ś/ʃ iː	a h iː	a h iː	a z ə n		a s j ɪ + b ə j ə		a s a		a s iː	a s a		a h eː + b ə j ə	a s aː l	aː n t a		
751_178_womann									x ə x ə		x ə x ə		ə k t ə n i		əː k ə	əː k t ə nː ɛː				əː q t ə	x ɘ ɣ ɘ + n ɑ n
752_179_deep	ħ uˁː/uː n t aˤ/a ʕ			s u ŋ t a	s u ŋ t a		h u ŋ t a	s ʊ n tʰ a		s o ŋ t a		s o ŋ t a	s w o ɴ t a	s o ŋ t a	s o ŋ t a	ʃ u k t ɑ	ʃ ʊ ŋ t a	s ʊ n t	s u ŋ t a	s o ŋ t a	
754_179_deep									ʃ o m i		ʃ u m j i n										ɕ y/j m i n
755_180_above	o j d e d u	u γ/ɣ i		ʉ ɣ ɨː d əː	u γ/ɣ iː	uː ʃ k i	u j i	ui r tʃ i g ə + t u		u j d ə	w ə s j i x u n	u j ə	u j ə + l ə	u g w i d ɵː	u j ə dʒ i + l ə	u wː ɛː	u j l ɐː	u ɣ i l ə		u j	
759_181_femaleofananimaln	aˤ/a ʕ s iˤ/i ʕ		a ʃ ɪː	a s iː				a z a n		a s j ɪ		a s a		a s iː			a h eː	a s aː l			
760_181_femaleofananimaln												ə ɲ ə			ə n əː	ə + n i + n ə			ə n j i	ə nː ə	
761_181_femaleofananimaln											x ə x ə		ə k t ə			əː k t ə				əː q t ə	x ɘ ɣ ɘ
763_182_putonv	t e t		t ə t i	t ə t	t ə t ɨ		t ə t	tʰ i tʰ i		t ə t i g j i		t u t u	t ə t w u	t ə t	t ə t i	t əi d u	t ə t	t ə t i	t ə t i	t ə t u	
764_182_putonv									ə t u		ə t u										u tʰ u
765_183_other	g iˁ aˁ	g eː						k i a		g j ea n	g uː w a	ɢ oe	ɢ w o j	g ɛː		ɢ ɔi				g o j	g u ɑ
766_183_other	ħ oː n t e	h u ŋ t u	h u n t u	ʉ ŋ t ʉ			h u ŋ t u							x o ŋ k t ə	χ ɔ ŋ t ɔ		o ŋ t o	o n t u	x o ŋ t o		
768_184_foreheadn					h oː j o		x o j oː n	x ə j i		x ə j ə		f əi	p əː j ə			p əː j ə			x əi e	p ə j ə	
76_30_toothn	iː t	i k t ə	iː k t ə	ɨ k t ə	i k t ə	i k t ə	i k t ə	i kʰ tʰ ə l ə	w əi x ə	i k t ə l	w əi x ə	x u k t ə l ə	x w u k t ə	i k t ə	i k t ə	i k t ə	i k t ə	iː tː	i k t ə	i q t ə	v i x
771_184_foreheadn											ʃ ə ŋ g j i n										ɕ i ŋ ɘ l + tʰ ɑ l
772_184_foreheadn	oˤ/o ʕ m q aˤ/a ʕ t		o m k o t o	o m k o t o										o m k o t o							
773_184_foreheadn																	m a ŋ g eː l a	m a ŋ g ɪ l			
774_185_left								x ɑ z u kʰ tʰ ə	x a s u	χ a s t a	χ a s x uː	χ a s o χ t a									
775_185_left	dʒ e ɣ e n g e ɣ	ď/d ə γ/ɣ i n	dz ə ɣ i n	dʒ ə w ɨ n	ď/d ə γ/ɣ i n	d ɨ γ/ɣ i n ŋ i d aː	ď/d ə γ/ɣ i ŋ u						dʒ ə w u ŋ i/j ə	dʒ e ɣ i n ŋ i d ɵː	dʒ æ ɲ dʒ i	d əu n dʒ ɛː	dʒ ə j i n	dʒ ə ɣ i ŋ	dz j i/j e ŋ ə dz ə	dʒ əu n dʒ i	
777_186_risev				j uː											ɲ uː + g i						
780_186_risev				d ə ɣ d ə					d ə d ə		d ə k d ə	d ə g d ə	d ə g d ə	t u k t i		t ə d ə	d ə g d ə	d ə dː ə	d ə g d ə		d ɘ x d ɘ
784_186_risev					t u k t ɨ	t u k t ɨ	t u k t ɨ														
786_186_risev						uː r i w	u γ/ɣ i r iː w														
787_187_dry		o l g oː k i n	o l g o	o l ɣ o k i n	o l g ɒː k i n	o l g o	o l g oː k i n	ɔ ɬ q u	o x o l o		o l χ o n	χ o l ɢ o	χ w o l g o n a	o l g o x i n		χ ɔ l̥ d ɔ + χ ɔ	ɔ l g ɔ x e n	ɔ l g ɔ x ʊ ŋ	o g o̰ u	x o l dʒ o	o l x u n
788_187_dry	i l e ŋ									i l ə k j i n					i l a x q j i				i l ə x j i		
78_31_hairn	ɲ uː r i t	ɲ u r i k t ə	n uː r i k t ə	ɲ ʉ r ɨ k t ə	ɲ uː r i k t əː	ɲ uː r i k t ə	ɲ uː r i k t ə	n y/j kʰ tʰ ə		n i r u k t ə		n u k t ə	n w u k t ə	ɲ i j u k t ə	ɲ u k t ə	n i r u k t ə	ɲ u r i k t ə	n uː tː	ɲ u k t ə	n u q t ə	
792_188_how	oˁː/oː n	o n	oː n	oː n	oː n ə	o n	o n	ɔ n i		oː n ɪ		χ o ɲ	χ w oː n i	oː n	ɔː ɲ i	χ ɔː n i	ʊ ɔː n	ɔː n d ɪ	o n o	x o n e	
794_188_how														ɛː n dʒ i							ɘ r ɑ i
795_189_breakv								ɜ p t u		ə b d ə							ə b d ə w	ə dː u			
797_189_breakv		h u k tʃ a		s u k tʃ a			h u k tʃ a														
799_189_breakv										m o q t o ɢ ɪ									m u s j i		
79_31_hairn									f u n x ə		f u n j i j ə x ə										f ɘ n j x
7_2_nosen																x u r i ɣ ɑ					
800_189_breakv												b oe l ao	b w o j a l e			b u j ɑ l				b o j a l o	
804_189_breakv														d e l d a m							
807_189_breakv	ħ aːˁ j uˤ/u ʕ													x a j i							
