Cognate_ID	Arak	Arem	Bahnar	Bit	Bonda	Bru	BruVK	Bugan	Car	Chong	ChongH	Chrau	Cuoi	Dakkang	Deang	Didra	Gantang	Guanshuang	Hadang	Halang	Hre	Hu	Iduh	JahHut	Jahai	Je	Jeh	Jru	Juang	KSurin	Kadong	KahoChil	Kantu	Kasong	Katu	Kensiw	KhaPhong	Khamet	Khang	Kharia	Khasi	Khme	Khmer	Khmu	KorCua	Korku	Ksinmul	Kui	KxinhMul	LaoKatu	Liha	MBunong	MDip	MRolom	Ma1	Ma2	Mak	Malieng	Mane	Mang	Mangan	Mlabri	Mon	Mundari	MuongKoi	Nancawri	Neu	Nge	Nhaheun	Nyakur	Ong	Oy	Pakoh	Paliu	Pangpin	Panong	Parengi	Phong	PhongV	Plang	Pray	Rengao	Ruc	Rumai	Samre	Santali	Sedang	Semai	Semelai	SemoqBeri	Shuangdiang	So	Sora	Sre	Stieng	Taoi	Taoih	Tariang	Temiar	Tempuan	Thavung	ThavungSo	ThoMon	Tri	Tuum	Veh	Vietnamese	Wa	Yongde
40_heart	p ə l a j + c ə ŋ ɦ ɨ m	l a ŋ ò/o h	n ui h	p l ɛ + r i	b u r u k	p ə h a m N/⁵	k əa l N/⁵ + p a h ə m N/⁵	n u k ³¹	f a + n ə ɲ + l ə	h ua A/³⁴ + c a j A/¹	h ua A/³⁴ + c a j A/¹	n u dʒʰ	t i m ⁴³	p ə h ə m	n ɔi h	n o dʒʰ	tʃʰ a k ³⁵	bh/bʰ ɔ m ¹	h iə m	b r ie w	p l i L/⁵⁵ + n o dʒʰ L/⁵⁵	ç a k ³³ + n ɔ t ³³	p l â/a + g a d â/a w	h ɔ m	k ə l a ŋ i s	t l e p ³¹	ʔ n o dʒʰ L/⁵⁵	c/ts ə h ɨ m		b ɛ h + d o ŋ	h iə m	n u dʒʰ	c/ts a c ɛ a l	h uə F/⁵¹ + c ai A/¹	j ə j u l	k ə l a ŋ + ɲ e s	p l e ³³ˀ/³³ + t o ŋ ⁴³⁴	s a k ⁵³ + n ɔ h ³³	h uə ³³ + c ə ɨ ³⁵		k l o ŋ + s n a m	s e n ⁵¹	p ə h + ṭ/ʈ u ŋ	t l ɔ m + ŋ o k	s u m		ʔ e n	ph/pʰ ə h a m N/⁵	h ə l ɲ u m ³³	p i l ɛ + l ɔ m	l ɛ e m ⁴³ + s ɛ e m ³⁴	p l a j + n u dʒʰ	p l a j + n u dʒʰ	p l ɛ + n u dʒʰ	k ə t e	n u dʒʰ	p ə h ə m	t ɔ ŋ o ³³	mh/m̥ u l ³⁵	ʔ a ³¹ + v a m ⁵¹	l e ³³ + ćh/tɕʰ a k ³³	k l u ʔ + k l o l	k ə m a + c ɔ t	dʑ i + k u ṛ/ɽ a m	t l a m ²	k ú/u j + p i w + á/a	p ə h ɔ m	p ə rh/rʰ e m	h j ʌ m	ɲ j u m ²	t r ə n u ɔ h	p l a j + t ua ŋ	ʔ ə c ia l T/¹⁵	n i ¹¹	ŋ ai ³⁵ + tʃ a k ³¹	k l i p + s i h i m	g a r e	k a m + kh/kʰ ə t	l ɛ m ²¹ + s ɛ m ⁴⁴	tɕ i t ⁵¹	ŋ k ɔ h	p l i + g o l T/¹⁵	t o ŋ ¹	n ɔ h ⁵¹	t u h F/⁵¹ + c a j A/¹	b ɔ r ɔ	ʔ i h iə m L/⁵⁵	n u s	dʑ a n t u ŋ	g ə n ɔ s	ʔ a ³¹ + s i m ⁵¹	m a h ɨ m		n u s	p i + n u s	t ə r ŋ ɨ h A/¹	p i l ɛ + l ɔ m	k l ɔ m + l o ʔ	h u p	n oi h	ph/pʰ a ʔ l ə ʔ B/² + ɲ i m	ph/pʰ a l ʌ + ɲ i m ²	t i m ⁴³	p a h ʌ m	l ɛ m ²¹² + s ɛ m ²	k l ɔ ŋ + n ɔ h	t r a i + t i m	rh/rʰ ɔ m	ph/pʰ i h ³¹ + ćh/tɕʰ a t ¹
41_horn	ŋ k a j	t a k e	a k e	t ə k ua i	ḍ/ɖ e r e ŋ	t ə k â/a j N/⁵	t a k ɔ j	x ɔ ³¹	s i n + r̥ o l	s o c C/³	s ɔ c A/¹	n k ɛ	kh/kʰ r i ɲ ³³	t ə k a w	n u ŋ	ʔ a k i	k r ə k ⁵⁵	r u ŋ ¹	k i	h ə k e	a k i	k ɣ ə ŋ ⁵⁵	g a t ɔ̂/ɔ ŋ		t a n o ʔ	k ɛ ³³	t ə k o j L/⁵⁵	t ə k ua j	s i ŋ o	s n ɛ ɲ	k i	ŋ k ɛ	t i k ɔ j	s r o c A/¹	t a g e	t a n o ʔ	t ə k ɔ j ¹³	k ə ŋ ⁵⁵	k ɔ j ⁴⁵	ḍ/ɖ e r̥ e ŋ	r e ŋ	k e ŋ ⁵⁵	s ə n e ŋ	c/ts ə nd/ⁿd r ɨ ŋ	ʔ a k ɛ	s i ŋ g i	c/ts ə l g a n	t ə k â/a j N/⁵	c/ts a ŋ ʔ ³¹ + h r a ŋ ³³	t a k ɔ j	kh/kʰ l ə ŋ ³³	n k e	n g ɛ	k a y	k i	k e	t ə k ɔ j	t a k ɔ dʒʰ ¹⁴	x ə ŋ ³⁵	ɣ a ʔ ⁵⁵ + ɣ a k ³⁵	k r ə k ⁵⁵	k a w	d r a ŋ	d i r i ŋ	kh/kʰ ɨ ŋ ¹	h e n t ō/oː p	t ə k ɔ j	t a ŋ k ə j	dw/dʷ a j	th/tʰ r a ŋ ²	t a ŋ k ɔ j B/²	t a g ua j	t ə ŋ k ɔ j	k ɔ u ⁵⁵	k r ə k ⁵⁵	k a j	ḍ/ɖ a r a ŋ	k t ɔ ŋ	s ɨ ŋ ²	h ə ŋ ³³ + kh/kʰ a k ⁵⁵	c/ts a ŋ	k i T/¹⁵	k r ɨ ŋ	n ə ŋ ⁵¹	s u c A/¹	d i r i ɲ	k a j T/¹⁵	t a nd/ⁿd u k	t a nd/ⁿd u k		k r ə ³³		d é/e r e ŋ	ŋ k e	k e	t ə ŋ k ɔ j C/³	t i k ə L/⁵⁵	k ɔ j	b a l o g	ŋ k e	t a ʔ k ə ʝ ʔ	t a k ɔ j ¹	th/tʰ ɨ ŋ ⁴³⁴	t a k ɔ j	kh/kʰ l ə ŋ ²¹	ə k a h	s ù/u n g	r u ŋ	k r a k + m oi ⁵¹
42_i	ʔ a ɨ	k ɨ̀/ɨ ʔ	i ɲ	j ɔ	n i ŋ	ŋ k â/a ʔ B/²	k ɨ ʔ	ɔ T/¹⁵ ³¹	c/ts i n	ch/tsʰ a n A/¹	ʔ i ɲ A/¹	ʔ a ɲ	h ə w ³³	k ɨ	ʔ o	ʔ a	ʔ au ⁵¹	ʔ ə ʔ ¹	ʔ ə́/ə w	au	ʔ a w	ɔ ʔ ⁵⁵	n a ʔ ɛ̂/ɛ ŋ	ʔ i h ã ʔ	j ɛ ʔ	ʔ a ɨ ³³	ʔ au	ʔ a j	a ɲ	ʔ a ɲ	ʔ a w	ʔ a ɲ	ʔ a k u	ʔ i ɲ A/¹	k u	j e ʔ	k ə ³³	ɔ ʔ ⁵³	z ɔ ³⁵	i ɲ	ŋ a	ʔ ɔ ʔ ⁵³	kh/kʰ ɲ u m	ʔ o ʔ	g o	a ɲ	ʔ a ɲ	h a j N/⁵	ʔ a ɲ ³³	k u	s ɔ o ³³	g ə p	g ə p	ʔ a ɲ	ʔ a ɲ	ʔ a ɲ	k ɨ ʔ	h o ³³	ʔ ɨ ʔ ³⁵	ʔ a ³¹ + ʔ u ⁵¹	o ⁵¹	ʔ o	ʔ a j	ai ɲ	h ɔ ²	ch/tsʰ y a	k a w	p e n k o h	ʔ a	ʔ ə j ¹	ŋ k ɔ ʔ	ʔ a ɨ	k ɨ	ʔ au ⁵⁵	ʔ au ⁵¹	ʔ a j	m i ŋ	ʔ e ɲ	c/ts a k ⁴⁵	ʔ ɨ t ³³	ʔ ə ɲ	ʔ a w T/¹⁵	h o	au ⁵¹	ʔ i ɲ A/¹	i ɲ	ʔ a w T/¹⁵	ʔ ɛ ɲ	ʔ ə ɲ	ʔ ə ɲ	ʔ o ŋ ³³	k ɔ ʔ d ɨ m	ɲ e n	a ɲ	h e	k ɨ A/¹	ŋ k ɔ ʔ	ʔ a ɨ	j e ʔ	a ɲ	k a n B/²	k a n ³	h ɔ ⁴³	k ɨ	c/ts a k ⁴⁵	ʔ a j	t ô/o i	ʔ ə ʔ	ʔ ə u ³³
43_kill	k ə s i t	k a c ɪ t	p ə l o c/ts	ŋ ɛ h	ɔ g ɔi	k ə c e t N/⁵	k a c i t L/⁵⁵	p c a ³⁵	k u m + p a h	ə h o c A/¹	ə h o c A/¹	t ə c ɨ t	t ɛ m ²⁴	k ə n c i t	ŋ a h	h ə ʔ n a ʔ	t ui ³³	s oa t	h d e k	p ə h o t B/²	dʑ e h	ph/pʰ ie m ⁵⁵	g a b ɔ̂/ɔ ɛ	k ə r b ɨ s	b u n u h	p ə́/ə j ³⁵ + c i t ⁴³	dʑ a h T/¹⁵	k ə c e t	b a r	s a n l a p	s i h	t ə n c/tsʰ ə t	k a c e t	kh/kʰ a E/⁵	k a c ɛ t	p ə k i b i s	z ie t ¹³	tɕ a m ³⁵	ŋ a t ³¹		p y n ia p	s ia m ³³	s ə m l ɔ p	ph/pʰ a n	p a k + s e t	g o dʑ	p ə s iə n	k ə c ɛ t N/⁵	ph/pʰ ə s iə n ³³	k ə c e t	p a ⁴²⁴ + c e t ²⁴	n kh/kʰ i t	l ə h + kh/kʰ ə t	l a m + kh/kʰ ə t	ch/tsʰ ə t	k ə c/tsʰ ə t	k a n c e t B/²	k a c e t ²⁴	n j ə m ³¹	g ə ³¹ + s i t ⁵⁵	ćh/tɕʰ e t ³³	p a + b ɨ l	g a c ui t	g oe ʔ	z iə t ³	o r ī/iː + ŋ a + f ʙ h	p ə l ɛ h	k a n c e t	g j e t	k ə c ɛ t ¹	k a n c e t B/²	k ə c e t	k ə c e t T/¹⁵	lˠ ɨ t ¹¹	tʃʰ ia t ³¹	s a k	k ai ʔ n	k b ə l	p ɔ ⁴⁴	t a ³¹ + j ə m ⁵¹	m b ə l	b ə h l a t L/⁵⁵	k a c i t	k o h ⁵¹	kh/kʰ a B/²	g o dʑ	k ə d e L/⁵⁵	p ə r d a t	b u n u h		ćh/tɕʰ ia t ³¹	p a dʒʰ	k a b + j e d	t ə c/tsʰ ə t	s r ɛ h	k ə n c e t A/¹	k a c e t T/¹⁵	p ə c i t	k e r b ɨ s		p ɔ̆ + h + k a C/³	k a c ǐ/i t ¹	z ie t ³¹	p a dʒʰ	p ɔ ²¹²	p e ʔ + c ie t	g ie t	p a ɨ h B/²	t oi ⁵¹
44_knee	t ə r k o	l a k uə l ʔ	k u l + t a ŋ	k l a k + n i l	k u t r u k	r ə k ɔ l N/⁵	r a k ə l	p ə ⁵⁵ + k ɔ T/¹⁵ ³¹		t o t A/³⁴ k ə n o j C/³	n o j	k o ʔ k r u ŋ	k l o k ³¹ + k ə l ²⁴	t ə r k o l	k i ŋ + k ɛ r	k r ə ŋ L/⁵⁵	kh/kʰ i k ⁵⁵ + ʃ a k ⁵⁵	a l ¹ + ŋ o ŋ ¹	k r ə́/ə ŋ	k u ŋ B/² + k r o ŋ B/²	k u + k r a ŋ L/⁵⁵	kh/kʰ i ŋ ³¹ + k ɔ ŋ ³³	m ɔɛ ʔ + t a m u k	k ə rw/rʷ a l	k a l t o ŋ	m o ŋ ³¹ + k r u k ³	k r o ŋ L/⁵⁵	h ŋ k o l	a ɳ ṭ/ʈ u	k b a l + c a ŋ k uə ŋ	m o + k r ə ŋ	k o ʔ + k r o ŋ	m ɔ h + ʔ ə n t ɛ k	t o h A/³⁴ + m a k u D/⁴	t ə k â/a l	k a l t o ŋ	k a b ɔ k ³³ + t ə k u l	t ɔ p ⁵³ + tɕ e ŋ ³¹	k o ³² + h o ŋ ³⁵	ṭh/ʈʰ e h u n a	kh/kʰ o s i w	tɕ e ŋ ³¹ + k o ŋ ⁵¹	dʑ ə ŋ g ɔ ŋ	k ə n u n	t ə k u l	t o p a r e	ʔ ə l u + m ə l d i l	t ə k ɔ l N/⁵	kh/kʰ ə s ɛ l ³⁵		k u n ⁴³ + k u n ²⁴	k o m ə k	k o + m ə c/ts	t i ŋ + k r o ŋ	k u + k r o ŋ	k o + m ə c/ts	r a k o l	t u + k u n ⁵¹ˀ/⁵¹	kh/kʰ x o ŋ ³¹	s a ŋ ³⁵	m a n ³³ + k l uə ŋ ⁵¹	k u l + k i l	k b oa ŋ	m u k u r̥ i	k o ³ + l a j ⁵	k ú/u j + k u á/a ŋ	t ə k o l	t r a k o l	m u h + k o	k ə b ɔ ŋ ¹	t r a k o l	t ə r k a w	t ə r k o l T/¹⁵	c/ts e ³¹ + p au ³¹ + q u	kh/kʰ i k ⁵⁵ + tʃʰ a k ⁵⁵	k r u k	m a n ḍ/ɖ i	t m u ʔ	k u l ⁰ + k u l ⁴⁴		kh/kʰ ɔ ʔ + kh/kʰ ɔ l	k u ŋ L/⁵⁵ + k r a ŋ L/⁵⁵	k u l uo k ⁴ + t ə k o l	k ə n ⁵⁵ + g iu ŋ ⁵¹	t u h A/³⁴ + m a k u r C/³		k r a ŋ L/⁵⁵	k u r o l	k a l t o ŋ	k ə l t o ŋ	kh/kʰ i k ³³ + c̣h/ʈʂʰ a k ³	l a k ɨ l	m á/a nd/ⁿd i d	g ə l t a ŋ	k o ʔ + t a ŋ	t ə r k o l A/¹	m a h + n t o t T/¹⁵	t ə k o l	k a r ɔ l	r k u l	ʔ ɔ k + h a ʔ k o l	ʔ a k u n ²	k o n ³⁴³ˀ/³⁴³ + l a j	a k ɨ l	k l o k ³¹ + k ə l ²⁴	k o l	ɗ â/a u + g ɸ́/ɸ i	ŋ ɔ ŋ B/²	ph/pʰ i k ³¹ + ç a p ⁵⁵
45_know	ŋ a ɨ + r o j	h ɪ	b a t	b a n	m a k	d a ŋ N/⁵	d a ŋ	m i T/¹⁵ ³⁵	a + k a + h a	th/tʰ a n a r A/¹	kh/kʰ a h A/¹	g ɨ t	h ai ³³	c/ts ɔ m	n ă p	ʔ n i L/⁵⁵	tʃ ɨ ⁵⁵	j u ŋ B/²	l ɔ ʔ	ʔ l o ʔ	l ɔ ʔ		b î/i ə n	s r ə ʔ	ʔ ə t + ʔ e t		ʔ l o T/¹⁵	h ŋ g a l	k o ŋ	s k ɨə l	n ĩ/i	g ɨ t		kh/kʰ a h A/¹	n a l	h a j ɨ p	r u ³³ˀ/³³	i ou ³¹	m ɔ n ³⁵	k o ŋ	t i p	ʔ i o ⁵¹	ṭ/ʈ ɨ ŋ	n ə ŋ	s e t	m a l u m	z uə	kh/kʰ a l B/²	z uə ³³	c/ts ɔ m	lˠ u ³⁴	g i t	g ə t	g ɨ t	ʔ g ɨ t	g ə t	ʔ d a ŋ	h əi ¹⁴	j ɔ ŋ ³¹	c/ts a ŋ ⁵¹	tɕ ɨ ʔ ⁵⁵	m ʌ c/ts	t i m	i t u	m a t ³	ʔ a + k á/a h	d i ŋ	c/ts ɔ m	d u k	t ɨ m ¹	h ɔ j	d ə ŋ	c/ts ɔ m	s ai ⁵³	tʃ ə ʔ ⁵⁵	l a k	g u l o m	d iə m	h l u ⁴⁴	tɕ ɨ ⁵¹	m ə c + c ɨ t	l o T/¹⁵	h i	n â/a ⁵¹	kh/kʰ a h A/¹	b a ḍ/ɖ a j	ʔ n a j L/⁵⁵	p a n ɛ j	kh/kʰ ɛ ʔ	k ɛ ʔ	tɕ ə ³¹	d a ʔ	g á/a l a m	g i t	g ɨ t	h ɔ j A/¹	c/ts ɔ m	m ɔ h	l ɛ k	ʔ l a w ʔ	h u ʔ ¹		p ie t ⁴¹	d a ŋ	h l ə w ²¹²	ə l ɔ ʔ	b ie t	j u ŋ B/²	tɕ ɨ t ⁵⁵ + s i m a ⁵⁵
46_leaf	h ə l ʔ l a	u l æ ʔ	h l a	k ɨ l n a	u l a k	s u l a N/⁵	s a l a	l ou T/¹⁵ ¹³	r̥ o j	l a ʔ A/¹	l a ʔ A/¹	l a	l a ²⁴	h ə l a	lh/l̥ a	h l a	lh/l̥ a	lh/l̥ a ʔ ¹	h l a	l a	h l a	l a ʔ ⁵⁵	h a n t â/a w	h l a ʔ	h ə l i ʔ	h l a ³³	l a T/¹⁵	l a	o l a g	s l ʌ ʔ	h l a	nʰ a	ʔ i l a	kh/kʰ l a B/²	l a h	h a l i ʔ	s ə l a ⁴³ ʔ	l a ʔ ⁵³	b a ɨ ³⁵	u l a g	s l a + d i ŋ	l a ³¹ + s e ʔ ⁵³	s ə l ɨ k	h l a ʔ	h l a		b ə w	s l a N/⁵	b ə ³³	ʔ a l a	l a ²⁴	nʰ a	l h a	h a	h n a	nʰ a	ch/tsʰ ɛ l a	u l a ⁵¹ˀ/⁵¹	lh/l̥ a ʔ ³⁵	l a ⁵¹	lh/l̥ a ʔ ⁵⁵ + s i ʔ ⁵⁵	b ə	s l a	s a k a m	l a ³	r á/a j	s a l a	h l a	h l a	h l a ʔ ¹	h ə l a	h l a	u l a	l ɔ ¹¹ + ʔ ɔ ⁵¹	lh/l̥ a ʔ ⁵⁵	h l a	o l a ʔ	t ə w	kh/kʰ l a ⁴⁴	lh/l̥ a ³¹ + kh/kʰ ə ⁵¹	n th/tʰ u + l a m	h l a T/¹⁵	ʔ u l a ³	lh/l̥ a ⁴¹²	kh/kʰ l a C/³	s a k a m	h l a T/¹⁵	s l a ʔ	d a w o n	s a l a	lh/l̥ a ³³ + s i ³¹	s i l a	o l a	nʰ a	l a	h ə l a C/³	a l a	l a	s e l a + s ə l a ʔ	h l a	s a l a ¹	s a ʔ l a ʔ	l a ³⁴³ˀ/³⁴³	s ə l a	l a ²¹²	h ə l a	l á/a	lh/l̥ a ʔ	lh/l̥ a ¹⁵
47_lie	pɦ/pʱ i c/ts		b ʔ i c/ts	s a m + m ɔ h		b ʌ j ʔ N/⁵	p a d e h + s e ŋ T/¹⁵	kh/kʰ ɔ ³⁵	h u + l a l	ph/pʰ i c C/³	p i c B/²	b i ʔ	n a m ²⁴³ˀ/²⁴³ + c ɔ ŋ ³	b e c/ts	g ə ʔ ɔ t				k u j	t ə m o ŋ B/²	k a ʔ n ɔ ŋ L/⁵⁵	s a ʔ ³³ + l ə t ³³	t a ʔ	d ɨ m	k ə h	k ə́/ə t ³⁵	k a t L/⁵⁵	ŋ ɛ n		d e ʔ	k u j + l a n i ʔ	b i c/ts	p ə t + d a m	th/tʰ ɛ k A/¹	ʔ b ʌ c/ts	ʔ ɛ ŋ	l a m ³³ + c i ³³	ɛ t ¹³	t iə k ³⁵ + l o ŋ ³²⁴	g i t a g	sh/sʰ a n ia h	ʔ ɔ n ³¹ + k a m ⁵¹	ṭ/ʈ ə k	ŋ i m	b i k + p o t	l u r i dʑ	ʔ e m	b i c N/⁵	ʔ ɛ m ³³ + l i h ³⁵		l a m ⁴³ + s uo j ³³	b ə c/ts	b i c/ts		b e c/ts	b e c/ts	ʔ b ɛ ʔ	l a m ³³		p ə ŋ ³¹ + v a l ⁵¹	ɨ ŋ ⁵⁵	n ɔ n		g i t i ʔ	d a j ³	l ò/o m	m e ʔ	ʔ b e c/ts	h ŋ a n	p u ɲ ¹	b i c/ts	k u j	b i ʔ	nd/ⁿd i ⁵³		m ɔ n + g u j	g o n	t a ʔ	l a m ²¹	l ə h ³³	ʔ o j	k u j T/¹⁵	ɲ əʌ p ⁴	i ʔ ⁵⁵	th/tʰ iə k B/²	g i t i ʔ	k ɔ j L/⁵⁵	d a ʔ	d m d ə m	d ə m	d ɨ r ³¹	p i t	l u d	b i c/ts	b e c/ts	b i c A/¹	b ə c L/⁵⁵	s o t	s ɛ g l ɔ g	t ai p	n a m + l oɔ ŋ F/⁵¹	n a m ²	n a m ⁴³⁴	b e c/ts	l a m ³³	p l ɔ ŋ	n ằ/ă m	n ɔi	k e n ³³
48_liver	k l ə m	l ù/u ə m	k l ə m	t ə l â/a m	g i r e	l ua m B/²	l ua m	b ou ³¹	a + l i p	l o m C/³	l ɔ m B/²	kh/kʰ l ə m	l ɔ m ³³	l ɔ m	k a + t ɔ m	k l e b m L/⁵⁵	th/tʰ ɔ m ⁵¹	t ɔ m ¹	k l iə m	k l a m B/²	k l e m L/⁵⁵	k a t ³³ + th/tʰ ɔ m ³³	l û/u m	r ə s	r o s	t l ɔ ŋ ³³	k l ɛ m L/⁵⁵	k l ʌ m	a t a n	th/tʰ l ʌ m	p l iə m	k l ə m	l ɔ m	l ɔ m C/³	l â/a m	j o s	l ɔ m ⁴³⁴	th/tʰ ɔ m ³¹	t a p ³⁵	g o r e	b a + i m	th/tʰ a n ⁵¹	th/tʰ l aə m	t l ɔ m + r ɔ ŋ	p l ə p	k o l e ɲ + dʒ a	t ə l ɔ m	l ua m B/²	t a l ɔ h ³⁵	l ɔ m	l ɔ o m ³¹ + l ɔ o m ⁴³	k l ə m	p l a j + g l a n	t l ə m		k l ə m	l uə m	l ɔ m ³³	k ə t o m ¹	d ɔ ʔ ³¹	n th/tʰ ua m ⁵¹	p e t	g r ui h	i m	l ɔ m ²	ʔ a t̀/t i	l ɔ m	l ɔ m	k l ʌ m	kh/kʰ r i h ²	ʔ l ɔ m B/²	t l ə m	l ɔ m	n b u ŋ ⁵⁵	dh/dʰ ua m ⁵¹	k l i p		l o m	l ɔ m ²¹	k a ³¹ + t o m ⁵¹	t a p	k l e m L/⁵⁵	l oɔ m ²	k ə ⁵⁵ + t ɔ m ⁴¹²	l uə m B/²	i m	k l ia m L/⁵⁵	r i s	g ə r e s	g r ɛ s	dh/dʰ ua m ⁵¹	l ua m	g á/a r e	k l ə m	l k ə m	l ɔ m C/³	l ɔ m	k l ɔ m	ʔ ɛ n r ɨ s	k l a ɨ m	l oɔ m C/³	l ɔ m ³	l ɔ m ⁴³⁴	l uə m	l ao m ³³	k l e m	g a n	t ɔ m	th/tʰ o ³¹
49_long	c/ts ə r ɦ w o ŋ	l ə ŋ	k ə dʑ u ŋ	j ia u	s i l e ŋ	k ə t i B/²	k u t i	j o ³³	r̥ ɔ + t a	k o ŋ B/²	k u ʔ ŋ A/¹	dʑ ɔ ŋ	z ɔ n ³³	k ə j ɨ ŋ	d o ŋ	j ɔ d n	l a n ³¹	l a ŋ ¹	s ə́/ə k	ʔ ɲ e ʔ B/²	j o h	l a n ³³	l â/a ŋ	c/ts r ɨ ŋ	b ə t e c/ts	p r o j ⁴³⁴	p r oi h L/⁵⁵	g o h	dʑ i l o ḍ/ɖ	w e ɲ	ʔ iə ʔ	dʑ ɔ ŋ	j u ŋ	k o ŋ D/⁴	j a l	b ə t u c/ts	z ʌ r ⁴³⁴	l a n ³¹	l ə ŋ ³⁵	ʒh/dʑʰ e l o b	dʑ e r o ŋ	l a n ⁵¹	w e ŋ	w a ŋ	dʑ ə t	gh/gʰ i l i ŋ	ʔ ə l o ŋ	n th/tʰ r ɨ ŋ N/⁵	ʔ ə l o ŋ ³³	j u ŋ	z o n ³³	dʑ ɔ ŋ	dʑ ɔ ŋ	dʑ ua	m ɔ ŋ	l ə m ɔ ŋ	k ə t i	z a ɨ ³³	l a ŋ ³⁵	l i ŋ ⁵⁵	l a n ⁵¹	th/tʰ a l	g l i ŋ	dʑ i l i ŋ	z a j ¹	c/ts a l ì/i ŋ	l ɨ ŋ	c/ts u ŋ	g o h	kh/kʰ l i ɲ ²	k a j ɨə ŋ	g awh/au	t ɔ j ʔ	l ə ŋ ³³	l a n ⁵¹	dʑ a r	ḍ/ɖ o ŋ k a	l o ŋ	j o n ²⁴	l a ŋ ⁵¹	d uə	ɲ e ʔ L/⁵⁵	ʔ j əa l ²	d o ŋ ⁵¹	k o ŋ C/³	dʑ e l e ɲ	t e T/¹⁵	dʑ r e ʔ	dʑ ə l ə ŋ	dʑ l a ŋ	j au ⁵¹	k u t i	dʑ a l é/e	dʑ ɔ ŋ	dʑ ɔ ŋ	k ə j ɨ ŋ A/¹	k a j u ŋ	r ɨ s	dʑ ə r o ʔ	ʔ l ɨ ŋ	z o n	j o n ³	z ai ⁴³⁴	k a t i ʔ	j ao n ³³	p r o h	d à/a i	l a ŋ	l a n ³³
4_belly	d u l	p ù/u ŋ	k l a k	s ə r p o	s u l ɔi		p u ŋ T/¹⁵	ç ɛ ³³	a c/ts	ph/pʰ u ŋ C/³		k a nd/ⁿd ɨ l	d u l ³⁴	l u ɲ	v ɛ ʔ	p ə d ɔ k	k a ŋ ³¹ + t u ³³		k l a k		g l ɛ k		p û/u m	k ɨ t	ʔ ɛ c/ts	k l a k ³⁵	p ə d o k L/⁵⁵	k l a k	i t i b	p uə h	k l a k		p ə l u ŋ	p u ŋ A/¹	l uo ɲ	ʔ e dʑ	r ɔ c ³³	t ə n ³¹ + ɛ ŋ ⁵⁵	p u ŋ ³³	l a dʑ	k u p o h		b ao h	l ə p u m	k l a k	l a dʑ	k u	ph/pʰ u ŋ B/²	k u ³³		p ou ŋ ³¹		nd/ⁿd u l		k l ú/u ŋ	d e l	ʔ p u ŋ	ɣ uə c ³³	k ə ʔ t ə l ⁴	p l u t ⁵⁵	kh/kʰ r ə k ³³	p u j	b u ŋ	l a ʔ i	t l o ŋ ⁵	w í/i a ŋ	k ə ph/pʰ o n	r o c/ts		ph/pʰ u ŋ ²	ŋ i h		p ə ɭ u ŋ	p u ŋ ³¹ + dʒʰ i ⁵³	kh/kʰ l ə k ³¹	k l a ʔ		p ɨ l	k l u ŋ ²¹	m a k ³¹ + k ia n ⁵¹	m ph/pʰ u l		k ə ʔ d ə l ¹		k a p u ŋ C/³	l a dʑ	k l ea T/¹⁵	k ə t	l ə p ə c/ts	l ə p u t	g u ⁵¹ + kh/kʰ l ə k ³³	p u ŋ	k ə m p ú/u ŋ			d ə l A/¹	p a ɭ u ŋ	k l a k	ʔ e dʑ	w ai c/ts	kh/kʰ a ʔ + ʔ a n	kh/kʰ a l u ŋ	ṭ/ʈ o ŋ ³⁴ ʔ	p u ŋ	k l o ŋ ²¹	k l a k	b u̩/u ŋ	v ai k	n ai ³¹ + kh/kʰ l a p ⁵⁵
