ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Khasi-61_good-1,,Khasi,61_good,bʰa,bʰa,bʰ a,,Nagaraja2013,,True,^bʰ a$,default
Lyngngam-61_good-1,,Lyngngam,61_good,mɨrrʰiaŋ,mɨrrʰiaŋ,m ɨ rʰː i a ŋ,,Nagaraja2013,61_good_a,False,^m ɨ rrʰ i a ŋ$,default
PnarJaintia-61_good-1,,PnarJaintia,61_good,bʰa,bʰa,bʰ a,,Nagaraja2013,,True,^bʰ a$,default
WarLamin-61_good-1,,WarLamin,61_good,mɪət,mɪət,m ɪ ə t,,Nagaraja2013,61_good_b,False,^m ɪ ə t$,default
Palaung-61_good-1,,Palaung,61_good,laʔ,laʔ,l a ʔ,,Nagaraja2013,61_good_c,False,^l a ʔ$,default
Khmu-61_good-1,,Khmu,61_good,ləʔ,ləʔ,l ə ʔ,,Nagaraja2013,61_good_c,False,^l ə ʔ$,default
Khasi-62_grass-1,,Khasi,62_grass,pʰlaŋ,pʰlaŋ,pʰ l a ŋ,,Nagaraja2013,62_grass_a,False,^pʰ l a ŋ$,default
Lyngngam-62_grass-1,,Lyngngam,62_grass,pʰlaŋ,pʰlaŋ,pʰ l a ŋ,,Nagaraja2013,62_grass_a,False,^pʰ l a ŋ$,default
PnarJaintia-62_grass-1,,PnarJaintia,62_grass,pʰlaŋ,pʰlaŋ,pʰ l a ŋ,,Nagaraja2013,62_grass_a,False,^pʰ l a ŋ$,default
WarLamin-62_grass-1,,WarLamin,62_grass,smʊt,smʊt,s m ʊ t,,Nagaraja2013,62_grass_b,False,^s m ʊ t$,default
Palaung-62_grass-1,,Palaung,62_grass,kərban,kərban,k ə r b a n,,Nagaraja2013,62_grass_c,False,^k ə r b a n$,default
Khmu-62_grass-1,,Khmu,62_grass,cit,cit,c i t,,Nagaraja2013,62_grass_d,False,^c i t$,default
Khasi-63_green-1,,Khasi,63_green,ɟɨrŋam,ɟɨrŋam,ɟ ɨ r ŋ a m,,Nagaraja2013,63_green_a,False,^ɟ ɨ r ŋ a m$,default
Lyngngam-63_green-1,,Lyngngam,63_green,sɨŋiəŋ,sɨŋiəŋ,s ɨ ŋ i ə ŋ,,Nagaraja2013,63_green_a,False,^s ɨ ŋ i ə ŋ$,default
PnarJaintia-63_green-1,,PnarJaintia,63_green,jr̩ŋam,jr̩ŋam,j r̩ ŋ a m,,Nagaraja2013,63_green_a,False,^j r̩ ŋ a m$,default
WarLamin-63_green-1,,WarLamin,63_green,ʧərŋam,ʧərŋam,tʃ ə r ŋ a m,,Nagaraja2013,63_green_a,False,^ʧ ə r ŋ a m$,default
Palaung-63_green-1,,Palaung,63_green,ɲər,ɲər,ɲ ə r,,Nagaraja2013,63_green_b,False,^ɲ ə r$,default
Khmu-63_green-1,,Khmu,63_green,siːw,siːw,s iː w,,Nagaraja2013,63_green_c,False,^s iː w$,default
Khasi-64_gutsintestines-1,,Khasi,64_gutsintestines,snier,snier,s i e r,,Nagaraja2013,64_gutsintestines_a,False,^s n i e r$,default
Lyngngam-64_gutsintestines-1,,Lyngngam,64_gutsintestines,snor,snor,s o r,,Nagaraja2013,64_gutsintestines_a,False,^s n o r$,default
PnarJaintia-64_gutsintestines-1,,PnarJaintia,64_gutsintestines,snɛr,snɛr,s ɛ r,,Nagaraja2013,64_gutsintestines_a,False,^s n ɛ r$,default
WarLamin-64_gutsintestines-1,,WarLamin,64_gutsintestines,nɒr,nɒr,n ɒ r,,Nagaraja2013,64_gutsintestines_a,False,^n ɒ r$,default
Palaung-64_gutsintestines-1,,Palaung,64_gutsintestines,rɛŋ,rɛŋ,r ɛ ŋ,,Nagaraja2013,64_gutsintestines_b,False,^r ɛ ŋ$,default
Khmu-64_gutsintestines-1,,Khmu,64_gutsintestines,ʰriəŋ,ʰriəŋ,ʰr i ə ŋ,,Nagaraja2013,64_gutsintestines_b,False,^ʰr i ə ŋ$,default
Khasi-65_hair-1,,Khasi,65_hair,sɲiuʔ,sɲiuʔ,s ɲ i u ʔ,,Nagaraja2013,65_hair_a,False,^s ɲ i u ʔ$,default
Lyngngam-65_hair-1,,Lyngngam,65_hair,sɲiək,sɲiək,s ɲ i ə k,,Nagaraja2013,65_hair_a,False,^s ɲ i ə k$,default
PnarJaintia-65_hair-1,,PnarJaintia,65_hair,sɲʲoʔ,sɲʲoʔ,s ɲʲ o ʔ,,Nagaraja2013,65_hair_a,False,^s ɲʲ o ʔ$,default
WarLamin-65_hair-1,,WarLamin,65_hair,sʊʔ,sʊʔ,s ʊ ʔ,,Nagaraja2013,65_hair_a,False,^s ʊ ʔ$,default
Palaung-65_hair-1,,Palaung,65_hair,huʔ,huʔ,h u ʔ,,Nagaraja2013,65_hair_a,False,^h u ʔ$,default
Khmu-65_hair-1,,Khmu,65_hair,kʰuːl,kʰuːl,kʰ uː l,,Nagaraja2013,65_hair_b,False,^kʰ uː l$,default
Khasi-66_hand-1,,Khasi,66_hand,kti,kti,k t i,,Nagaraja2013,66_hand_a,False,^k t i$,default
Lyngngam-66_hand-1,,Lyngngam,66_hand,ktej,ktej,k t ei̯,,Nagaraja2013,66_hand_a,False,^k t ej $,default
PnarJaintia-66_hand-1,,PnarJaintia,66_hand,kti,kti,k t i,,Nagaraja2013,66_hand_a,False,^k t i$,default
WarLamin-66_hand-1,,WarLamin,66_hand,taː,taː,t aː,,Nagaraja2013,66_hand_a,False,^t aː$,default
Palaung-66_hand-1,,Palaung,66_hand,ti,ti,t i,,Nagaraja2013,66_hand_a,False,^t i$,default
Khmu-66_hand-1,,Khmu,66_hand,tiʔ,tiʔ,t i ʔ,,Nagaraja2013,66_hand_a,False,^t i ʔ$,default
Khasi-67_he-1,,Khasi,67_he,u,u,u,,Nagaraja2013,67_he_a,False,^u$,default
Lyngngam-67_he-1,,Lyngngam,67_he,ɟutuʔ / umi,ɟutuʔ,ɟ u t u ʔ,,Nagaraja2013,67_he_a,False,^ɟ u t u ʔ$,default
Lyngngam-67_he-2,,Lyngngam,67_he,ɟutuʔ / umi,umi,u m i,,Nagaraja2013,67_he_a,False,^u m i$,default
PnarJaintia-67_he-1,,PnarJaintia,67_he,u,u,u,,Nagaraja2013,67_he_a,False,^u$,default
WarLamin-67_he-1,,WarLamin,67_he,u,u,u,,Nagaraja2013,67_he_a,False,^u$,default
Palaung-67_he-1,,Palaung,67_he,ən,ən,ə n,,Nagaraja2013,67_he_b,False,^ə n$,default
Khmu-67_he-1,,Khmu,67_he,gəː,gəː,g əː,,Nagaraja2013,67_he_c,False,^g əː$,default
Khasi-68_head-1,,Khasi,68_head,kʰlieʔ,kʰlieʔ,kʰ l i e ʔ,,Nagaraja2013,68_head_a,False,^kʰ l i e ʔ$,default
Lyngngam-68_head-1,,Lyngngam,68_head,kʰliʔ,kʰliʔ,kʰ l i ʔ,,Nagaraja2013,68_head_a,False,^kʰ l i ʔ$,default
PnarJaintia-68_head-1,,PnarJaintia,68_head,kʰleiʔ,kʰleiʔ,kʰ l e i ʔ,,Nagaraja2013,68_head_a,False,^kʰ l e i ʔ$,default
WarLamin-68_head-1,,WarLamin,68_head,kʰlɪa,kʰlɪa,kʰ l ɪ a,,Nagaraja2013,68_head_a,False,^kʰ l ɪ a$,default
Palaung-68_head-1,,Palaung,68_head,kiŋ,kiŋ,k i ŋ,,Nagaraja2013,68_head_b,False,^k i ŋ$,default
Khmu-68_head-1,,Khmu,68_head,kmpoŋ,kmpoŋ,k m p o ŋ,,Nagaraja2013,68_head_c,False,^k m p o ŋ$,default
Khasi-69_hear-1,,Khasi,69_hear,sŋap,sŋap,s ŋ a p,,Nagaraja2013,69_hear_a,False,^s ŋ a p$,default
Lyngngam-69_hear-1,,Lyngngam,69_hear,sŋu,sŋu,s ŋ u,,Nagaraja2013,69_hear_a,False,^s ŋ u$,default
PnarJaintia-69_hear-1,,PnarJaintia,69_hear,sniaw,sniaw,s i a w,,Nagaraja2013,69_hear_a,False,^s n i a w$,default
WarLamin-69_hear-1,,WarLamin,69_hear,sãʔ,sãʔ,s ã ʔ,,Nagaraja2013,69_hear_b,False,^s ã ʔ$,default
Palaung-69_hear-1,,Palaung,69_hear,ɟu,ɟu,ɟ u,,Nagaraja2013,69_hear_c,False,^ɟ u$,default
Khmu-69_hear-1,,Khmu,69_hear,mec,mec,m e c,,Nagaraja2013,69_hear_d,False,^m e c$,default
Khasi-70_heart-1,,Khasi,70_heart,kloŋ snam,kloŋ snam,k l o ŋ + s a m,,Nagaraja2013,70_heart_a,False,^k l o ŋ + s n a m$,default
Lyngngam-70_heart-1,,Lyngngam,70_heart,kloŋ snam,kloŋ snam,k l o ŋ + s a m,,Nagaraja2013,70_heart_a,False,^k l o ŋ + s n a m$,default
PnarJaintia-70_heart-1,,PnarJaintia,70_heart,klɔŋ snam,klɔŋ snam,k l ɔ ŋ + s a m,,Nagaraja2013,70_heart_a,False,^k l ɔ ŋ + s n a m$,default
WarLamin-70_heart-1,,WarLamin,70_heart,klɒŋ rnʊə,klɒŋ rnʊə,k l ɒ ŋ + r ʊ ə,,Nagaraja2013,70_heart_a,False,^k l ɒ ŋ + r n ʊ ə$,default
Palaung-70_heart-1,,Palaung,70_heart,nuər,nuər,n u ə r,,Nagaraja2013,70_heart_b,False,^n u ə r$,default
Khmu-70_heart-1,,Khmu,70_heart,tlɔːm ŋok,tlɔːm ŋok,t l ɔː m + ŋ o k,,Nagaraja2013,70_heart_c,False,^t l ɔː m + ŋ o k$,default
Khasi-71_heavy-1,,Khasi,71_heavy,heʔ,heʔ,h e ʔ,,Nagaraja2013,71_heavy_a,False,^h e ʔ$,default
Lyngngam-71_heavy-1,,Lyngngam,71_heavy,kenbaʔ / kʰɨnnia,kenbaʔ,k e b a ʔ,,Nagaraja2013,71_heavy_b,False,^k e n b a ʔ$,default
Lyngngam-71_heavy-2,,Lyngngam,71_heavy,kenbaʔ / kʰɨnnia,kʰɨnnia,kʰ ɨ nː i a,,Nagaraja2013,71_heavy_b,False,^kʰ ɨ nn i a$,default
PnarJaintia-71_heavy-1,,PnarJaintia,71_heavy,kʰia,kʰia,kʰ i a,,Nagaraja2013,71_heavy_c,False,^kʰ i a$,default
WarLamin-71_heavy-1,,WarLamin,71_heavy,stʊʔ,stʊʔ,s t ʊ ʔ,,Nagaraja2013,71_heavy_d,False,^s t ʊ ʔ$,default
Palaung-71_heavy-1,,Palaung,71_heavy,ɟən,ɟən,ɟ ə n,,Nagaraja2013,71_heavy_e,False,^ɟ ə n$,default
Khmu-71_heavy-1,,Khmu,71_heavy,ktam,ktam,k t a m,,Nagaraja2013,71_heavy_f,False,^k t a m$,default
Khasi-72_here-1,,Khasi,72_here,haŋ ne,haŋ ne,h a ŋ + e,,Nagaraja2013,72_here_a,False,^h a ŋ + n e$,default
Lyngngam-72_here-1,,Lyngngam,72_here,haniʔ,haniʔ,h a i ʔ,,Nagaraja2013,72_here_a,False,^h a n i ʔ$,default
PnarJaintia-72_here-1,,PnarJaintia,72_here,heini,heini,h e i i,,Nagaraja2013,72_here_a,False,^h e i n i$,default
WarLamin-72_here-1,,WarLamin,72_here,tineː,tineː,t i eː,,Nagaraja2013,72_here_a,False,^t i n eː$,default
Khmu-72_here-1,,Khmu,72_here,daʔ giː,daʔ giː,d a ʔ + g iː,,Nagaraja2013,72_here_b,False,^d a ʔ + g iː$,default
Khasi-73_hit-1,,Khasi,73_hit,tied,tied,t i e d,,Nagaraja2013,73_hit_a,False,^t i e d$,default
Lyngngam-73_hit-1,,Lyngngam,73_hit,udaʔ,udaʔ,u d a ʔ,,Nagaraja2013,73_hit_b,False,^u d a ʔ$,default
PnarJaintia-73_hit-1,,PnarJaintia,73_hit,dat,dat,d a t,,Nagaraja2013,73_hit_c,False,^d a t$,default
WarLamin-73_hit-1,,WarLamin,73_hit,dat,dat,d a t,,Nagaraja2013,73_hit_c,False,^d a t$,default
Palaung-73_hit-1,,Palaung,73_hit,tɯm,tɯm,t ɯ m,,Nagaraja2013,73_hit_d,False,^t ɯ m$,default
Khmu-73_hit-1,,Khmu,73_hit,"puʔ, dɨc",puʔ,p u ʔ,,Nagaraja2013,73_hit_e,False,^p u ʔ$,default
Khmu-73_hit-2,,Khmu,73_hit,"puʔ, dɨc",dɨc,d ɨ c,,Nagaraja2013,73_hit_e,False,^d ɨ c$,default
Khasi-74_holdtake-1,,Khasi,74_holdtake,ʃim,ʃim,ʃ i m,,Nagaraja2013,74_holdtake_a,False,^ʃ i m$,default
Lyngngam-74_holdtake-1,,Lyngngam,74_holdtake,tʰom,tʰom,tʰ o m,,Nagaraja2013,74_holdtake_b,False,^tʰ o m$,default
PnarJaintia-74_holdtake-1,,PnarJaintia,74_holdtake,tʃɪm,tʃɪm,tʃ ɪ m,,Nagaraja2013,74_holdtake_a,False,^tʃ ɪ m$,default
WarLamin-74_holdtake-1,,WarLamin,74_holdtake,lʊm,lʊm,l ʊ m,,Nagaraja2013,74_holdtake_c,False,^l ʊ m$,default
Palaung-74_holdtake-1,,Palaung,74_holdtake,lɛ,lɛ,l ɛ,,Nagaraja2013,74_holdtake_d,False,^l ɛ$,default
Khmu-74_holdtake-1,,Khmu,74_holdtake,deʔ,deʔ,d e ʔ,,Nagaraja2013,74_holdtake_e,False,^d e ʔ$,default
Khasi-75_how-1,,Khasi,75_how,kumno,kumno,k u m o,,Nagaraja2013,75_how_a,False,^k u m n o$,default
Lyngngam-75_how-1,,Lyngngam,75_how,naŋ net,naŋ net,n a ŋ + e t,,Nagaraja2013,75_how_b,False,^n a ŋ + n e t$,default
PnarJaintia-75_how-1,,PnarJaintia,75_how,kammɔn,kammɔn,k a mː ɔ n,,Nagaraja2013,75_how_a,False,^k a mm ɔ n$,default
WarLamin-75_how-1,,WarLamin,75_how,kinjaʔ,kinjaʔ,k i j a ʔ,,Nagaraja2013,75_how_c,False,^k i n j a ʔ$,default
Palaung-75_how-1,,Palaung,75_how,kʰɯj mɔ,kʰɯj mɔ,kʰ ɯ j + m ɔ,,Nagaraja2013,75_how_d,False,^kʰ ɯ j + m ɔ$,default
Khmu-75_how-1,,Khmu,75_how,nɛːw məʔ,nɛːw məʔ,n ɛː w + m ə ʔ,,Nagaraja2013,75_how_d,False,^n ɛː w + m ə ʔ$,default
Khasi-76_hunt-1,,Khasi,76_hunt,beʔ (mraːd),beʔ,b e ʔ,,Nagaraja2013,76_hunt_a,False,^b e ʔ$,default
Lyngngam-76_hunt-1,,Lyngngam,76_hunt,wuŋ na,wuŋ na,w u ŋ + a,,Nagaraja2013,76_hunt_b,False,^w u ŋ + n a$,default
PnarJaintia-76_hunt-1,,PnarJaintia,76_hunt,lai siɛt dɔʔ,lai siɛt dɔʔ,l a i + s i ɛ t + d ɔ ʔ,,Nagaraja2013,76_hunt_c,False,^l a i + s i ɛ t + d ɔ ʔ$,default
WarLamin-76_hunt-1,,WarLamin,76_hunt,pətar,pətar,p ə t a r,,Nagaraja2013,76_hunt_d,False,^p ə t a r$,default
Palaung-76_hunt-1,,Palaung,76_hunt,ɟɔm,ɟɔm,ɟ ɔ m,,Nagaraja2013,76_hunt_e,False,^ɟ ɔ m$,default
Khmu-76_hunt-1,,Khmu,76_hunt,jɔh laʔ briʔ,jɔh laʔ briʔ,j ɔ h + l a ʔ + b r i ʔ,,Nagaraja2013,76_hunt_f,False,^j ɔ h + l a ʔ + b r i ʔ$,default
Khasi-77_husband-1,,Khasi,77_husband,tŋa / lok,tŋa,t ŋ a,,Nagaraja2013,77_husband_a,False,^t ŋ a$,default
Khasi-77_husband-2,,Khasi,77_husband,tŋa / lok,lok,l o k,,Nagaraja2013,77_husband_a,False,^l o k$,default
Lyngngam-77_husband-1,,Lyngngam,77_husband,koraŋ,koraŋ,k o r a ŋ,,Nagaraja2013,77_husband_b,False,^k o r a ŋ$,default
PnarJaintia-77_husband-1,,PnarJaintia,77_husband,lɔk,lɔk,l ɔ k,,Nagaraja2013,77_husband_b,False,^l ɔ k$,default
WarLamin-77_husband-1,,WarLamin,77_husband,lɒk,lɒk,l ɒ k,,Nagaraja2013,77_husband_a,False,^l ɒ k$,default
Palaung-77_husband-1,,Palaung,77_husband,rəleh,rəleh,r ə l e h,,Nagaraja2013,77_husband_c,False,^r ə l e h$,default
Khmu-77_husband-1,,Khmu,77_husband,gleʔ,gleʔ,g l e ʔ,,Nagaraja2013,77_husband_d,False,^g l e ʔ$,default
Khasi-78_i-1,,Khasi,78_i,ŋa,ŋa,ŋ a,,Nagaraja2013,78_i_a,False,^ŋ a$,default
Lyngngam-78_i-1,,Lyngngam,78_i,nə,nə,n ə,,Nagaraja2013,78_i_a,False,^n ə$,default
PnarJaintia-78_i-1,,PnarJaintia,78_i,ŋa,ŋa,ŋ a,,Nagaraja2013,78_i_a,False,^ŋ a$,default
WarLamin-78_i-1,,WarLamin,78_i,ŋә,ŋә,ŋ ə,,Nagaraja2013,78_i_a,False,^ŋ ә$,default
Palaung-78_i-1,,Palaung,78_i,ʔɔ,ʔɔ,ʔ ɔ,,Nagaraja2013,78_i_b,False,^ʔ ɔ$,default
Khmu-78_i-1,,Khmu,78_i,ʔoʔ,ʔoʔ,ʔ o ʔ,,Nagaraja2013,78_i_b,False,^ʔ o ʔ$,default
Khasi-79_ice-1,,Khasi,79_ice,tʰaʔ,tʰaʔ,tʰ a ʔ,,Nagaraja2013,79_ice_a,False,^tʰ a ʔ$,default
Lyngngam-79_ice-1,,Lyngngam,79_ice,tʰaʔ-əlliʔ,tʰaʔ-əlliʔ,tʰ a ʔ + ə lː i ʔ,,Nagaraja2013,79_ice_a,False,^tʰ a ʔ - ə ll i ʔ$,default
PnarJaintia-79_ice-1,,PnarJaintia,79_ice,tʰaʔ,tʰaʔ,tʰ a ʔ,,Nagaraja2013,79_ice_a,False,^tʰ a ʔ$,default
WarLamin-79_ice-1,,WarLamin,79_ice,tʰaʔ,tʰaʔ,tʰ a ʔ,,Nagaraja2013,79_ice_a,False,^tʰ a ʔ$,default
Palaung-79_ice-1,,Palaung,79_ice,je ge,je ge,j e + g e,,Nagaraja2013,,True,^j e + g e$,default
Khmu-79_ice-1,,Khmu,79_ice,ʔom kloːn,ʔom kloːn,ʔ o m + k l oː n,,Nagaraja2013,79_ice_b,False,^ʔ o m + k l oː n$,default
Khasi-80_if-1,,Khasi,80_if,lada,lada,l a d a,,Nagaraja2013,80_if_a,False,^l a d a$,default
Lyngngam-80_if-1,,Lyngngam,80_if,lede,lede,l e d e,,Nagaraja2013,80_if_a,False,^l e d e$,default
PnarJaintia-80_if-1,,PnarJaintia,80_if,lada,lada,l a d a,,Nagaraja2013,80_if_a,False,^l a d a$,default
WarLamin-80_if-1,,WarLamin,80_if,nimә,nimә,n i m ə,,Nagaraja2013,80_if_b,False,^n i m ә$,default
Khmu-80_if-1,,Khmu,80_if,ʔan,ʔan,ʔ a n,,Nagaraja2013,80_if_c,False,^ʔ a n$,default
Khasi-81_in-1,,Khasi,81_in,ha,ha,h a,,Nagaraja2013,81_in_a,False,^h a$,default
Lyngngam-81_in-1,,Lyngngam,81_in,he,he,h e,,Nagaraja2013,81_in_a,False,^h e$,default
PnarJaintia-81_in-1,,PnarJaintia,81_in,ha,ha,h a,,Nagaraja2013,81_in_a,False,^h a$,default
WarLamin-81_in-1,,WarLamin,81_in,ti,ti,t i,,Nagaraja2013,81_in_b,False,^t i$,default
Palaung-81_in-1,,Palaung,81_in,naə,naə,n a ə,,Nagaraja2013,,True,^n a ə$,default
Khmu-81_in-1,,Khmu,81_in,kluəŋ,kluəŋ,k l u ə ŋ,,Nagaraja2013,81_in_c,False,^k l u ə ŋ$,default
Khasi-82_kill-1,,Khasi,82_kill,pɨnjap,pɨnjap,p ɨ j a p,,Nagaraja2013,82_kill_a,False,^p ɨ n j a p$,default
Lyngngam-82_kill-1,,Lyngngam,82_kill,pɨnɲap,pɨnɲap,p ɨ ɲ a p,,Nagaraja2013,82_kill_a,False,^p ɨ n ɲ a p$,default
PnarJaintia-82_kill-1,,PnarJaintia,82_kill,pn̩jap,pn̩jap,p n̩ j a p,,Nagaraja2013,82_kill_a,False,^p n̩ j a p$,default
WarLamin-82_kill-1,,WarLamin,82_kill,pәnjip,pәnjip,p ə j i p,,Nagaraja2013,82_kill_a,False,^p ә n j i p$,default
Palaung-82_kill-1,,Palaung,82_kill,piəm,piəm,p i ə m,,Nagaraja2013,82_kill_b,False,^p i ə m$,default
Khmu-82_kill-1,,Khmu,82_kill,pʰaːn,pʰaːn,pʰ aː n,,Nagaraja2013,82_kill_c,False,^pʰ aː n$,default
Khasi-83_know-1,,Khasi,83_know,tip,tip,t i p,,Nagaraja2013,83_know_a,False,^t i p$,default
Lyngngam-83_know-1,,Lyngngam,83_know,heʔkən,heʔkən,h e ʔ k ə n,,Nagaraja2013,83_know_b,False,^h e ʔ k ə n$,default
PnarJaintia-83_know-1,,PnarJaintia,83_know,tɪp,tɪp,t ɪ p,,Nagaraja2013,83_know_a,False,^t ɪ p$,default
WarLamin-83_know-1,,WarLamin,83_know,tɒʔ,tɒʔ,t ɒ ʔ,,Nagaraja2013,83_know_a,False,^t ɒ ʔ$,default
Palaung-83_know-1,,Palaung,83_know,nəp,nəp,n ə p,,Nagaraja2013,83_know_c,False,^n ə p$,default
Khmu-83_know-1,,Khmu,83_know,nəːŋ,nəːŋ,n əː ŋ,,Nagaraja2013,83_know_d,False,^n əː ŋ$,default
Khasi-84_lake-1,,Khasi,84_lake,puŋ,puŋ,p u ŋ,,Nagaraja2013,84_lake_a,False,^p u ŋ$,default
Lyngngam-84_lake-1,,Lyngngam,84_lake,puŋ,puŋ,p u ŋ,,Nagaraja2013,84_lake_a,False,^p u ŋ$,default
PnarJaintia-84_lake-1,,PnarJaintia,84_lake,puŋ,puŋ,p u ŋ,,Nagaraja2013,84_lake_a,False,^p u ŋ$,default
WarLamin-84_lake-1,,WarLamin,84_lake,sʊ,sʊ,s ʊ,,Nagaraja2013,84_lake_b,False,^s ʊ$,default
Palaung-84_lake-1,,Palaung,84_lake,nɔŋ,nɔŋ,n ɔ ŋ,,Nagaraja2013,,True,^n ɔ ŋ$,default
Khasi-85_laugh-1,,Khasi,85_laugh,rkʰie,rkʰie,r kʰ i e,,Nagaraja2013,85_laugh_a,False,^r kʰ i e$,default
Lyngngam-85_laugh-1,,Lyngngam,85_laugh,ɨllom,ɨllom,ɨ lː o m,,Nagaraja2013,85_laugh_b,False,^ɨ ll o m$,default
PnarJaintia-85_laugh-1,,PnarJaintia,85_laugh,rkʰai,rkʰai,r kʰ a i,,Nagaraja2013,85_laugh_a,False,^r kʰ a i$,default
WarLamin-85_laugh-1,,WarLamin,85_laugh,rʊ,rʊ,r ʊ,,Nagaraja2013,85_laugh_c,False,^r ʊ$,default
Palaung-85_laugh-1,,Palaung,85_laugh,jum,jum,j u m,,Nagaraja2013,,True,^j u m$,default
Khmu-85_laugh-1,,Khmu,85_laugh,kʰras,kʰras,kʰ r a s,,Nagaraja2013,85_laugh_d,False,^kʰ r a s$,default
Khasi-86_leaf-1,,Khasi,86_leaf,sla,sla,s l a,,Nagaraja2013,86_leaf_a,False,^s l a$,default
Lyngngam-86_leaf-1,,Lyngngam,86_leaf,sla,sla,s l a,,Nagaraja2013,86_leaf_a,False,^s l a$,default
PnarJaintia-86_leaf-1,,PnarJaintia,86_leaf,sla,sla,s l a,,Nagaraja2013,86_leaf_a,False,^s l a$,default
WarLamin-86_leaf-1,,WarLamin,86_leaf,sli,sli,s l i,,Nagaraja2013,86_leaf_a,False,^s l i$,default
Palaung-86_leaf-1,,Palaung,86_leaf,hla,hla,h l a,,Nagaraja2013,86_leaf_a,False,^h l a$,default
Khmu-86_leaf-1,,Khmu,86_leaf,ʰlaʔ,ʰlaʔ,ʰl a ʔ,,Nagaraja2013,86_leaf_a,False,^ʰl a ʔ$,default
Khasi-87_leftside-1,,Khasi,87_leftside,diaŋ,diaŋ,d i a ŋ,,Nagaraja2013,87_leftside_a,False,^d i a ŋ$,default
Lyngngam-87_leftside-1,,Lyngngam,87_leftside,tɨmmiəŋ,tɨmmiəŋ,t ɨ mː i ə ŋ,,Nagaraja2013,87_leftside_a,False,^t ɨ mm i ə ŋ$,default
PnarJaintia-87_leftside-1,,PnarJaintia,87_leftside,tidiɛŋ,tidiɛŋ,t i d i ɛ ŋ,,Nagaraja2013,87_leftside_a,False,^t i d i ɛ ŋ$,default
WarLamin-87_leftside-1,,WarLamin,87_leftside,di par ta dɪəŋ,di par ta dɪəŋ,d i + p a r + t a + d ɪ ə ŋ,,Nagaraja2013,87_leftside_a,False,^d i + p a r + t a + d ɪ ə ŋ$,default
Palaung-87_leftside-1,,Palaung,87_leftside,ʔi-ve,ʔi-ve,ʔ i + v e,,Nagaraja2013,87_leftside_b,False,^ʔ i - v e$,default
Khmu-87_leftside-1,,Khmu,87_leftside,luəŋ weʔ,luəŋ weʔ,l u ə ŋ + w e ʔ,,Nagaraja2013,87_leftside_b,False,^l u ə ŋ + w e ʔ$,default
Khasi-88_leg-1,,Khasi,88_leg,kɟat,kɟat,k ɟ a t,,Nagaraja2013,88_leg_a,False,^k ɟ a t$,default
Lyngngam-88_leg-1,,Lyngngam,88_leg,kɟat,kɟat,k ɟ a t,,Nagaraja2013,88_leg_a,False,^k ɟ a t$,default
PnarJaintia-88_leg-1,,PnarJaintia,88_leg,kdʒat,kdʒat,k dʒ a t,,Nagaraja2013,88_leg_a,False,^k dʒ a t$,default
WarLamin-88_leg-1,,WarLamin,88_leg,nɪa,nɪa,n ɪ a,,Nagaraja2013,88_leg_b,False,^n ɪ a$,default
Palaung-88_leg-1,,Palaung,88_leg,ɟɯŋ,ɟɯŋ,ɟ ɯ ŋ,,Nagaraja2013,88_leg_c,False,^ɟ ɯ ŋ$,default
Khmu-88_leg-1,,Khmu,88_leg,plɔːŋ,plɔːŋ,p l ɔː ŋ,,Nagaraja2013,88_leg_d,False,^p l ɔː ŋ$,default
Khasi-89_toliedeceive-1,,Khasi,89_toliedeceive,tʰok,tʰok,tʰ o k,,Nagaraja2013,89_toliedeceive_a,False,^tʰ o k$,default
Lyngngam-89_toliedeceive-1,,Lyngngam,89_toliedeceive,tʰɨlloʲt,tʰɨlloʲt,tʰ ɨ lː oi̯ t,,Nagaraja2013,89_toliedeceive_b,False,^tʰ ɨ ll oʲ t$,default
PnarJaintia-89_toliedeceive-1,,PnarJaintia,89_toliedeceive,dʒlɛr,dʒlɛr,dʒ l ɛ r,,Nagaraja2013,89_toliedeceive_c,False,^dʒ l ɛ r$,default
WarLamin-89_toliedeceive-1,,WarLamin,89_toliedeceive,pənrɒʔ,pənrɒʔ,p ə r ɒ ʔ,,Nagaraja2013,89_toliedeceive_d,False,^p ə n r ɒ ʔ$,default
Palaung-89_toliedeceive-1,,Palaung,89_toliedeceive,cɔʔ,cɔʔ,c ɔ ʔ,,Nagaraja2013,89_toliedeceive_e,False,^c ɔ ʔ$,default
Khmu-89_toliedeceive-1,,Khmu,89_toliedeceive,ɲuəʔ,ɲuəʔ,ɲ u ə ʔ,,Nagaraja2013,89_toliedeceive_f,False,^ɲ u ə ʔ$,default
Khasi-90_live-1,,Khasi,90_live,im,im,i m,,Nagaraja2013,90_live_a,False,^i m$,default
Lyngngam-90_live-1,,Lyngngam,90_live,ɨnnim,ɨnnim,ɨ nː i m,,Nagaraja2013,90_live_a,False,^ɨ nn i m$,default
PnarJaintia-90_live-1,,PnarJaintia,90_live,ɪm,ɪm,ɪ m,,Nagaraja2013,90_live_a,False,^ɪ m$,default
WarLamin-90_live-1,,WarLamin,90_live,pʔem,pʔem,p ʔ e m,,Nagaraja2013,90_live_a,False,^p ʔ e m$,default
Palaung-90_live-1,,Palaung,90_live,im,im,i m,,Nagaraja2013,90_live_a,False,^i m$,default
