Cognate_ID,Achang,Alike,Atsi,Bahing,Bantawa,Batang,Beijing,Bokar,Bola,Bunan,Byangsi,Chaozhou,Chepang,Daofu,DarangTaraon,Dulong,Garo,Guangzhou,Hakha,Hayu,Japhug,Jieyang,Jingpho,Khaling,Kulung,Lashi,Lhasa,Limbu,Lisu,Longgang,Lushai,MaerkangrGyalrong,Maru,Mikir,MotuoMenba,OldBurmese,OldChinese,OldTibetan,Rabha,Rangoon,Rongpo,Tangut,Thulung,Ukhrul,WobziKhroskyabs,Xiahe,Xiandao,Xingning,Yidu,Zhaba
2603_140_theneck,,,,,,,,,,,,,,,,,g i t o./o k,,,,,,t u ʔ ³¹,,,,,,,,,,,ch/ts e tʰ ō/oː k,,,k ə + dˤ o./o k + s,,t o./o k + r a ŋ,,,,,,,,,,,
2609_92_thehoof,,,,,,,,,,,,,,,,,,,,,t ɤ q a ʁ r ɯ,,,,,,,,,,,t ɑ + k ɑ,,,,,,,,,,,,,q ɑ̂ ɖʐ ə,,,,,
2618_120_long,,,,,,,,,,,,,,,k ɑ ³¹ + l ɯ ŋ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k ɑ ⁵⁵ + l o./o ŋ ⁵⁵,
261_129_morning,,r ŋ a + m o,,,,,,,,ŋ a r o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623_113_tolearn,,,,,,,,,,,,,,n dʑ i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n dz é/e,,,,,
2625_206_thetail,,,,,,,,e m + ȵ o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636_35_todig,,,,,,,,,,,,,,,,,b a k a,,,,,,,,,,,,,,,,,,b a k,,,,,,,,,,,,,,,
263_67_four,m i ³¹,w ʑ ə,m j i ²¹,l e,l e k + k a,ɣ ɪ ⁵³,s ɿ ⁵¹,a + p iː,m ə i ³¹,p iː,p i,s i ¹³,p l ə j,ɣ ɮ ə,k ɑ ³¹ + p ɹ ɑ i ⁵⁵,ɑ ³¹ + b l i ⁵³,b r i,s e i ³³,p a l îi/i,b l i,k ɯ β d e,s i ¹³,m ă ³¹ + l i ³³,bʰ ɛ̂ l,l iː tʃ i,m e i ³³,ɕ i ¹³,l i s i,l i ³³,s i ⁵⁴,p a + l i,k ə + w d i,p j i k ³¹,pʰ l iː,pʰ i,l i j h,s l i j + s,b ʑ i,,l e ⁵⁵,p i,l j ɨɨ/ɨː r,b l ʌː,m ə + t i,v d ə́,ʑ ə,m i ⁵⁵,s ɿ ⁵³,k ɑ ³¹ + p ɹ ɯ i ⁵⁵,d ʌ ¹³
2645_219_thetiger,,,,,,,,,,,,,,,,,,,,,kʰ u,,,,,,,,,,,kʰ u ŋ,,,,,,,,,,,,,,,,,,
2648_224_thetree,,,,,,,,,,,,,,,,,b o./o l b i p a n g,,,,,,pʰ u n ⁵⁵,,,,,,,,,,,,,,,,p a n,,,,,,,,,,,
264_12_thebird,,w ɕ æ,,,,ɕ y ¹³,,,,p j a ts i,,,,,,,,,,,,,,,,,tɕʰ a ¹³,,,,,,,,,,,b j a,,,p e tʃ,,,,,ɕ a,,,,p ts i a ³³ + p ts i ⁵⁵
2652_85_tohear,,,,,e n,,,,,h e n s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656_207_ten,,,,,,,,ɯ + j ɯ ŋ,,,,,,,x ɑ ⁵⁵ + l ɯ ŋ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h o./o ŋ ⁵⁵ + ɦ o./o ŋ ⁵³,
2658_148_one,,,,,,,,a + k e n,,,,,,,kʰ ɯ n ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ ɯ n ⁵⁵ + g e ⁵⁵,
2670_191_smooth,,,,,,,,,,,,,,,,,,,,,m n u,,,,,,,,,,,k ə + m n o,,,,,,,,,,,,,,,,,,
2678_70_thefrontfrontside,,,,,,,,ɦ o./o ŋ + b o./o ŋ,,,,,,,,,,,,u b o./o ŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267_150_outside,,w ɕ ə n + s o,,,,ɕʰ e ⁵³,,,,pʰ i l a k,,,,pʰ i + s u,,,,,,,ɯ p ɕ i,,,,,,tɕʰ i ⁵⁵ + l o./o ⁵²,,,,,w u + pʰ j i,,,tɕʰ i,,,pʰ j i,,,,,,,,ɕ ə n + ts o,,,,
2683_208_that,,,,,,,,aː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683_229_thewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e̠ ³³ + dʑ ɛ̠,,,,,,,,,,,,,,,,,,,,,
2684_208_that,,,,,,,,,,,,,,,w e ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684_220_today,,,,,,,,ɕ o./o + l oː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685_208_that,,,,,,,,,,,,,,,,ɔ ⁵³ + j ɑ ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685_247_yesterday,,,,,,,,m o./o + j oː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2686_208_that,,,,,,,,,,,,,,,,kʰ ɔ ʔ ⁵⁵,,,kʰ a,,,,,,,,,kʰ ɔ,,,,,,,,,,,,,,,,,,,,,,
2686_221_tomorrow,,,,,,,,aː r ə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687_145_noon,,,,,,,,l o./o ŋ + g o./o ŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687_208_that,,,,,,,,,,,,,,,,,,,,,n ɯ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688_70_thefrontfrontside,,,,,,,,,,,,,,,,,,,,,,,,,,,t ỹ ¹³,,,,,,,,,,,m d u n,,,,,,,,,,,,
2689_130_themosquito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w ɐ s + s ts ɐ,,,,,,,,,,m ə ts j i,,,j v ɑ z ɑ́,,,,,
268_93_horizontal,,,,,,ʈʂʰ e i ʔ ⁵⁵ + ʈʂʰ e i ⁵³,,,,pʰ r e t t o./o k,,,,,,,,,,,,,,,,,ʈʂʰ e ⁵²,,,,,,,,,,,ɴ pʰ r e d,,,,,,,,ʈʂʰ e l,,,,
2690_208_that,,,,,,e ¹³ + d e ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d e,,,,,,,,,,,,
2690_59_tofloat,,,,,,,,b j a ŋ + j e n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691_122_thelung,,,,,s o./o m,,,,,,,,,,,,,,,,,,,,,,,s o./o m,,,,,,,,,,,,,,,,,,,,,,
2692_208_that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p a j ʔ,,,,,,,,,,,,,
2692_22_tobuy,,,,,,,,,,,,,,,,,,,,j i ŋ,,,,ʔ i ŋ,,,,i ŋ,,,,,,,,,,,,,,,,,,,,,,
2693_113_tolearn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s o./o ³³,,,,,,,s a ṅ/n,,,,,,,,,,,,,,
2693_208_that,tʰ e ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,tʰ ə ³³,,,,,,,tʰ ø ³¹,,,tʰ u i w,,,,tʰ o./o ²²,,,,,,,tʰ ɛ ⁵⁵,,,
2694_124_many,,,,,ts ɨ l o./o k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694_208_that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g o./o ³³,,,,,,,,,,,,,,,,,,,,,
2696_198_tospit,,,,,,,,,,,tʰ ə b m o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696_208_that,,,,,,,,,,,,,,,,,,,,,,,,m ɛ,,,,,,,,,,,,,,,,,,,,,,,,,,
2698_209_there,,,,,,,,aː t o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698_69_thefrog,,,,,,,,,,,,,,,,,,tʰ i n ²¹ k ɐ i ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699_209_there,,,,,,,,aː l o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699_59_tofloat,,,,,,,,,,,,,,,,,,,,,ⁿdʑ a ʁ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700_209_there,,,,,,,,,,,,,,,,,,,,,,,w o./o ⁵³ + ʒ a ³¹ + k o̠ ʔ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700_242_thewoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m o./o + j a k + ts a,,,,,,,,,,,,,,,
2701_115_tolick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b e n,,,,,,,,,,,,,,,
2701_209_there,,,,,,,,,,,,,,a + w u + tʰ u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702_209_there,,,,,,,,,,,,,,,w e ⁵⁵ + g o./o ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702_210_thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d y ⁵⁵ + d y ⁵⁵
2704_138_narrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ i ³³,,,,,,,,,,,,,,,,,,,,,
2704_209_there,,,,,,,,,,,,,,,,,,,,,,,,,,,t eː ¹³,,,,,,,,,,,d e r,,,,,,,,,,,,
2708_204_straight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t e ³⁵,,,,,,,,,,,,,,,,,,,,,
2708_209_there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g o./o ³³ + k u̠ a̠ ³³,,,,,,,,,,,,,,,,,,,,,
2709_158_red,,,,,,,,,,,,,,,ɕ i ⁵³,,,,,,,,,,,,,,s i ³¹,,,,,,,,,,,,,,,,,,,,ɕ i ⁵⁵ + n ɑ ⁵³,
2709_209_there,,,,,,,,,,,,,,,,,,,,,,,,,,,,n a,,,,,,,,,,,,,,,,,,,,,,
270_165_therope,,,,,,,,,,,,,,,,,,,,,,,,r i b ʌ,r i b ɔ,,,,,,,,,,,,,,,,,,r i b a,,,,,,,
2710_209_there,,,,,,,,,,,,,,,,,,,,,,,,j ʌ k k ʌ,,,,,,,,,,,,,,,,,,,,,,,,,,
2710_78_green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n i ³⁵ + tʃʰ i̠ ³¹,,,,,,,,,,,,,,,,,,,,,
2711_117_lightofweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l o./o ³³,,,,,,,,,,,,,,,,,,,,,
2711_209_there,,,,,,,,,,,,,,,,,,,,,n ɯ r e r i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712_209_there,,,,,,,,,,,,,,,,ɔ ⁵³ + j ɑ ⁵³ + k ɑ i ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712_27_tocome,,xʰ o./o k,,,,xʰ o./o ʔ ⁵³,,,,,,,,,,,,,,,,,,,,,ɕ o./o ⁵²,,,,,,,,,,,,,,,,,,,,,,,
2724_188_small,,,,,,,,eː + tɕ o./o p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272_42_theear,,,,,,,,,,r e ts i,h r a c/tʃ ɛ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731_210_thick,,,,,,,,b i ŋ + tɕ a m,,,,,,,b i ³¹ + tɕ o./o ŋ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742_23_tochew,,,,,,tɕ a ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɴ tɕʰ a,,,,,,,χ tɕ â/a χ tɕ a,,,,,
2749_214_this,,,,,,,,,,,,,,ə + d ə,,,,,,,,,,,,,,,,,,,,,,,tsʰ e ʔ,,,,,,,,,,,,,
2749_5_bad,,,,,,,,p o./o + m o./o ŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750_117_lightofweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d u ³³ + d u ⁵⁵
2750_214_this,,,,,,,,,,,,,,,,,,,,,,,n ³³ + t a i ³³,t ɛ,,,,,,,,,,,,,,,,,,,,,,,,,,
2751_214_this,,,,,,,,,,,,,,,e ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751_21_toburnintransitive,,,,,,m b ɑ ¹³,,,,,,,,,,,,,,,,,,,,,p a r ¹³,,,,,,,,,,,ɴ b a r,,,,,,,,m b a r,,,,
2754_195_theson,,,,,,,,,,,,,,,,ɑ ³¹ + tɕ ɑ n ⁵³ + p ɑ i ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754_214_this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ e̠ ³³,,,,,,,,,,,,,,,,,,,,,
2755_152_toplantvegetalsrice,,,,,,,,,,,,,,,,,,,,l ʊ t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755_214_this,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɛ n,,,,,,,,,,,,,,,,,,,,,,
2756_159_toresidelive,,,,,,,,,,,,,,,,ɑ n ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756_214_this,,,,,,,,,,,,,,,,,,,,,k i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757_183_tosing,,,,,,,,,,,t o./o c/tʃ m o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757_214_this,,,,,,,,,,,,,,,,j ɑ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758_214_this,,,,,,,,ɕ iː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758_8_tobealive,,,,,,,,t u r + n ə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759_80_thehairofthehead,,,,,,,tʰ o./o u ³⁵ f a ⁰,,,,,,,,,,,tʰ ɐ u ²¹ f a t ³³,,,,,,,,,,,,,,,,,,,p o./o t,,,,,,,,,,,,,
2766_59_tofloat,,,,,,d ĩ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l d i ŋ,,,,,,,,,,,,
2779_46_toeat,,,,,,,,d oː,,,,,,,tʰ ɑ ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787_229_thewater,t i ⁵⁵,tɕʰ ə,v u i ⁵¹,,,tɕʰ u ⁵³,ʂ u ə i ²¹⁴,,ɣ ə i ⁵⁵,s o./o t i,t i,ts u i ⁵³,t i ʔ,ɣ r ə,,,ch/ts i,s ø y ³⁵,t îi/i,t i,,ts u i ³¹,,,,k j e i ³¹,tɕʰ u ⁵⁵,,,s ʊ y ³²,t u i,,ɣ ə k ³¹,,r i,r i j,s t u r ʔ,tɕʰ u,tʃ i + k a,j e ²²,t i,,,t a + r u,j d ə̂,tɕʰ ə,t i ⁵⁵,ʂ u i ²¹,,
2796_193_thesnow,,k a ŋ,,,,,,,,,,,,,,,,,,,,,,,,,kʰ a ŋ ¹³²,,,,,,,,,,,g a ŋ s,,,,,,,,kʰ a ŋ,,,,
2797_102_theice,,d a r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d a r,,,,,,,,t a r,,,,
279_26_coldoftemperature,,,,,,,,,,s o./o j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s o./o d,,,,,,,,,
2800_159_toresidelive,,,,,,,,d aː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280_8_tobealive,,ɣ s o./o m + b o,,,,s ø̃ ⁵⁵ + m b u ⁵³,,,,s o./o n p o,,,,x s ə + x s ə,,,,,,,s ɯ s u,,,,,,s ø̃ ⁵⁵ + p a ⁵⁵,,,,,k ə + s ə + s o,,,s o./o n + p o,,,g s o./o n + p o,,,,s j w u./u,,,ç s û/u,s o./o + m b o,,,,s y ⁵⁵ + s y ⁵⁵
2810_215_thousecondpersonsingular,,,,,kʰ a n a,,,,,,,,,,,,,,,,,,,,,,,kʰ ɛ n ɛ,,,,,,,,,,,,,,,g a n a,,,,,,,
2811_171_toscratch,,,,,,,,ɦ o./o k,,,,,,,,,,,,,,,,,,,,uː k,,,,,,,,,,,,,,,,,,,,,,
2812_220_today,,,,,,,,,,,,,,,,d ɔ ³¹ + n i ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812_225_twenty,,ȵ u + x ə,,,,ȵ ɪ ¹³ + xʰ u ⁵³,,,,,n a s s aː,,,,,ɑ ³¹ + n i ⁵⁵ + s ɑ n ⁵⁵,,,,,,,,,,,ȵ i ¹³ + ɕ u ⁵⁵,,ȵ i ³¹ + tsʰ i̠ ³³,,,k ə + n ə s + ʃ tʃ ᴇ/e,,,,nh/n̊ a c + ch/ts a y,,ɲ i + ɕ u,,n̥ i ʔ ⁴ + sʰ ɛ ²²,,,,,n ɑ̂ s ə,ȵ u + xʰ ə,,,,n ɛ ³³ + tsʰ ɿ ⁵⁵
2813_225_twenty,,,,,,,,,,,,,,,,,k o./o l + g r i k,,k û/u l,,,,kʰ u n ³³,,kʰ a l,,,,,,,,,,kʰ a i + tʰ o./o r,,,,,,,,,,,,,,,
2813_50_far,,,,,,,,,,,,,,,d i ɑ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814_178_toshootanarrow,,,,,,dʑ ɑ u ʔ ⁵³,,,,,,,,,,,,,,,,,,,,,t a ¹³ + c a ¹³²,,,,,,,,,,,,,,,,,,,,,,,
2814_225_twenty,,,,,,,,,,,,,,,k ɑ ³¹ + n̩ ⁵⁵ + x ɑ ⁵⁵ + l ɯ ŋ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815_217_tothrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l o./o ⁵⁵,,,,,,,,,,,,,,,,,,,,,
2815_225_twenty,,,,,,,,k eː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825_222_thetongue,,,,l ɛ m,l e m,,,,,,,,,,,,,,,,,,,l eː m,l e m,,,,,,,,,,,,,,,,,,l e m,,,,,,,
2826_59_tofloat,,,,,,,,,,,,,,ɣ r ə + tɕʰ a + b j o,,,,,,,,,,,,,,,,,,,,,,m j ō/oː,,,,,,,,,,,,,,
2827_16_toblowofwind,,,,,,,,ɦ ə ŋ + ŋ a ŋ,,,,,,,,,,,,,,,,,,,,,h ɯ̃ ³⁵,,,,,,,,,,,,,,,,,,,,,
2828_223_thetoothfront,,,,,k ɨ ŋ,,,,,,,,,,,,,,,,,,,,k a ŋ,,,,,,,,,,,,,,,,,,,,,,,,,
2832_221_tomorrow,,,,,,s õ ŋ ¹³ + ȵ ĩ ⁵⁵,,,,,,,s j a ŋ̊,ɬʰ a + s i,,ɑ ³¹ + s ɑ ŋ ⁵⁵ + n i ⁵⁵,,,,,f s o,,,,,,s ə ŋ ⁵⁵ + ȵ ĩ ⁵⁵,,,,,s o./o + s n i,,,,,,s a ŋ + ɲ i n,,,,,,,f s ə s ê/e,,,,,s o./o ³³ + m ə ⁵⁵ + n ɪ ³³
2834_229_thewater,,,,,ts a k w a,,,,,,,,,,,,,,,,,,,,,,,c o./o w a t,,,,,,,,,,,,,,,,,,,,,,
2838_162_theriver,,,,,,,,,,,,,,,,,,,,,s m a r,,,,,,,,,,,,,,,,,,,,,m j a,,,,,,,,
283_216_three,s u m ³¹,ɣ s ə m,s u m ²¹,s a m,s u m + k a,s ɑ̃ ⁵⁵,s a n ³³,a + ɦ u m,s a m ⁵⁵,s u m i,s ə m,s ã ³³,s u m,x s u,k ɑ ³¹ + s ɯ ŋ ³⁵,ɑ ³¹ + s ɯ m ⁵³,g i t t a m,s a m ⁵³,p a tʰ û/u m,tsʰ u k p u,χ s ɯ m,s ã ³³,m ă ³¹ + s u m ³³,s u k p u,s u p tʃ i,s ɔ m ⁵⁵,s u m ⁵⁵,s u m s i,s ɑ̠ ³³,s a ŋ ³³,,k ə + s ɑ m,s a m ³¹,k e tʰ ò/o m,s a m,s u m̩ h,s r u m,g s u m,a n + tʰ a m,tθ õ ⁵⁵,s u m,s o./o,s uː,k ə + tʰ u m,ç s ə̂ m,h s ə m,s u m ³¹,s a ŋ ⁴⁵,k ɑ ³¹ + s o./o ŋ ³⁵,s ɪ ⁵⁵
2841_228_towalk,,,,,,,,,,,,,,,,,,,,,ŋ k e,,,,,,,,g i ³³,,,,,,,,,,,,,,,,,,,,,
2850_163_theroad,,,,,,,,,,,,,,,,,,,,,ʈʂ u,,,,,,,,,,,ʈʂ ə l ɑ,,,,,,,,,,,,,,,,,,
2852_76_good,,,,,,,,,,,,,,ʁ j ɛ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856_183_tosing,,,,,,tʰ e ĩ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856_230_wefirstpersonpluralinclusive,,,,,,,,ŋ oː l u,,,,,,ŋ a + j i,ŋ ⁵⁵ + tɕ u ³¹,,,,,,,,,,,,,,ŋ u ɑ ³³ + n u ³¹,,,,,,,,,,,,,,,,,,,,,
2857_230_wefirstpersonpluralinclusive,,,,,a n k a n,,,,,,,,,,,,,,,,,,a n ⁵⁵ + tʰ e ³³,,,,,a n i,,,,,,,,,,,,,,,,,,,,,,
2857_39_todrink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k ɑ + m o./o t,,,,,,,,,,,,,,,,,,
285_164_theroot,,ɣ ts a + p a,,,,,,,,,,,,,,,,,,,,,,,,,ts aː ⁵⁵,,,,,,,,ts a,,,r ts a b a,,,,,,,,h ts a + p a,,,,
2860_155_topush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d e ³¹,,,,,,,,,,,,,,,,,,,,,
2860_230_wefirstpersonpluralinclusive,,,,,,,,,,h i ŋ,,,,,,i ŋ ⁵⁵,,,,,i ʑ o,,,ʔ i k,,,,,,,,,,,,,,,,,,,,,,,,,,
2866_132_themountain,,,,,,,,,,,,,,,tʰ ɯ ⁵⁵ + j ɑ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m ɑ ³¹ + j ɑ ³⁵,
2867_238_thewind,,,,,,,,,,,,,,,x ɑ ³¹ + ɹ ɯ ŋ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɑ ⁵⁵ + ɹ ɑ ŋ ⁵⁵ + h ɑ ⁵⁵,
2868_157_therainbow,,,,,,,,,,,,,,,t ɑ ³¹ + x u i ⁵⁵ + g ɑ ŋ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɑ ³¹ + h ɯ ⁵⁵,
2874_229_thewater,,,,,,,,,,,,,,,m ɑ ³¹ + tɕ i ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m ɑ ⁵⁵ + tɕ i ⁵⁵,
287_202_thestick,,,,,,,,,,,,,,,,,,,,s i ŋ,,,ʃ i ŋ ⁵⁵ + n a ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881_142_new,,,,,,,,,,,,,,,m i ŋ ⁵³ + i ŋ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m e ⁵⁵ + e ŋ ⁵⁵,
2884_232_what,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɑ ⁵⁵ + ʃ i ³¹,,,,,,,,,,,,,,,,,,,,,
2884_89_tohideconceal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k a ³³ + s ə ⁵⁵
2885_185_theskin,,,,,,,,,,,,,,,,,,,,,,,,,,,p a k ⁵⁵ + p a ⁵⁵,,,,,,,,,,p r a,l p a g s,,,,,,,,,,,k o./o ⁵⁵ + p ɹ ɑ ⁵⁵,
2885_232_what,,,,,,,,,,,,,,,,,,,,,,,,m â/a ŋ,,,,,,,,,,,,,,,,,,,,,,,,,,
2886_108_toknowsomething,,,,,,,,,,,,,,,,,,,,,,,tʃ e̠ ³³,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886_232_what,,,,,,,,,,,,,,,,,,,,,,,pʰ a ³³,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887_223_thetoothfront,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t i ɑ ³⁵ + p ɹ ɑ ³⁵,
2887_232_what,,,,,,,,,,,,,,,,ɑ ³¹ + t ɑ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888_232_what,,,,,,,,,,,,,,,ɕ i m ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888_86_theheart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɑ ⁵⁵ + p o./o ⁵⁵ + b ɹ ɑ ³⁵,
2889_119_theliver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h u ŋ ⁵³,
2889_232_what,,,,,,,,ɦ eː k o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892_234_where,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɢʷ a n,,,,,,,,,,,,,
2892_27_tocome,,,,,,,,,,,,,,,,,,,,pʰ i t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895_234_where,,,,,,,,,,,,,,,,,,,,,,,,,,,,a t t i,,,,,,,,,,,,,,,,,,,,,,
2895_235_white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v â/a r,,,,,,,,,,,,,,,,,,,
2896_131_themother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n ɑ ⁵⁵ + n i ⁵⁵,
2896_234_where,,,,,,,,ɦ eː + l ə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899_166_round,,,,,,,,,,,,,,,,,,,,,,,,,,,,k u g ɔ p,,,,,,,,,,,,,,,,,,,,,,
2899_234_where,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɑ̠ ³³ + k u ɑ ³³,,,,,,,,,,,,,,,,,,,,,
28_148_one,,,,,,,,,,,,,,,,,,,p a kʰ a t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_233_thewheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dʒ ə d,,,,,,,,,
2900_17_thebodyhairhairorfur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m ɑ ³¹ + b u ⁵³,
2900_234_where,,,,,,,,,,,,,,,x ɑ ³¹ + n u ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902_136_thenailfingernailorclaw,,,,,t u m b u l i k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
