Cognate_ID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gogot	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Oromo	Silte	Tigre	Tigrigna	Wolane	Zway
593_131_thursday	h a m u s	k a m i s	ʔ a m u s	ʔ a m u s	ʔ a m u s	ħ ə m u s	ʔ a m u s	ʔ a m w ɨ s	ʔ a m u s	ʔ a m u s	x a m i s	ʔ a m u s	x a m u s	ʔ a m u s	ʔ a m u s	k a m i s a	x a m u s	k ə m i ʃ	ħ a mː u s	x a m u s	ʔ a m uː s
594_132_time	g i zː e					g i z e	g e					g ɨ z ɨ y/j ə	g ɨ z y/j e	g ɨ z y/j e	g e					g ɨ n	g i
596_134_tomorrow	n ə g ə	n ə g	n ə g ə	n ə g ə	n ə g ə		n e g ə	n ə g ə	n ə g ə	n ə g ə		n ə g ə	n ə g ə	n ə g ə	n ə g ə						
597_135_traveler	m ə n g ə d ə ňň/ɲː a	h e m ə ňň/ɲː a	ʔ e m ə n ə	m e ňň/ɲː ə	ʔ e m ə nː ə			ʔ e m ə n ə	ʔ e m ə n a	m a r ə d ə ň/ɲ ə		ʔ e m ə ň/ɲ ə	ʔ ə n g ə d ə ňň/ɲː a	ʔ ɨ m a t ə ňň/ɲː a	m ə n g ə d ə ň/ɲ a	ʔ eː m a l a				ʔ u n g ə t ə ňň/ɲː e	ʔ u n g ə t ə ň/ɲ ə
598_136_two	h u l ə tː	k e t	x w e t	h u r ʔ ə t	x w e tː	k ɨ l ʔ ə	k w e tː	x w e t	x w e t	x w e t	k oː t	w ɨ r ʔ e t	k i tː	x w e tː	x w e tː			k ə l ʔ e t	k ɨ l t ə		
599_137_war	ť/tʼ o r ɨ n ə t	ť/tʼ o r ɨ n ə t																			
5_5_barley	g ə b s					g ə b s	g ə b s				g uː s		g ə b s			g a r b uː					g ə b ɨ s
600_138_water	w ɨ h a	ʔ a h o w a																			
601_139_wednesday	ʔ ɨ r o b		ʔ ə r o	ʔ a r b e	ʔ ə r ə w	r ə b u ʕ	ʔ ə r o b	ʔ ə r o	ʔ ə r o	ʔ ə r o	ʔ a r b a ʔ a	ʔ ə r o	x ə r o b	ʔ ə r o b	ʔ ə r o b	r oː b iː	h a r b e	ʔ ɨ rː o b ɨ ʔ	r ə b u ʕ	ʔ a r b ɨ y/j ə	ʔ ɨ r oː b
602_140_what	m ɨ n	m ɨ n			m ə ʔ e	m ɨ n t	m ɨ ʔ e				m i n		m ɨ n		m ɨ ʔ e	m aː l	m ɨ n	m i		m ɨ n	m ɨ n
603_132_time		w ə ќ/kʼ t									w a ќ/kʼ t i						w ə ќ/kʼ t	w ə ќ/kʼ ɨ d			
604_133_today		h u m a				y/j o m												y/j o m			
606_132_time			ʔ ə g a		ʔ ə g a				ʔ ə g a	ʔ ə g a											
607_133_today			ʔ ə k w a	ʔ a kː a	ʔ ə kː w a		ʔ ə kː w a	ʔ ə kː w a	ʔ ə k w a	ʔ ə k w a		ʔ o k w a	ʔ a x u ň/ɲ	ʔ a k w a	ʔ ə kː w a						
608_137_war			g a z					g a z	g a z			g a z			g a z						
609_138_water			ʔ ɨ x a	ʔ ɨ x ə	ʔ ɨ x a		ʔ ə g a	ʔ ɨ x a	ʔ ɨ x a	ʔ i x a		ʔ ɨ x a	y/j i g a	ʔ ə g a	ʔ ɨ g a						
60_11_blew	n ə fː ə s ə	n ə fː ə h a	n ə f ə s ə m	n ə f ə s ə	n a fː ə s ə m	n ə f ḫ/ħ ə	n ə fː ə s ə m	n ə f ə s ə m	n ə f ə s ə m	n ə f ə s ə		n ə f ə s ə	n ə fː ə s o	n ə fː ə s ə	n ə fː ə s ə m		n ə f ə s ə		n ə f ə s ə	n ə f ə s ə	n ə f ə s ə
610_140_what			m ɨ r ќ/kʼ a r	m ɨ r a f ə r				m ɨ r ќ/kʼ a r	m ɨ r ќ/kʼ a r	m ə m ɨ r		m ɨ r ʔ a r		m ɨ r ќ/kʼ a r							
612_137_war				ʔ a r ɨ w	ʔ a r b	ħ ə r b	ʔ a r b			ʔ a r ɨ b	ħ aː r b i			ʔ a r ɨ b			ʔ a r b	h ɨ r a b ə t		ʔ a r b	
613_134_tomorrow						g e s ə m					g i ʃ						g eː s			g eː s	g eː s
615_138_water						m ay/ai̯					m iy/i						m əy/əi̯	m ay/ai̯	m ay/ai̯	m əy/əi̯	m əy/əi̯
61_12_blood	d ə m	d ə m	d ə m	d ə m	d ə m	d ə m	d ə m	d ə m	d ə m	d ə m	d ə m	d ə m	d ə m	d ə m	d ə m		d ə m	d ə m	d ə m	d ə m	d ə m
627_133_today																	ʔ a w dʒ e			ʔ a w dʒ e	ʔ a w dʒ i
629_136_two																	ʔ o ʃ t			h oy/oi̯ t	h oy/oi̯ t
62_13_boiled	f ə lː a										f ə l a ħ a		f ə lː a m				f ə l a			f ə l a	f ə l ə
631_135_traveler																		g ə y/j a Š/ʃ ay/ai̯	g ə y/j a Š/ʃ ay/ai̯		
638_141_wheat	s ɨ n d e		s ɨ n ə	s ɨ n e ʔ	s ɨ nː e	sʼ ɨ r n ay/ai̯	s ɨ rː e	s ɨ n ay/ai̯	s ɨ n e	s ɨ n e ʔ		s ɨ n ə ʔ	s ɨ rː e	s i rː e	s ɨ rː e		s ɨ r əy/əi̯	ʃ ɨ r n ay/ai̯	s ɨ r n ay/ai̯	s ɨ r e	s ɨ r e
639_142_which	y/j ə t ɨ ňň/ɲː a w	y/j e d ɨ ňň/ɲː a w											y/j ɨ tː a								
63_14_bone	ʔ a ť/tʼ ɨ n t	x a ť/tʼ ɨ m	ʔ a ť/tʼ ɨ m	ʔ a ť/tʼ ɨ m	ʔ a ť/tʼ ɨ m	ʔ a ś/s m	ʔ a t ɨ m	ʔ a ť/tʼ ɨ m	ʔ a ť/tʼ ɨ m	ʔ a t ɨ m	ʔ aː ť/tʼ	ʔ a ť/tʼ ɨ m	ʔ a ť/tʼ ɨ m	ʔ a ť/tʼ ɨ m	ʔ a ť/tʼ ɨ m		h a ť/tʼ ɨ m	ʔ a ť/tʼ ɨ m	ʕ a ś/s m i	ʔ a ť/tʼ ɨ m	ʔ a ť/tʼ ɨ m
640_143_who	m a n	m a n i	m w a n	m a n	m w a n	m ə nː u	m a	m w a n	m w a n	m w a n	m aː n	m a n	m a	m w a	m a		m aː n i	m ə n	m ə n	m a	m a
641_144_wideadj	s ə fː i	s ə f i																	g ə fː i ħ		s ə fː i
642_145_wind	n ɨ f a s	n ɨ f a s	ʔ ɨ n f a s	ʔ ɨ n f a s	n ə f a s	n ə f a s	n ɨ f a s	n ɨ f a s	ʔ ɨ n f a s	n ɨ f a s		n ə f a s	n ə f a s	n ɨ f a s	ʔ ɨ n f a s		n ɨ f a s	n ɨ f a s	n ɨ f a s	n ɨ f a s	n ɨ f a s
643_146_with	g a r				g i			g a m w ə	g a m w a			g ə z y/j ə	g oy/oi̯		g e						
644_147_woman	s e t ɨ yy/j o																		s ə b ʔ ay/ai̯ t i		s e t
645_148_word	ќ/kʼ a l	ќ/kʼ a l	ќ/kʼ a r	ќ/kʼ a l	ќ/kʼ a r	ќ/kʼ a l	ќ/kʼ a l	ќ/kʼ a r	ќ/kʼ a r	ќ/kʼ a r		ќ/kʼ a r	ќ/kʼ a l	ќ/kʼ a l	ќ/kʼ a l		ќ/kʼ a l		q a l	ќ/kʼ a l	ќ/kʼ a l
646_149_you	ʔ a n t ə	ʔ a n k	ʔ a x ə	ʔ a x ə		ʔ a n t ə	ʔ a x	ʔ a x ə	ʔ a x ə	ʔ a x m a	ʔ a x aː x aː tʃ	ʔ a x ə		ʔ a x a	ʔ a t ə	ʔ a t i	ʔ a t ə	ʔ ɨ n t a		ʔ a t ə	ʔ a t ə
647_150_down	t a tʃː		t ə t n ə y/j ə		t ə tː ɨ n y/j a		t ə t				t a ħ ay/ai̯		t ə t a t əy/əi̯	t ə t ə tː e	t ə tː i y/j ə			t ə ħ a t	k ə t a tʃ	t u t	
648_141_wheat		ќ/kʼ a m ə d i									ќ/kʼ a m ə d i					ќ/kʼ a m a d i					
649_146_with		b ə					b ə			b ə	b e									b ə	b ə
64_15_bread	d a bː o	d a m o	d a bː o	d a b o ʔ ə	d a bː o			d a bː o	d a bː o	d a p a	d aː b o	d a bː o ʔ ə	d a bː o		d a bː o	d aː bː o				d a bː o	d a bː o
652_142_which			ʔ ə n d e h u t a	ʔ ə t ə d ə	ʔ ɨ n d e y/j ə t a		ʔ e tː ə	ʔ e t ə t a	ʔ e t ə t a	ʔ ay/ai̯ t ə x t a		ʔ ə t ə d o		ʔ e tː i	ʔ ɨ n ť/tʼ e w e		ʔ ay/ai̯ t ay/ai̯				ʔ ay/ai̯ t e
653_144_wideadj			b ə t ɨ t	b ə tː ə d	b ə tː ɨ t		b ə t ɨ t	b ə t ɨ t	b ə t ɨ t	b ə tː ə t		b ə t ɨ t	b ə t ə t	b ə tː ə t	b ə tː ɨ t		f ə tː			f ə tː i	
654_146_with			t ə h u t	t ɨ h u d ə													t uː h a				
655_147_woman			m ɨ ʃ t	m i s t	m ɨ ʃ t	b ɨ ʔ ɨ s i t	m ɨ ʃ t	m ɨ ʃ t	m ɨ ʃ t	m ɨ ʃ t		m ɨ ʃ t	m ɨ ʃ t	m ɨ ʃ t	m ɨ ʃ t		m ɨ ʃ t	ʔ ɨ sː i t		m ɨ ʃ t	
656_150_down				g ə d ə n i								g ə d a n i y/j ə				g a d i					
658_142_which						ʔ əy/əi̯ n u					ʔ aay/aːi̯							ʔ a y/j a	ʔ a yy/jː ə n	ʔ ay/ai̯ n e	
65_16_breast	ť/tʼ u t	ť/tʼ u t	ť/tʼ u	ť/tʼ u w	ť/tʼ u w		ť/tʼ ɨ b u yy/jː ə	ť/tʼ u	ť/tʼ u	ť/tʼ u	ť/tʼ oː t	ť/tʼ u	ť/tʼ ɨ b u yy/jː ə	ť/tʼ u b	ť/tʼ ɨ w ə yy/jː ə		ť/tʼ u b	ť/tʼ ɨ b	ť/tʼ u b	ť/tʼ u b	ť/tʼ u b
660_146_with						m ɨ s l ə												m ɨ s	m ɨ s		
662_150_down								w ə s ť/tʼ ɨ n y/j ə	w ə s ť/tʼ i n i y/j ə	w ə s ť/tʼ											w ɨ s t
667_149_you													d ə x ə						n ɨ s ɨ x a		
67_18_bull	b ə r e		w ɨ r	w ɨ r	w ɨ r		w ɨ r	w ɨ r	w ɨ r	w ɨ r		w ɨ r	w ɨ r	w ɨ r			w ɨ r	w ɨ h ɨ r		w ɨ r	w ɨ r
68_19_cabbage	g o mː ə nː	g o m ə n																			
69_20_calfn	ť/tʼ ɨ dʒː a	ť/tʼ ɨ dʒː a									ť/tʼ ɨ dʒ a		ť/tʼ ə g		d ə g						
6_6_beautiful	m ə l k a m		m ə r k a m a	m ə l k a m a	m ə r k a mː a		m ə l k a mː a	m ə r k a mː a	m ə r k a m a	m ə r k a m a		m ə r k a m a	m ə l k a m a	m ə l k a m a	m ə l k a m a						m ə l k ə mː a
70_13_boiled		n ə fː ə r a				n ə f ə r ə												ħ a f ə n a			
71_17_brother		ʔ ə h				ʔ ɨ ḫ/ħ ɨ w					ʔ ɨ ħ										ʔ ɨː n
73_13_boiled			tʃ ə k ə r ə m	tʃ a k a rː a	tʃ ə kː w ə r ə		tʃ ə kː ə m	tʃ ə kː ə r ə m	tʃ ə k ə r ə m	tʃ ə k ə r ə		tʃ ə k w ə r ə		tʃ ə kː w ə r ə	tʃ ə kː w ə r ə m						
74_17_brother			g w ə p ə		g w ə bː e		g w ə bː e	g w ə pː ay/ai̯	g w ə p ə	g w ə p ay/ai̯				g w ə bː e	g w ə bː e						
75_19_cabbage			ʔ a m b ɨ r	ʔ a m b ɨ r	ʔ a m b ɨ r	ħ a m ɨ l	ʔ a m b ɨ r	ʔ a m b ɨ r	ʔ a m b ɨ r	ʔ a m b ɨ r		ʔ a m b ɨ r	ʔ a m b ɨ l	ʔ a m b ɨ r	ʔ a m b i		h a m ɨ l	ħ a m l e	ħ a m l i	ʔ a m l	ʔ a m ɨ l
76_20_calfn			m w ə s a	m o s a	m w ə sː a		m w ə sː a	m w ə s a	m w ə s a	m w ə s a		m w ə s a		m w a s a						ʔ ɨ m b o sː ə	
77_17_brother				ʔ ə ʃː ə ʔ ə m								ʔ ə s ə m									
7_7_bed	ʔ a l g a	ʔ a l g a	ʔ a l g a		ʔ a l g a		ʔ a l g a	ʔ a l g a	ʔ a r g a	ʔ a r g a		ʔ a r g a	ʔ a l g a	ʔ a l g a	ʔ a l g a					ʔ a l g a	ʔ a l g ə
81_20_calfn						ʔ ɨ g w ə l t												ʔ ɨ g a l			
84_18_bull											b a ʔ a r a				b o r a						
87_15_bread														f u r n o			f u r n o				
8_8_belt	ќ/kʼ ə b ə tː o			ќ/kʼ ə b ə t o ʔ ə	ќ/kʼ ə b ə tː o		ќ/kʼ ə b ə tː o	ќ/kʼ ə b ə tː o	ќ/kʼ ə b ə tː o	ќ/kʼ ə b ə t o ʔ ə			ќ/kʼ ə b ə tː o	ќ/kʼ ə b ə tː o	ќ/kʼ ə b ə tː o		ќ/kʼ ə b ə tː o			ќ/kʼ ə b ə tː o	
98_20_calfn																	ʔ ɨ z ə kʼ				ʔ ɨ z ə kʼ
9_9_big	t ɨ lː ɨ kʼ						l ɨ kʼ														
