ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,English_Gloss_in_Source,French_Gloss_in_Source
Mpade-316_hold-1,43d60872-f47e-4531-abc0-0745f942d024,Mpade,316_hold,kˈò gɨ (ji),kˈò_gɨ_,k ʔ o + g ɨ,,allisonnd,18052,,^ k ˈ ò _ g ɨ _$,default,hold,tenir
Mser-316_hold-1,bab4ffaa-4813-4271-bbc0-04960e6c42d3,Mser,316_hold,ka ka,ka_ka,k a + k a,,allisonnd,18052,,^ k a _ k a $,default,hold,tenir
Nyimatli-316_hold-1,440efe08-429a-4bee-b3e3-c33a261e6a66,Nyimatli,316_hold,khub,khub,kʰ u b,,,5781,,^ kh u b $,default,hold,
Zina-316_hold-1,c5e822a5-646c-49ba-8f4f-d516fc242cf2,Zina,316_hold,prà,prà,p r a,,schmidtetal2002,18052,,^ p r à $,default,hold,tenir
Afade-317_hole-1,2be08552-531b-4235-874c-d38bfabed659,Afade,317_hole,bolo,bolo,b o l o,,allisonnd,20511,,^ b o l o $,default,hole,trou
Bata-317_hole-1,168f14ab-94a3-4022-ac66-41105333445e,Bata,317_hole,gwe,gwe,gʷ e,,boyd2005;pweddon2001,6702,,^ gw e $,default,hole,
Buwal-317_hole-1,56f60fd9-b0b0-465a-91c5-640e8e16b3e8,Buwal,317_hole,uley,uley,u l e j,,viljoenproga,18857,,^ u l e y $,default,hole,trou
Dghwede-317_hole-1,f45ab378-b494-42fd-bf62-a68dd1583c00,Dghwede,317_hole,fke,fke,f k e,,frick1977,5236,,^ f k e $,default,hole,
Dugwor-317_hole-1,a36a79dc-41aa-4f3b-8521-8ddc6f102ea3,Dugwor,317_hole,abed,abed,a b e d,,gravina2004,2446,,^ a b e d $,default,hole,trou
Gavar-317_hole-1,7b8ba816-bc98-48dc-9e88-00e151a02fc1,Gavar,317_hole,wəli,wəli,w ə l i,,viljoenprogb,16348,,^ w ə l i $,default,hole,trou
Gemzek-317_hole-1,a5fca489-2260-48e4-ae4c-559a547455ec,Gemzek,317_hole,abed,abed,a b e d,,gravinanda,1112,,^ a b e d $,default,hole,trou
Gemzek-317_hole-2,fc50ad0f-5351-4a9e-be9c-241ff26cb353,Gemzek,317_hole,biye,biye,b i j e,,gravinanda,17138,,^ b i y e $,default,hole,trou
GizigaMarva-317_hole-1,e93ad470-8856-46b0-ab67-8a2b0304d9d7,GizigaMarva,317_hole,vigeɗ,vigeɗ,v i g e ɗ,,gravina2004,399,,^ v i g e ɗ $,default,hole,trou
KamweFutu-317_hole-1,7633627a-993b-40c9-a313-f88723a1332d,KamweFutu,317_hole,kə,kə,k ə,,harley2009a,11612,,^ k ə $,default,hole,
Kanuri-317_hole-1,b3d09486-075f-4af6-a340-45d6eebec582,Kanuri,317_hole,bəláa,bəláa,b ə l a a,,,20511,,^ b ə l á a $,default,hole,trou
Lagwan-317_hole-1,e473c711-5360-4cd4-9fe1-33d3257164e7,Lagwan,317_hole,bulu,bulu,b u l u,,shryocknd,20511,,^ b u l u $,default,hole,trou
Malgbe-317_hole-1,5a78f7b0-89ac-450a-b113-19aa82f840a7,Malgbe,317_hole,wulim,wulim,w u l i m,,allisonnd,20511,,^ w u l i m $,default,hole,trou
MargiS-317_hole-1,94083d05-c4bc-4bb1-b665-8adf4047efd7,MargiS,317_hole,kàu,kàu,k a u,,harleyndb,10898,,^ k à u $,default,hole,
Mazera-317_hole-1,d0363a26-451b-4a77-8793-929dc154d79e,Mazera,317_hole,bine,bine,b i n e,,allisonnd,20511,,^ b i n e $,default,hole,trou
Mbara-317_hole-1,6b0017c2-3df3-4240-839e-2b868c768de5,Mbara,317_hole,viŋ,viŋ,v i ŋ,,tourneux1986,12742,,^ v i ŋ $,default,hole,
Mbudum-317_hole-1,d039f61a-60d4-4c64-9c89-3bd552d4faaa,Mbudum,317_hole,dʒiɓ,dʒiɓ,dʒ i ɓ,,ndokobaiprogb,8937,,^ dʒ i ɓ $,default,hole,trou
Mbuko-317_hole-1,97b09140-b632-4a0b-8cbc-2a19ec9be108,Mbuko,317_hole,hurom,hurom,h u r o m,,gravinaprog,16860,,^ h u r o m $,default,hole,trou
Mbuko-317_hole-2,d6c6d638-53a4-439b-bf65-cdddc26ac8e9,Mbuko,317_hole,məke,məke,m ə k e,,gravinaprog,1824,,^ m ə k e $,default,hole,
Mbuko-317_hole-3,dbebd83e-2624-492f-9b07-cef876345a6a,Mbuko,317_hole,gujar,gujar,g u j a r,,gravinaprog,14792,,^ g u j a r $,default,hole,trou
Merey-317_hole-1,fe06b9f6-0fff-44ec-828c-423f7155dfc4,Merey,317_hole,abed,abed,a b e d,,gravinaetalprog,1112,,^ a b e d $,default,hole,trou
Moloko-317_hole-1,c3aa598b-1514-4855-bb21-a75ede738cc0,Moloko,317_hole,pəɗe,pəɗe,p ə ɗ e,,friesennd,10368,,^ p ə ɗ e $,default,hole,trou
Mpade-317_hole-1,57354d40-b25a-46c1-9cd3-cd2ab0f8313d,Mpade,317_hole,bòlò,bòlò,b o l o,,allisonnd,20511,,^ b ò l ò $,default,hole,trou
Mser-317_hole-1,3d8e70fd-b6fa-484c-b3f3-47f4a5d6074d,Mser,317_hole,ulum,ulum,u l u m,,allisonnd,20511,,^ u l u m $,default,hole,trou
Muyang-317_hole-1,50fae2ed-75e1-4064-a611-874a7aea6fd9,Muyang,317_hole,burzum,burzum,b u r z u m,,smith,16970,,^ b u r z u m $,default,hole,trou d'argile
Muyang-317_hole-2,6619a437-b677-44d1-9117-acde5acd19da,Muyang,317_hole,mɑfuŋ,mɑfuŋ,m ɑ f u ŋ,,smith,10556,,^ m ɑ f u ŋ $,default,hole,trou d'animal
Muyang-317_hole-3,7b8bf3cd-a8d0-4b87-b23d-4c7a6ca5601c,Muyang,317_hole,zliŋɡit,zliŋɡit,ɮ i ŋ g i t,,smith,9380,,^ zl i ŋ ɡ i t $,default,hole,trou
Muyang-317_hole-4,f1cb2c4b-0b2b-40fd-9138-38f35670c9d4,Muyang,317_hole,meftekiɗ,meftekiɗ,m e f t e k i ɗ,,smith,6130,,^ m e f t e k i ɗ $,default,hole,trou dans l'oreille
Nyimatli-317_hole-1,a5e80d95-f650-4d09-97eb-210086d12433,Nyimatli,317_hole,ge,ge,g e,,,9981,,^ g e $,default,hole,
Ouldeme-317_hole-1,e89b698e-f4f5-409b-a297-a60213b9439c,Ouldeme,317_hole,āvì,āvì,a v i,,kinnairdproga,18600,,^ ā v ì $,default,hole,trou
Sukur-317_hole-1,29f1fdf1-9bd0-46d0-85e8-e5b3b5d4a1af,Sukur,317_hole,vuɗ,vuɗ,v u ɗ,,david1996;thomasprog,17189,,^ v u ɗ $,default,hole,
Vame-317_hole-1,5f90c42e-4720-4078-9b30-36c5dbe7493a,Vame,317_hole,flāwwá,flāwwá,f l a wː a,,kinnairdprogb,373,,^ f l āww á $,default,hole,trou trop ouvert
Vame-696_window-1,9ccd143b-abb4-4ac7-ad46-32a1208811c1,Vame,696_window,màvà,màvà,m a v a,,kinnairdprogb,18180,,^ m à v à $,default,hole,fenêtre
Vame-317_hole-2,c242bc95-7c5a-4d45-9a72-7926d5aa369c,Vame,317_hole,mīkē,mīkē,m i k e,,kinnairdprogb,15310,,^ m ī k ē $,default,hole,trou_(dans le sol)
Buwal-318_honey-1,c0740544-9c4a-45da-acc4-866b2729b074,Buwal,318_honey,ɑ̀mzɑ̄ ɓɑ̄mɑ̄m,ɑmzɑ̄_ɓɑ̄mɑ̄m,ɑ m z a + ɓ a m a m,,viljoenproga,6145,,^ ɑ m z ɑ̄ _ ɓ ɑ̄ m ɑ̄ m $,default,honey,miel
Cuvok-318_honey-1,c6fac23e-4412-41f1-9bb7-e21ff9409a9f,Cuvok,318_honey,mgbam,mgbam,m g b a m,,ndokobaiproga,8699,,^ m g b a m $,default,honey,miel
Dugwor-318_honey-1,c54d55ae-d9ff-48c5-bbca-d50c7768b168,Dugwor,318_honey,amam,amam,a m a m,,gravina2004,8799,,^ a m a m $,default,honey,miel
Gavar-318_honey-1,beb497fc-1311-4977-8d00-9bc37b0113f0,Gavar,318_honey,mzɑ ɑmɑm,mzɑ_ɑmɑm,m z ɑ + ɑ m ɑ m,,viljoenprogb,19170,,^ m z ɑ _ ɑ m ɑ m $,default,honey,miel
Gemzek-318_honey-1,8c0a172c-70b0-4f4b-a9c8-3a9f654151b8,Gemzek,318_honey,ndazla awom,ndazla_awom,n d a ɮ a + a w o m,,gravinanda,14890,,^ n d a zl a _ a w o m $,default,honey,miel
GizigaMarva-318_honey-1,b182079f-6e2b-486f-a92b-ce9dd08c8aca,GizigaMarva,318_honey,amam,amam,a m a m,,gravina2004,12823,,^ a m a m $,default,honey,miel
KamweFutu-318_honey-1,aa085f41-538a-4868-be01-2d686dbae943,KamweFutu,318_honey,ndzo,ndzo,n d z o,,harley2009a,10303,,^ n d z o $,default,honey,
Kanuri-318_honey-1,bbe662e1-a4ff-433a-9b4b-ea1930771fcf,Kanuri,318_honey,kəmágən / kə̀mágə̀n,kəmágən,k ə m a g ə n,,,8793,,^ k ə m á g ə n $,default,honey,miel
Lagwan-318_honey-1,0aa01bab-5f90-4cf1-8b3e-0a5bd5faf320,Lagwan,318_honey,iman,iman,i m a n,,shryocknd,19880,,^ i m a n $,default,honey,miel
Lamang-318_honey-1,ea7f2f78-dad6-4580-9e99-72ca9a136c2d,Lamang,318_honey,ómó,ómó,o m o,,wolffnd,8542,,^ ó m ó $,default,honey,
Malgbe-318_honey-1,c887d246-8755-4444-906f-28334aef5190,Malgbe,318_honey,mam,mam,m a m,,allisonnd,19880,,^ m a m $,default,honey,miel
Margi-318_honey-1,f7db55d7-c62b-4857-a37d-1faf15a3574b,Margi,318_honey,məmə,məmə,m ə m ə,,hoffmann1963,12916,,^ m ə m ə $,default,honey,
Mbara-318_honey-1,51e49faf-d1fc-4a57-acd5-09b72b2884e1,Mbara,318_honey,momoy,momoy,m o m o j,,tourneux1986,18768,,^ m o m o y $,default,honey,miel
Mbudum-318_honey-1,0afa6453-749e-49aa-af09-3a9e5ede464f,Mbudum,318_honey,mbəza te ɓəɓam,mbəza_te_ɓəɓam,m b ə z a + t e + ɓ ə ɓ a m,,ndokobaiprogb,13517,,^ m b ə z a _ t e _ ɓ ə ɓ a m $,default,honey,miel
Mbuko-318_honey-1,3e1612e3-0d87-4566-b243-6d17031be338,Mbuko,318_honey,umam,umam,u m a m,,gravinaprog,1414,,^ u m a m $,default,honey,
Merey-318_honey-1,34bf2eec-ed72-4f7e-9d5e-13416f452e7f,Merey,318_honey,wum,wum,w u m,,gravinaetalprog,5264,,^ w u m $,default,honey,miel
Moloko-318_honey-1,8424048e-e8fa-4096-8187-f6e58b502169,Moloko,318_honey,omom,omom,o m o m,,friesennd,810,,^ o m o m $,default,honey,miel
Mpade-318_honey-1,3849399c-7483-4c80-81e8-01acf427c7e3,Mpade,318_honey,màm,màm,m a m,,allisonnd,19880,,^ m à m $,default,honey,miel
Mser-318_honey-1,1669cc4b-4ca5-4c17-ba5f-4c04f0d2c4fb,Mser,318_honey,mam,mam,m a m,,allisonnd,19880,,^ m a m $,default,honey,miel
Muyang-318_honey-1,d2792f47-8fff-4f3e-9ce2-bf3837b07473,Muyang,318_honey,ɑmu,ɑmu,ɑ m u,,smith,17389,,^ ɑ m u $,default,honey,miel
Nyimatli-318_honey-1,dccf4e47-d5a4-4fbc-b5ef-3d22e5ef3725,Nyimatli,318_honey,ɗyii,ɗyii,ɗ j iː,,,5220,,^ ɗ y ii $,default,honey,
Ouldeme-318_honey-1,a68e2701-9bdf-489c-8638-9c15e044eecc,Ouldeme,318_honey,āmā,āmā,a m a,,kinnairdproga,13013,,^ ā m ā $,default,honey,miel
Psikye-318_honey-1,bbb12084-85fe-485c-a15f-3e6aab6fb4db,Psikye,318_honey,ḿzù,ḿzù,m z u,,mazzucci2006,14855,,^ ḿ z ù $,default,honey,
Sukur-318_honey-1,3d136416-90bb-45e5-8def-890f15d17583,Sukur,318_honey,mam,mam,m a m,,david1996;thomasprog,17724,,^ m a m $,default,honey,
Vame-318_honey-1,2bc23379-e402-44bf-b10e-60f5295235f1,Vame,318_honey,āhwám s āmə̄māk,āhwám_s_āmə̄māk,a hʷ a m + s + a m ə m a k,,kinnairdprogb,9433,,^ āhw á m _ s _ ā m ə̄ m ā k $,default,honey,miel
Vame-318_honey-2,886be3fd-3205-44e8-951f-0bcdc7f9fc2f,Vame,318_honey,āmə̄māk,āmə̄māk,a m ə m a k,,kinnairdprogb,10061,,^ ā m ə̄ m ā k $,default,honey,miel
Zina-318_honey-1,2ff6ab83-a0f1-43b0-891d-5b1d9d8e764a,Zina,318_honey,ámámá,ámámá,a m a m a,,schmidtetal2002,19880,,^ á m á m á $,default,honey,miel
Buwal-319_hoof-1,a8ba478c-42da-4ab1-ba78-18c0748ac0a7,Buwal,319_hoof,pɑtɑkwɑr,pɑtɑkwɑr,p ɑ t ɑ kʷ ɑ r,,viljoenproga,9917,,^ p ɑ t ɑ kw ɑ r $,default,hoof,sabot
Cuvok-319_hoof-1,dbea1f60-fed0-422a-8e6d-2c2e8999a55a,Cuvok,319_hoof,mandarkwakwasl,mandarkwakwasl,m a n d a r kʷ a kʷ a ɬ,,ndokobaiproga,14148,,^ m a n d a r kw a kw a sl $,default,hoof,sabot
Dugwor-319_hoof-1,06dcbb1f-6b6b-4738-9087-0729cdf03bc7,Dugwor,319_hoof,Taprakom y sek (gənaw),Taprakom_y_sek_,t a p r a k o m + j + s e k,,gravina2004,6981,,^ T a p r a k o m _ y _ s e k _$,default,hoof,sabot
Fulfulde-319_hoof-1,69045d98-2383-40b3-89f7-32dcbfa73b9a,Fulfulde,319_hoof,koloŋgi,koloŋgi,k o l o ŋ g i,,,10099,,^ k o l o ŋ g i $,default,hoof,sabot
Gavar-319_hoof-1,0526a381-f1b1-4227-b07f-f48b8c2d7279,Gavar,319_hoof,tɑkwɑɗɑtɑkwɑɗɑ,tɑkwɑɗɑtɑkwɑɗɑ,t ɑ kʷ ɑ ɗ ɑ t ɑ kʷ ɑ ɗ ɑ,,viljoenprogb,16188,,^ t ɑ kw ɑ ɗ ɑ t ɑ kw ɑ ɗ ɑ $,default,hoof,sabot
Gemzek-319_hoof-1,d0866d5c-635e-40ea-b27f-b4355d689af5,Gemzek,319_hoof,tərpak,tərpak,t ə r p a k,,gravinanda,4006,,^ t ə r p a k $,default,hoof,sabot
GizigaMarva-319_hoof-1,15fd9670-3581-4abf-83e1-d9feadc92d92,GizigaMarva,319_hoof,kotkozok,kotkozok,k o t k o z o k,,gravina2004,722,,^ k o t k o z o k $,default,hoof,sabot
KamweFutu-319_hoof-1,5d172d55-7a09-486c-8a35-d4738b1e0a8b,KamweFutu,319_hoof,takwaɗi,takwaɗi,t a kʷ a ɗ i,,harley2009a,10620,,^ t a kw a ɗ i $,default,hoof,
Kanuri-319_hoof-1,4ca59d0d-b4cb-4810-8a52-a07492e5bc33,Kanuri,319_hoof,kolorám / kóló; kòlòrám,kolorám,k o l o r a m,,,10099,,^ k o l o r á m $,default,hoof,sabot
Malgbe-319_hoof-1,ec6352d0-ed1e-4e2b-a223-6fd135a7dfb8,Malgbe,319_hoof,nkˈɨn,nkˈɨn,n k ʔ ɨ n,,allisonnd,10099,,^ n k ˈ ɨ n $,default,hoof,sabot
Mbudum-319_hoof-1,e556e0f0-4384-4206-8a47-33f5dcae2bae,Mbudum,319_hoof,potokor,potokor,p o t o k o r,,ndokobaiprogb,8891,,^ p o t o k o r $,default,hoof,sabot
Mbuko-319_hoof-1,3489f3fa-81ef-4fc8-b939-6454dd0cae08,Mbuko,319_hoof,təkərabak,təkərabak,t ə k ə r a b a k,,gravinaprog,5749,,^ t ə k ə r a b a k $,default,hoof,
Mbuko-319_hoof-2,8c1eb7a7-6b29-4eca-8a3a-bd2d8fa207ac,Mbuko,319_hoof,mətukwiyek,mətukwiyek,m ə t u kʷ i j e k,,gravinaprog,14034,,^ m ə t u kw i y e k $,default,hoof,
Merey-319_hoof-1,92003bbd-3d73-4d99-84cb-a4ee0ca8266e,Merey,319_hoof,tərpak,tərpak,t ə r p a k,,gravinaetalprog,10908,,^ t ə r p a k $,default,hoof,sabot
Moloko-319_hoof-1,151c2363-d540-4236-9c84-3758aae2a143,Moloko,319_hoof,tapərakam,tapərakam,t a p ə r a k a m,,friesennd,18454,,^ t a p ə r a k a m $,default,hoof,sabot
Mpade-319_hoof-1,e5b45381-0de9-4d6b-b1ad-7bbcb91cca87,Mpade,319_hoof,kòrlóm,kòrlóm,k o r l o m,,allisonnd,10099,,^ k ò r l ó m $,default,hoof,sabot
Mser-319_hoof-1,7b8c8e7b-6db8-4b61-a3cc-8d911cf74085,Mser,319_hoof,nkˈabe,nkˈabe,n k ʔ a b e,,allisonnd,10099,,^ n k ˈ a b e $,default,hoof,sabot
Muyang-319_hoof-1,429aa5ff-93fb-45db-9391-fd83afd952f4,Muyang,319_hoof,tɑpɗɑkɑm,tɑpɗɑkɑm,t ɑ p ɗ ɑ k ɑ m,,smith,14493,,^ t ɑ p ɗ ɑ k ɑ m $,default,hoof,sabot
Nyimatli-319_hoof-1,5a59fbc3-e31c-4c83-8508-1d166f28133b,Nyimatli,319_hoof,kotop,kotop,k o t o p,,,2208,,^ k o t o p $,default,hoof,
Ouldeme-319_hoof-1,d460e89e-b0d0-43ef-b07d-2aacfb3dde56,Ouldeme,319_hoof,də̀ŋkúkùl,dəŋkúkùl,d ə ŋ k u k u l,,kinnairdproga,15611,,^ d ə ŋ k ú k ù l $,default,hoof,sabot
ShoaArabic-319_hoof-1,639bb764-8b1f-4f83-874a-5fecfca883bc,ShoaArabic,319_hoof,kuff,kuff,k u fː,,,10099,,^ k u ff $,default,hoof,sabot
Vame-319_hoof-1,f81ce87b-55ef-4075-a54f-0fddaf4688ec,Vame,319_hoof,kwákúlá,kwákúlá,kʷ a k u l a,,kinnairdprogb,19961,,^ kw á k ú l á $,default,hoof,sabot
Afade-320_horn-1,903c9e42-947f-4c58-8a9d-3f6c869e73c8,Afade,320_horn,kangali,kangali,k a n g a l i,,allisonnd,17048,,^ k a n g a l i $,default,horn,corne
Buwal-320_horn-1,0fe8cdb9-f274-465d-b836-3f43bfe04337,Buwal,320_horn,tetene,tetene,t e t e n e,,viljoenproga,9075,,^ t e t e n e $,default,horn,cor
Buwal-320_horn-2,65c82906-ce68-442f-95a2-586572431958,Buwal,320_horn,fɑrɑm,fɑrɑm,f ɑ r ɑ m,,viljoenproga,16271,,^ f ɑ r ɑ m $,default,horn,corne
Cuvok-320_horn-1,71547d42-907f-4e17-8908-d30f94454f32,Cuvok,320_horn,dərem,dərem,d ə r e m,,ndokobaiproga,10446,,^ d ə r e m $,default,horn,corne
Dghwede-320_horn-1,cc89208d-5e46-4a33-93d3-cffb3e2f64c5,Dghwede,320_horn,dərawa,dərawa,d ə r a w a,,frick1977,15406,,^ d ə r a w a $,default,horn,
Dugwor-320_horn-1,4ef9c3dc-1e54-4170-a0db-ed298f82957c,Dugwor,320_horn,edrem,edrem,e d r e m,,gravina2004,17000,,^ e d r e m $,default,horn,corne
Dugwor-320_horn-2,7d08346f-b379-4d6a-bc32-6523782b0b58,Dugwor,320_horn,dərom,dərom,d ə r o m,,gravina2004,17000,,^ d ə r o m $,default,horn,corne
Gavar-320_horn-1,3d4d5a4e-540d-4901-891d-c63a8958707d,Gavar,320_horn,fɑrɑm,fɑrɑm,f ɑ r ɑ m,,viljoenprogb,16271,,^ f ɑ r ɑ m $,default,horn,corne
Gemzek-320_horn-1,a57880b5-cfe3-4079-b6a2-c0a4876f3c89,Gemzek,320_horn,mbukom,mbukom,m b u k o m,,gravinanda,17993,,^ m b u k o m $,default,horn,corne
Gemzek-320_horn-2,adc84809-f12f-4a51-9301-2e7e120c9091,Gemzek,320_horn,mbukom,mbukom,m b u k o m,,gravinanda,17993,,^ m b u k o m $,default,horn,corne
GizigaMarva-320_horn-1,ab2a4402-e337-43b7-ae92-9571d5f6eb07,GizigaMarva,320_horn,durom,durom,d u r o m,,gravina2004,5109,,^ d u r o m $,default,horn,corne
KamweFutu-320_horn-1,50274618-7476-456a-9000-48344aba98d9,KamweFutu,320_horn,tərimo,tərimo,t ə r i m o,,harley2009a,3465,,^ t ə r i m o $,default,horn,
KamweFutu-320_horn-2,f10c31f0-d3b4-4557-a3ff-88ab201ed3f1,KamweFutu,320_horn,tərmo,tərmo,t ə r m o,,harley2009a,2116,,^ t ə r m o $,default,horn,
Kanuri-320_horn-1,f18be2a5-8612-45d1-a926-988904c01a96,Kanuri,320_horn,kangádi,kangádi,k a n g a d i,,,17048,,^ k a n g á d i $,default,horn,corne
Lagwan-320_horn-1,36844fda-48c5-43fc-ad9c-c6906c0bd7c0,Lagwan,320_horn,kaa l slu,kaa_l_slu,k aː + l + ɬ u,,shryocknd,15279,,^ k aa _ l _ sl u $,default,horn,corne
Malgbe-320_horn-1,13bf5747-16c7-4f3c-a9a5-011122661d00,Malgbe,320_horn,lagan,lagan,l a g a n,,allisonnd,12114,,^ l a g a n $,default,horn,corne
Maltam-320_horn-1,a7a58e4b-4673-40c5-ad15-e780ff621bca,Maltam,320_horn,lagare,lagare,l a g a r e,,allisonnd,12114,,^ l a g a r e $,default,horn,corne
Mazera-320_horn-1,92e97fc5-add1-4606-9692-2d6757c6bc53,Mazera,320_horn,mɨhue,mɨhue,m ɨ h u e,,allisonnd,15911,,^ m ɨ h u e $,default,horn,corne
Mbara-320_horn-1,e9659b2a-e742-4c5c-bb44-fc0736a5575a,Mbara,320_horn,moho,moho,m o h o,,tourneux1986,15911,,^ m o h o $,default,horn,
Mbazla-320_horn-1,010c3a2f-cf03-4cb7-994d-4d01980b8e84,Mbazla,320_horn,dùrūm,dùrūm,d u r u m,,seignobos1984;tourneux1987,5109,,^ d ù r ū m $,default,horn,corne
Mbudum-320_horn-1,ca4ef7d3-3d83-4f40-8a83-3db366b46df2,Mbudum,320_horn,faram,faram,f a r a m,,ndokobaiprogb,16271,,^ f a r a m $,default,horn,corne
Mbuko-320_horn-1,e09945ab-b81b-4a15-9388-ad51170d8804,Mbuko,320_horn,ləkam,ləkam,l ə k a m,,gravinaprog,15600,,^ l ə k a m $,default,horn,corne
Moloko-320_horn-1,b94a877c-2c18-419d-8928-79ad73251c14,Moloko,320_horn,cecewk,cecewk,c e c e w k,,friesennd,16908,,^ c e c e w k $,default,horn,corne_musicale
Mpade-320_horn-1,cf3f6b09-0ddb-458a-ae12-a9beafa5554c,Mpade,320_horn,lagan,lagan,l a g a n,,allisonnd,12114,,^ l a g a n $,default,horn,corne
Mser-320_horn-1,38224e7f-611f-4ab2-bb59-39a6cd4cbe94,Mser,320_horn,lagar,lagar,l a g a r,,allisonnd,12114,,^ l a g a r $,default,horn,corne
Nyimatli-320_horn-1,320d4daa-b774-41f3-9c43-d4c84e2ccfbe,Nyimatli,320_horn,doma,doma,d o m a,,,9510,,^ d o m a $,default,horn,
Ouldeme-320_horn-1,4bd992de-05ff-4a0f-b5c9-40fe55b0d647,Ouldeme,320_horn,mbukom,mbukom,m b u k o m,,kinnairdproga,17993,,^ m b u k o m $,default,horn,corne
Ouldeme-320_horn-2,76e166f8-cbd0-49f7-8928-41575e30e667,Ouldeme,320_horn,āmbə́kām,āmbəkām,a m b ə k a m,,kinnairdproga,17993,,^ ā m b ə k ā m $,default,horn,corne
Zina-320_horn-1,1184d97d-13dd-4121-8b60-2dcc0b9ce4eb,Zina,320_horn,àhwàl,àhwàl,a hʷ a l,,schmidtetal2002,15911,,^ àhw à l $,default,horn,corne
Afade-321_horse-1,9b1f7b87-0e1a-4060-8db9-d92a9393f0c1,Afade,321_horse,mɨspan,mɨspan,m ɨ s p a n,,allisonnd,16446,,^ m ɨ s p a n $,default,horse,cheval
Bata-321_horse-1,6a3110d0-39b6-4b4e-b195-023177c20912,Bata,321_horse,dùwe,dùwe,d u w e,,boyd2005;pweddon2001,3965,,^ d ùw e $,default,horse,
Buduma-321_horse-1,15be0385-a5f4-4ab8-8064-e19b6ce2d574,Buduma,321_horse,bukor,bukor,b u k o r,,mckone2009,1372,,^ b u k o r $,default,horse,cheval
Buwal-321_horse-1,90b7d2a3-8eb3-4784-909f-aabf3f331429,Buwal,321_horse,dɑkw,dɑkw,d ɑ kʷ,,viljoenproga,4100,,^ d ɑ kw $,default,horse,cheval
Cuvok-321_horse-1,7a968603-8462-4e06-b098-a7e0f04e18ed,Cuvok,321_horse,pəlez,pəlez,p ə l e z,,ndokobaiproga,13753,,^ p ə l e z $,default,horse,cheval
Dugwor-321_horse-1,ff6d18cf-3b99-4e58-b9cd-1055d9f0824f,Dugwor,321_horse,pəles,pəles,p ə l e s,,gravina2004,11462,,^ p ə l e s $,default,horse,cheval
Fulfulde-321_horse-1,705e87b9-1c2b-4682-aa15-752b7d7da80a,Fulfulde,321_horse,puccu,puccu,p u cː u,,,1590,,^ p u cc u $,default,horse,cheval
Ga-321_horse-1,167ddc4f-04ff-4270-b536-d2f32b357c8d,Ga,321_horse,pirsha,pirsha,p i r ʃ a,,manewman1978,4011,,^ p i rsh a $,default,horse,
Gavar-321_horse-1,22f952ff-8990-449e-88dc-b79f6969fef9,Gavar,321_horse,dɑkw,dɑkw,d ɑ kʷ,,viljoenprogb,3016,,^ d ɑ kw $,default,horse,cheval
Gemzek-321_horse-1,6e4bf38c-8427-4b8b-8431-3c40d0911da0,Gemzek,321_horse,pəles,pəles,p ə l e s,,gravinanda,6043,,^ p ə l e s $,default,horse,cheval
GizigaMarva-321_horse-1,564fb5e2-5b86-4f48-88b5-e625b13ff72f,GizigaMarva,321_horse,piles,piles,p i l e s,,gravina2004,8483,,^ p i l e s $,default,horse,cheval
KamweFutu-321_horse-1,9fe91a31-04c3-4b51-bd92-94fae389a60c,KamweFutu,321_horse,gədəwi,gədəwi,g ə d ə w i,,harley2009a,9899,,^ g ə d ə w i $,default,horse,
Kanuri-321_horse-1,42183301-cf8b-487e-b075-81763bf9ec65,Kanuri,321_horse,fə̂r,fə̂r,f ə r,,,11611,,^ f ə̂ r $,default,horse,cheval
Lagwan-321_horse-1,d62e0cae-f8ec-4ce6-bed0-bb7b0be4410b,Lagwan,321_horse,bùskwàn,bùskwàn,b u s kʷ a n,,shryocknd,13780,,^ b ùs kw à n $,default,horse,cheval
Lamang-321_horse-1,00b0f86b-d0d3-49fa-ae3c-2fb3b4bceb8b,Lamang,321_horse,plís,plís,p l i s,,wolffnd,7823,,^ p l í s $,default,horse,
Lamang-321_horse-2,5aefa20d-40c0-4452-aed5-ae7856f30cd1,Lamang,321_horse,pə́lísí,pəlísí,p ə l i s i,,wolffnd,9723,,^ p ə l í s í $,default,horse,
Lamang-321_horse-3,654c5800-b83e-4750-a266-d89def59e2ea,Lamang,321_horse,pə́lís,pəlís,p ə l i s,,wolffnd,7672,,^ p ə l í s $,default,horse,
Malgbe-321_horse-1,b2279c85-f493-44c8-b486-ec202177c1e9,Malgbe,321_horse,mkpan,mkpan,m k p a n,,allisonnd,9289,,^ m k p a n $,default,horse,cheval
Margi-321_horse-1,97c7d7d0-0441-47f1-a28f-af7bb4edf427,Margi,321_horse,tagu,tagu,t a g u,,hoffmann1963,14023,,^ t a g u $,default,horse,
MargiS-321_horse-1,3920815a-ba73-4d94-ba91-91127986fac9,MargiS,321_horse,tagu,tagu,t a g u,,harleyndb,4354,,^ t a g u $,default,horse,
Mazera-321_horse-1,b48638f9-c163-4ac9-baac-5f67f3aa2376,Mazera,321_horse,buskuŋ,buskuŋ,b u s k u ŋ,,allisonnd,16382,,^ b u s k u ŋ $,default,horse,cheval
